,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
313,Nikolai Kulyomin (LW/RW),New York Islanders,81,9,13,22,0.27,22,13,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2015-2014,nhl,Nikolai Kulyomin ,LW/RW
314,Jaden Schwartz (LW),St. Louis Blues,33,8,14,22,0.67,8,8,https://www.eliteprospects.com/player/33907/jaden-schwartz,2015-2014,nhl,Jaden Schwartz ,LW
315,J.T. Brown (RW),Tampa Bay Lightning,78,8,14,22,0.28,59,16,https://www.eliteprospects.com/player/37802/j.t.-brown,2015-2014,nhl,J.T. Brown ,RW
316,Nick Holden (D),Colorado Avalanche,82,6,16,22,0.27,24,-1,https://www.eliteprospects.com/player/11700/nick-holden,2015-2014,nhl,Nick Holden ,D
317,Noah Hanifin (D),Carolina Hurricanes,79,4,18,22,0.28,22,-14,https://www.eliteprospects.com/player/177710/noah-hanifin,2015-2014,nhl,Noah Hanifin ,D
318,John Mitchell (C/LW),Colorado Avalanche,71,10,11,21,0.30,52,-7,https://www.eliteprospects.com/player/11487/john-mitchell,2015-2014,nhl,John Mitchell ,C/LW
319,Matt Moulson (LW/RW),Buffalo Sabres,81,8,13,21,0.26,16,-5,https://www.eliteprospects.com/player/9744/matt-moulson,2015-2014,nhl,Matt Moulson ,LW/RW
320,Luke Glendening (C/RW),Detroit Red Wings,81,8,13,21,0.26,46,4,https://www.eliteprospects.com/player/38233/luke-glendening,2015-2014,nhl,Luke Glendening ,C/RW
321,Scott Laughton (C/LW),Philadelphia Flyers,71,7,14,21,0.30,34,-2,https://www.eliteprospects.com/player/76690/scott-laughton,2015-2014,nhl,Scott Laughton ,C/LW
322,Alexander Burmistrov (C),Winnipeg Jets,81,7,14,21,0.26,32,-11,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2015-2014,nhl,Alexander Burmistrov ,C
323,John-Michael Liles (D),totals,81,6,15,21,0.26,18,-10,https://www.eliteprospects.com/player/8734/john-michael-liles,2015-2014,nhl,John-Michael Liles ,D
324,Jacob Trouba (D),Winnipeg Jets,81,6,15,21,0.26,62,10,https://www.eliteprospects.com/player/90349/jacob-trouba,2015-2014,nhl,Jacob Trouba ,D
325,Travis Hamonic (D),New York Islanders,72,5,16,21,0.29,35,-5,https://www.eliteprospects.com/player/17519/travis-hamonic,2015-2014,nhl,Travis Hamonic ,D
326,Marco Scandella (D),Minnesota Wild,73,5,16,21,0.29,22,6,https://www.eliteprospects.com/player/17520/marco-scandella,2015-2014,nhl,Marco Scandella ,D
327,Andrej Sustr (D),Tampa Bay Lightning,77,4,17,21,0.27,30,-2,https://www.eliteprospects.com/player/44405/andrej-sustr,2015-2014,nhl,Andrej Sustr ,D
328,Johnny Oduya (D),Dallas Stars,82,4,17,21,0.26,26,8,https://www.eliteprospects.com/player/1015/johnny-oduya,2015-2014,nhl,Johnny Oduya ,D
329,Karl Alzner (D),Washington Capitals,82,4,17,21,0.26,26,14,https://www.eliteprospects.com/player/10429/karl-alzner,2015-2014,nhl,Karl Alzner ,D
330,Damon Severson (D),New Jersey Devils,72,1,20,21,0.29,32,-8,https://www.eliteprospects.com/player/55867/damon-severson,2015-2014,nhl,Damon Severson ,D
331,Brian Boyle (C/LW),Tampa Bay Lightning,76,13,7,20,0.26,57,-7,https://www.eliteprospects.com/player/11429/brian-boyle,2015-2014,nhl,Brian Boyle ,C/LW
332,Viktor Stålberg (LW/RW),New York Rangers,75,9,11,20,0.27,22,6,https://www.eliteprospects.com/player/4202/viktor-stalberg,2015-2014,nhl,Viktor Stålberg ,LW/RW
333,William Karlsson (C),Columbus Blue Jackets,81,9,11,20,0.25,6,-9,https://www.eliteprospects.com/player/19432/william-karlsson,2015-2014,nhl,William Karlsson ,C
334,Chris Stewart (RW/LW),Anaheim Ducks,56,8,12,20,0.36,73,2,https://www.eliteprospects.com/player/10442/chris-stewart,2015-2014,nhl,Chris Stewart ,RW/LW
335,Danny DeKeyser (D),Detroit Red Wings,78,8,12,20,0.26,44,2,https://www.eliteprospects.com/player/46947/danny-dekeyser,2015-2014,nhl,Danny DeKeyser ,D
336,Chris Tierney (C),San Jose Sharks,79,7,13,20,0.25,20,-16,https://www.eliteprospects.com/player/92677/chris-tierney,2015-2014,nhl,Chris Tierney ,C
337,Alexander Edler (D),Vancouver Canucks,52,6,14,20,0.39,46,-8,https://www.eliteprospects.com/player/4081/alexander-edler,2015-2014,nhl,Alexander Edler ,D
338,Curtis Lazar (C/RW),Ottawa Senators,76,6,14,20,0.26,18,-1,https://www.eliteprospects.com/player/81116/curtis-lazar,2015-2014,nhl,Curtis Lazar ,C/RW
339,Paul Martin (D),San Jose Sharks,78,3,17,20,0.26,22,13,https://www.eliteprospects.com/player/8778/paul-martin,2015-2014,nhl,Paul Martin ,D
340,Jaccob Slavin (D),Carolina Hurricanes,63,2,18,20,0.32,8,1,https://www.eliteprospects.com/player/97621/jaccob-slavin,2015-2014,nhl,Jaccob Slavin ,D
341,Torrey Mitchell (C/RW),Montréal Canadiens,71,11,8,19,0.27,51,2,https://www.eliteprospects.com/player/11438/torrey-mitchell,2015-2014,nhl,Torrey Mitchell ,C/RW
342,Melker Karlsson (RW/C),San Jose Sharks,65,10,9,19,0.29,16,5,https://www.eliteprospects.com/player/10014/melker-karlsson,2015-2014,nhl,Melker Karlsson ,RW/C
343,Matt Martin (LW),New York Islanders,80,10,9,19,0.24,119,2,https://www.eliteprospects.com/player/19225/matt-martin,2015-2014,nhl,Matt Martin ,LW
344,Reid Boucher (LW/RW),New Jersey Devils,39,8,11,19,0.49,6,-13,https://www.eliteprospects.com/player/38620/reid-boucher,2015-2014,nhl,Reid Boucher ,LW/RW
345,David Schlemko (D),New Jersey Devils,67,6,13,19,0.28,16,-22,https://www.eliteprospects.com/player/11665/david-schlemko,2015-2014,nhl,David Schlemko ,D
346,Olli Määttä (D),Pittsburgh Penguins,67,6,13,19,0.28,22,27,https://www.eliteprospects.com/player/43543/olli-maatta,2015-2014,nhl,Olli Määttä ,D
347,Daniel Winnik (W/C),totals,76,6,13,19,0.25,38,4,https://www.eliteprospects.com/player/11480/daniel-winnik,2015-2014,nhl,Daniel Winnik ,W/C
348,Ron Hainsey (D),Carolina Hurricanes,81,5,14,19,0.24,37,-13,https://www.eliteprospects.com/player/9037/ron-hainsey,2015-2014,nhl,Ron Hainsey ,D
349,Kris Russell (D),totals,62,4,15,19,0.31,10,-5,https://www.eliteprospects.com/player/9188/kris-russell,2015-2014,nhl,Kris Russell ,D
350,John Moore (D),New Jersey Devils,73,4,15,19,0.26,28,-12,https://www.eliteprospects.com/player/30901/john-moore,2015-2014,nhl,John Moore ,D
351,Jay Bouwmeester (D),St. Louis Blues,72,3,16,19,0.26,18,-4,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2015-2014,nhl,Jay Bouwmeester ,D
352,Dennis Wideman (D),Calgary Flames,51,2,17,19,0.37,30,-9,https://www.eliteprospects.com/player/8826/dennis-wideman,2015-2014,nhl,Dennis Wideman ,D
353,Nathan Beaulieu (D),Montréal Canadiens,64,2,17,19,0.30,55,-6,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2015-2014,nhl,Nathan Beaulieu ,D
354,Paul Byron (LW/C),Montréal Canadiens,62,11,7,18,0.29,11,-9,https://www.eliteprospects.com/player/15036/paul-byron,2015-2014,nhl,Paul Byron ,LW/C
355,David Jones (RW),totals,75,11,7,18,0.24,10,-7,https://www.eliteprospects.com/player/11426/david-jones,2015-2014,nhl,David Jones ,RW
356,Vincent Lecavalier (C),totals,49,10,8,18,0.37,22,0,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2015-2014,nhl,Vincent Lecavalier ,C
357,Jared McCann (C/LW),Vancouver Canucks,69,9,9,18,0.26,32,-6,https://www.eliteprospects.com/player/189369/jared-mccann,2015-2014,nhl,Jared McCann ,C/LW
358,Mike Santorelli (C),Anaheim Ducks,70,9,9,18,0.26,8,-4,https://www.eliteprospects.com/player/11417/mike-santorelli,2015-2014,nhl,Mike Santorelli ,C
359,Michael Grabner (LW/RW),Toronto Maple Leafs,80,9,9,18,0.23,12,-4,https://www.eliteprospects.com/player/8494/michael-grabner,2015-2014,nhl,Michael Grabner ,LW/RW
360,Jonathan Marchessault (LW/RW),Tampa Bay Lightning,45,7,11,18,0.40,17,-10,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2015-2014,nhl,Jonathan Marchessault ,LW/RW
361,Tommy Wingels (C/W),San Jose Sharks,68,7,11,18,0.27,63,-10,https://www.eliteprospects.com/player/19230/tommy-wingels,2015-2014,nhl,Tommy Wingels ,C/W
362,Zemgus Girgensons (C/W),Buffalo Sabres,71,7,11,18,0.25,20,0,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2015-2014,nhl,Zemgus Girgensons ,C/W
363,Thomas Hickey (D),New York Islanders,62,6,12,18,0.29,30,9,https://www.eliteprospects.com/player/11617/thomas-hickey,2015-2014,nhl,Thomas Hickey ,D
364,Matt Bartkowski (D),Vancouver Canucks,80,6,12,18,0.23,50,-19,https://www.eliteprospects.com/player/16707/matt-bartkowski,2015-2014,nhl,Matt Bartkowski ,D
365,Kevan Miller (D),Boston Bruins,71,5,13,18,0.25,53,15,https://www.eliteprospects.com/player/38281/kevan-miller,2015-2014,nhl,Kevan Miller ,D
366,Justin Schultz (D),totals,63,4,14,18,0.29,16,-15,https://www.eliteprospects.com/player/18241/justin-schultz,2015-2014,nhl,Justin Schultz ,D
367,Christopher Tanev (D),Vancouver Canucks,69,4,14,18,0.26,8,-8,https://www.eliteprospects.com/player/39601/christopher-tanev,2015-2014,nhl,Christopher Tanev ,D
368,Micheal Ferland (LW/RW),Calgary Flames,71,4,14,18,0.25,45,-15,https://www.eliteprospects.com/player/45473/micheal-ferland,2015-2014,nhl,Micheal Ferland ,LW/RW
369,Adam Larsson (D),New Jersey Devils,82,3,15,18,0.22,77,15,https://www.eliteprospects.com/player/10713/adam-larsson,2015-2014,nhl,Adam Larsson ,D
370,Patrick Eaves (RW/LW),Dallas Stars,54,11,6,17,0.32,27,-5,https://www.eliteprospects.com/player/9144/patrick-eaves,2015-2014,nhl,Patrick Eaves ,RW/LW
371,Johan Larsson (C/LW),Buffalo Sabres,74,10,7,17,0.23,27,-4,https://www.eliteprospects.com/player/9009/johan-larsson,2015-2014,nhl,Johan Larsson ,C/LW
372,Jay Beagle (C/RW),Washington Capitals,57,8,9,17,0.30,24,0,https://www.eliteprospects.com/player/14825/jay-beagle,2015-2014,nhl,Jay Beagle ,C/RW
373,Matt Nieto (LW/RW),San Jose Sharks,67,8,9,17,0.25,10,-8,https://www.eliteprospects.com/player/20723/matt-nieto,2015-2014,nhl,Matt Nieto ,LW/RW
374,Phil Di Giuseppe (LW/RW),Carolina Hurricanes,41,7,10,17,0.42,18,0,https://www.eliteprospects.com/player/62746/phil-di-giuseppe,2015-2014,nhl,Phil Di Giuseppe ,LW/RW
375,Sven Andrighetto (W/C),Montréal Canadiens,44,7,10,17,0.39,6,1,https://www.eliteprospects.com/player/70426/sven-andrighetto,2015-2014,nhl,Sven Andrighetto ,W/C
376,Adam Lowry (C),Winnipeg Jets,74,7,10,17,0.23,53,-9,https://www.eliteprospects.com/player/45633/adam-lowry,2015-2014,nhl,Adam Lowry ,C
377,Shane Prince (LW/RW),totals,62,6,11,17,0.27,10,5,https://www.eliteprospects.com/player/32724/shane-prince,2015-2014,nhl,Shane Prince ,LW/RW
378,Connor Murphy (D),Arizona Coyotes,78,6,11,17,0.22,48,5,https://www.eliteprospects.com/player/45417/connor-murphy,2015-2014,nhl,Connor Murphy ,D
379,Matt Stajan (C),Calgary Flames,80,6,11,17,0.21,52,-4,https://www.eliteprospects.com/player/8889/matt-stajan,2015-2014,nhl,Matt Stajan ,C
380,Joseph Blandisi (C/RW),New Jersey Devils,41,5,12,17,0.42,34,-14,https://www.eliteprospects.com/player/99041/joseph-blandisi,2015-2014,nhl,Joseph Blandisi ,C/RW
381,Kevin Connauton (D),totals,65,5,12,17,0.26,60,7,https://www.eliteprospects.com/player/38032/kevin-connauton,2015-2014,nhl,Kevin Connauton ,D
382,Cody Franson (D),Buffalo Sabres,59,4,13,17,0.29,26,-5,https://www.eliteprospects.com/player/10431/cody-franson,2015-2014,nhl,Cody Franson ,D
383,Alexander Petrovic (D),Florida Panthers,66,2,15,17,0.26,90,17,https://www.eliteprospects.com/player/32778/alexander-petrovic,2015-2014,nhl,Alexander Petrovic ,D
384,Dan Girardi (D),New York Rangers,74,2,15,17,0.23,20,18,https://www.eliteprospects.com/player/11025/dan-girardi,2015-2014,nhl,Dan Girardi ,D
385,Dmitri Kulikov (D),Florida Panthers,74,1,16,17,0.23,51,8,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2015-2014,nhl,Dmitri Kulikov ,D
386,Ryan White (C/RW),Philadelphia Flyers,73,11,5,16,0.22,101,-9,https://www.eliteprospects.com/player/11050/ryan-white,2015-2014,nhl,Ryan White ,C/RW
387,Sam Gagner (C/RW),Philadelphia Flyers,53,8,8,16,0.30,25,4,https://www.eliteprospects.com/player/10425/sam-gagner,2015-2014,nhl,Sam Gagner ,C/RW
388,Viktor Arvidsson (LW/RW),Nashville Predators,56,8,8,16,0.29,35,-8,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2015-2014,nhl,Viktor Arvidsson ,LW/RW
389,Trevor Lewis (C/RW),Los Angeles Kings,75,8,8,16,0.21,20,-10,https://www.eliteprospects.com/player/10461/trevor-lewis,2015-2014,nhl,Trevor Lewis ,C/RW
390,Milan Michálek (LW/RW),totals,45,7,9,16,0.36,18,0,https://www.eliteprospects.com/player/8586/milan-michalek,2015-2014,nhl,Milan Michálek ,LW/RW
391,Jeff Petry (D),Montréal Canadiens,51,5,11,16,0.31,16,-6,https://www.eliteprospects.com/player/12265/jeff-petry,2015-2014,nhl,Jeff Petry ,D
392,Justin Fontaine (RW),Minnesota Wild,60,5,11,16,0.27,20,3,https://www.eliteprospects.com/player/24903/justin-fontaine,2015-2014,nhl,Justin Fontaine ,RW
393,Derek Dorsett (RW),Vancouver Canucks,71,5,11,16,0.23,177,-13,https://www.eliteprospects.com/player/11666/derek-dorsett,2015-2014,nhl,Derek Dorsett ,RW
394,Marek Zidlicky (D),New York Islanders,53,4,12,16,0.30,20,5,https://www.eliteprospects.com/player/3633/marek-zidlicky,2015-2014,nhl,Marek Zidlicky ,D
395,Brett Pesce (D),Carolina Hurricanes,69,4,12,16,0.23,16,-7,https://www.eliteprospects.com/player/121869/brett-pesce,2015-2014,nhl,Brett Pesce ,D
396,Luke Schenn (D),totals,72,4,12,16,0.22,82,-2,https://www.eliteprospects.com/player/11400/luke-schenn,2015-2014,nhl,Luke Schenn ,D
397,Colin Miller (D),Boston Bruins,42,3,13,16,0.38,39,0,https://www.eliteprospects.com/player/61228/colin-miller,2015-2014,nhl,Colin Miller ,D
398,Tyler Kennedy (C/RW),New Jersey Devils,50,3,13,16,0.32,14,-14,https://www.eliteprospects.com/player/11535/tyler-kennedy,2015-2014,nhl,Tyler Kennedy ,C/RW
399,Nate Schmidt (D),Washington Capitals,72,2,14,16,0.22,16,12,https://www.eliteprospects.com/player/38039/nate-schmidt,2015-2014,nhl,Nate Schmidt ,D
400,Calvin de Haan (D),New York Islanders,72,2,14,16,0.22,20,3,https://www.eliteprospects.com/player/23814/calvin-de-haan,2015-2014,nhl,Calvin de Haan ,D
401,Tobias Enström (D),Winnipeg Jets,72,2,14,16,0.22,44,8,https://www.eliteprospects.com/player/594/tobias-enstrom,2015-2014,nhl,Tobias Enström ,D
402,Roman Polák (D),totals,79,1,15,16,0.20,72,6,https://www.eliteprospects.com/player/9621/roman-polak,2015-2014,nhl,Roman Polák ,D
403,Brian Dumoulin (D),Pittsburgh Penguins,79,0,16,16,0.20,14,11,https://www.eliteprospects.com/player/33896/brian-dumoulin,2015-2014,nhl,Brian Dumoulin ,D
404,Patrik Berglund (C),St. Louis Blues,42,10,5,15,0.36,16,1,https://www.eliteprospects.com/player/3637/patrik-berglund,2015-2014,nhl,Patrik Berglund ,C
405,Sergei Kalinin (LW/C),New Jersey Devils,78,8,7,15,0.19,33,-9,https://www.eliteprospects.com/player/43871/sergei-kalinin,2015-2014,nhl,Sergei Kalinin ,LW/C
406,Colin Greening (C/LW),totals,31,7,8,15,0.48,13,-2,https://www.eliteprospects.com/player/15312/colin-greening,2015-2014,nhl,Colin Greening ,C/LW
407,Emerson Etem (RW/LW),totals,58,7,8,15,0.26,11,-12,https://www.eliteprospects.com/player/20718/emerson-etem,2015-2014,nhl,Emerson Etem ,RW/LW
408,Shawn Horcoff (C),Anaheim Ducks,59,6,9,15,0.25,34,1,https://www.eliteprospects.com/player/4375/shawn-horcoff,2015-2014,nhl,Shawn Horcoff ,C
409,Dominic Moore (C),New York Rangers,80,6,9,15,0.19,32,-2,https://www.eliteprospects.com/player/8964/dominic-moore,2015-2014,nhl,Dominic Moore ,C
410,Tom Kühnhackl (W/C),Pittsburgh Penguins,42,5,10,15,0.36,24,3,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,2015-2014,nhl,Tom Kühnhackl ,W/C
411,Josh Manson (D),Anaheim Ducks,71,5,10,15,0.21,74,11,https://www.eliteprospects.com/player/47762/josh-manson,2015-2014,nhl,Josh Manson ,D
412,Linden Vey (C),Vancouver Canucks,41,4,11,15,0.37,6,-14,https://www.eliteprospects.com/player/28422/linden-vey,2015-2014,nhl,Linden Vey ,C
413,Kevin Bieksa (D),Anaheim Ducks,71,4,11,15,0.21,99,-7,https://www.eliteprospects.com/player/9682/kevin-bieksa,2015-2014,nhl,Kevin Bieksa ,D
414,Brendan Smith (D),Detroit Red Wings,63,3,12,15,0.24,62,1,https://www.eliteprospects.com/player/12506/brendan-smith,2015-2014,nhl,Brendan Smith ,D
415,Jonathan Ericsson (D),Detroit Red Wings,71,3,12,15,0.21,56,2,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2015-2014,nhl,Jonathan Ericsson ,D
416,Marc Staal (D),New York Rangers,77,2,13,15,0.20,36,2,https://www.eliteprospects.com/player/9183/marc-staal,2015-2014,nhl,Marc Staal ,D
417,Joffrey Lupul (RW),Toronto Maple Leafs,46,11,3,14,0.30,12,-10,https://www.eliteprospects.com/player/9001/joffrey-lupul,2015-2014,nhl,Joffrey Lupul ,RW
418,Andreas Athanasiou (C/W),Detroit Red Wings,37,9,5,14,0.38,5,1,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2015-2014,nhl,Andreas Athanasiou ,C/W
419,Eric Fehr (C/RW),Pittsburgh Penguins,55,8,6,14,0.26,19,0,https://www.eliteprospects.com/player/10352/eric-fehr,2015-2014,nhl,Eric Fehr ,C/RW
420,Jack Skille (RW/LW),Colorado Avalanche,74,8,6,14,0.19,11,-4,https://www.eliteprospects.com/player/9217/jack-skille,2015-2014,nhl,Jack Skille ,RW/LW
421,Alex Chiasson (RW/C),Ottawa Senators,77,8,6,14,0.18,45,2,https://www.eliteprospects.com/player/32978/alex-chiasson,2015-2014,nhl,Alex Chiasson ,RW/C
422,Pierre-Édouard Bellemare (C/LW),Philadelphia Flyers,74,7,7,14,0.19,27,-8,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2015-2014,nhl,Pierre-Édouard Bellemare ,C/LW
423,Ryan Garbutt (W/C),totals,80,7,7,14,0.18,48,-11,https://www.eliteprospects.com/player/39057/ryan-garbutt,2015-2014,nhl,Ryan Garbutt ,W/C
424,Jack Johnson (D),Columbus Blue Jackets,60,6,8,14,0.23,25,-16,https://www.eliteprospects.com/player/9205/jack-johnson,2015-2014,nhl,Jack Johnson ,D
425,Scottie Upshall (LW/RW),St. Louis Blues,70,6,8,14,0.20,44,5,https://www.eliteprospects.com/player/9512/scottie-upshall,2015-2014,nhl,Scottie Upshall ,LW/RW
426,Radko Gudas (D),Philadelphia Flyers,76,5,9,14,0.18,116,-3,https://www.eliteprospects.com/player/18085/radko-gudas,2015-2014,nhl,Radko Gudas ,D
427,David Legwand (C),Buffalo Sabres,79,5,9,14,0.18,14,-4,https://www.eliteprospects.com/player/3668/david-legwand,2015-2014,nhl,David Legwand ,C
428,Jacob Josefson (C),New Jersey Devils,58,4,10,14,0.24,20,-21,https://www.eliteprospects.com/player/7655/jacob-josefson,2015-2014,nhl,Jacob Josefson ,C
429,Jake McCabe (D),Buffalo Sabres,77,4,10,14,0.18,51,6,https://www.eliteprospects.com/player/45419/jake-mccabe,2015-2014,nhl,Jake McCabe ,D
430,Trevor van Riemsdyk (D),Chicago Blackhawks,82,3,11,14,0.17,31,-5,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2015-2014,nhl,Trevor van Riemsdyk ,D
431,Chris VandeVelde (C/LW),Philadelphia Flyers,79,2,12,14,0.18,27,-7,https://www.eliteprospects.com/player/14870/chris-vandevelde,2015-2014,nhl,Chris VandeVelde ,C/LW
432,Brooks Laich (C/LW),totals,81,2,12,14,0.17,18,-13,https://www.eliteprospects.com/player/9518/brooks-laich,2015-2014,nhl,Brooks Laich ,C/LW
433,Brayden McNabb (D),Los Angeles Kings,81,2,12,14,0.17,92,11,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2015-2014,nhl,Brayden McNabb ,D
434,Erik Gustafsson (D),Chicago Blackhawks,41,0,14,14,0.34,4,11,https://www.eliteprospects.com/player/15372/erik-gustafsson,2015-2014,nhl,Erik Gustafsson ,D
435,Andrew Desjardins (W/C),Chicago Blackhawks,77,8,5,13,0.17,30,-8,https://www.eliteprospects.com/player/14631/andrew-desjardins,2015-2014,nhl,Andrew Desjardins ,W/C
436,Cody McLeod (LW),Colorado Avalanche,82,8,5,13,0.16,138,1,https://www.eliteprospects.com/player/10411/cody-mcleod,2015-2014,nhl,Cody McLeod ,LW
437,Dwight King (LW/RW),Los Angeles Kings,47,7,6,13,0.28,24,-6,https://www.eliteprospects.com/player/12539/dwight-king,2015-2014,nhl,Dwight King ,LW/RW
438,Jake Virtanen (RW/LW),Vancouver Canucks,55,7,6,13,0.24,45,-7,https://www.eliteprospects.com/player/120197/jake-virtanen,2015-2014,nhl,Jake Virtanen ,RW/LW
439,Andrew Copp (C/LW),Winnipeg Jets,77,7,6,13,0.17,6,8,https://www.eliteprospects.com/player/101962/andrew-copp,2015-2014,nhl,Andrew Copp ,C/LW
440,William Nylander (RW),Toronto Maple Leafs,22,6,7,13,0.59,4,1,https://www.eliteprospects.com/player/38703/william-nylander,2015-2014,nhl,William Nylander ,RW
441,Chris Wideman (D),Ottawa Senators,64,6,7,13,0.20,34,4,https://www.eliteprospects.com/player/38081/chris-wideman,2015-2014,nhl,Chris Wideman ,D
442,Derek MacKenzie (C/LW),Florida Panthers,64,6,7,13,0.20,36,7,https://www.eliteprospects.com/player/8567/derek-mackenzie,2015-2014,nhl,Derek MacKenzie ,C/LW
443,Iiro Pakarinen (RW/LW),Edmonton Oilers,63,5,8,13,0.21,8,-10,https://www.eliteprospects.com/player/30857/iiro-pakarinen,2015-2014,nhl,Iiro Pakarinen ,RW/LW
444,Chris Neil (RW),Ottawa Senators,80,5,8,13,0.16,165,-3,https://www.eliteprospects.com/player/8949/chris-neil,2015-2014,nhl,Chris Neil ,RW
445,Yevgeni Medvedev (D),Philadelphia Flyers,45,4,9,13,0.29,34,5,https://www.eliteprospects.com/player/16728/yevgeni-medvedev,2015-2014,nhl,Yevgeni Medvedev ,D
446,Michael Del Zotto (D),Philadelphia Flyers,52,4,9,13,0.25,16,-8,https://www.eliteprospects.com/player/12112/michael-del-zotto,2015-2014,nhl,Michael Del Zotto ,D
447,Josh Jooris (C/RW),Calgary Flames,59,4,9,13,0.22,39,-1,https://www.eliteprospects.com/player/76087/josh-jooris,2015-2014,nhl,Josh Jooris ,C/RW
448,Dmitrij Jaskin (RW/LW),St. Louis Blues,65,4,9,13,0.20,26,3,https://www.eliteprospects.com/player/65564/dmitrij-jaskin,2015-2014,nhl,Dmitrij Jaskin ,RW/LW
449,Andy Greene (D),New Jersey Devils,82,4,9,13,0.16,26,7,https://www.eliteprospects.com/player/9169/andy-greene,2015-2014,nhl,Andy Greene ,D
450,Nick Spaling (C/LW),totals,58,3,10,13,0.22,24,-2,https://www.eliteprospects.com/player/12462/nick-spaling,2015-2014,nhl,Nick Spaling ,C/LW
451,Dan Hamhuis (D),Vancouver Canucks,58,3,10,13,0.22,28,-2,https://www.eliteprospects.com/player/9040/dan-hamhuis,2015-2014,nhl,Dan Hamhuis ,D
452,Christian Ehrhoff (D),totals,48,2,11,13,0.27,34,-11,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2015-2014,nhl,Christian Ehrhoff ,D
453,Michal Rozsíval (D),Chicago Blackhawks,51,1,12,13,0.26,33,3,https://www.eliteprospects.com/player/8687/michal-rozsival,2015-2014,nhl,Michal Rozsíval ,D
454,Ryan Carter (C),Minnesota Wild,60,7,5,12,0.20,48,-3,https://www.eliteprospects.com/player/11746/ryan-carter,2015-2014,nhl,Ryan Carter ,C
455,Beau Bennett (RW/LW),Pittsburgh Penguins,33,6,6,12,0.36,10,-1,https://www.eliteprospects.com/player/46980/beau-bennett,2015-2014,nhl,Beau Bennett ,RW/LW
456,Teemu Pulkkinen (RW),Detroit Red Wings,36,6,6,12,0.33,14,2,https://www.eliteprospects.com/player/16036/teemu-pulkkinen,2015-2014,nhl,Teemu Pulkkinen ,RW
457,Nicolas Deslauriers (LW/D),Buffalo Sabres,70,6,6,12,0.17,59,-14,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,2015-2014,nhl,Nicolas Deslauriers ,LW/D
458,Chris Thorburn (RW),Winnipeg Jets,82,6,6,12,0.15,81,-1,https://www.eliteprospects.com/player/8855/chris-thorburn,2015-2014,nhl,Chris Thorburn ,RW
459,Radek Faksa (C),Dallas Stars,45,5,7,12,0.27,16,9,https://www.eliteprospects.com/player/98300/radek-faksa,2015-2014,nhl,Radek Faksa ,C
460,Matt Hendricks (LW/C),Edmonton Oilers,68,5,7,12,0.18,82,2,https://www.eliteprospects.com/player/11554/matt-hendricks,2015-2014,nhl,Matt Hendricks ,LW/C
461,Marc Methot (D),Ottawa Senators,69,5,7,12,0.17,34,12,https://www.eliteprospects.com/player/10993/marc-methot,2015-2014,nhl,Marc Methot ,D
462,Oscar Klefbom (D),Edmonton Oilers,30,4,8,12,0.40,6,-4,https://www.eliteprospects.com/player/16804/oscar-klefbom,2015-2014,nhl,Oscar Klefbom ,D
463,Kyle Chipchura (C/W),Arizona Coyotes,70,4,8,12,0.17,38,-10,https://www.eliteprospects.com/player/9192/kyle-chipchura,2015-2014,nhl,Kyle Chipchura ,C/W
464,Jordie Benn (D),Dallas Stars,64,3,9,12,0.19,21,2,https://www.eliteprospects.com/player/19742/jordie-benn,2015-2014,nhl,Jordie Benn ,D
465,Deryk Engelland (D),Calgary Flames,69,3,9,12,0.17,54,7,https://www.eliteprospects.com/player/13406/deryk-engelland,2015-2014,nhl,Deryk Engelland ,D
466,Jyrki Jokipakka (D),totals,58,2,10,12,0.21,14,4,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,2015-2014,nhl,Jyrki Jokipakka ,D
467,Josh Gorges (D),Buffalo Sabres,77,2,10,12,0.16,72,-7,https://www.eliteprospects.com/player/9164/josh-gorges,2015-2014,nhl,Josh Gorges ,D
468,Dennis Seidenberg (D),Boston Bruins,61,1,11,12,0.20,24,-1,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2015-2014,nhl,Dennis Seidenberg ,D
469,Ian Cole (D),Pittsburgh Penguins,70,0,12,12,0.17,59,-3,https://www.eliteprospects.com/player/11456/ian-cole,2015-2014,nhl,Ian Cole ,D
