,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
310,Ondrej Kase (RW),Toronto Maple Leafs,50,14,13,27,0.54,14,4,https://www.eliteprospects.com/player/165006/ondrej-kase,2021-2020,nhl,Ondrej Kase ,RW
311,Arthur Kaliyev (RW/LW),Los Angeles Kings,80,14,13,27,0.34,37,-3,https://www.eliteprospects.com/player/316114/arthur-kaliyev,2021-2020,nhl,Arthur Kaliyev ,RW/LW
312,Pat Maroon (LW),Tampa Bay Lightning,81,11,16,27,0.33,134,20,https://www.eliteprospects.com/player/12063/pat-maroon,2021-2020,nhl,Pat Maroon ,LW
313,Jordan Greenway (LW),Minnesota Wild,62,10,17,27,0.44,69,26,https://www.eliteprospects.com/player/183455/jordan-greenway,2021-2020,nhl,Jordan Greenway ,LW
314,Eric Robinson (LW),Columbus Blue Jackets,67,10,17,27,0.40,18,-1,https://www.eliteprospects.com/player/206755/eric-robinson,2021-2020,nhl,Eric Robinson ,LW
315,Rasmus Asplund (C/W),Buffalo Sabres,80,8,19,27,0.34,10,-5,https://www.eliteprospects.com/player/139616/rasmus-asplund,2021-2020,nhl,Rasmus Asplund ,C/W
316,Matt Dumba (D),Minnesota Wild,57,7,20,27,0.47,47,9,https://www.eliteprospects.com/player/53542/matt-dumba,2021-2020,nhl,Matt Dumba ,D
317,Jeff Petry (D),Montréal Canadiens,68,6,21,27,0.40,36,-11,https://www.eliteprospects.com/player/12265/jeff-petry,2021-2020,nhl,Jeff Petry ,D
318,Hampus Lindholm (D),totals,71,5,22,27,0.38,46,10,https://www.eliteprospects.com/player/34882/hampus-lindholm,2021-2020,nhl,Hampus Lindholm ,D
319,Chris Wideman (D),Montréal Canadiens,64,4,23,27,0.42,67,-25,https://www.eliteprospects.com/player/38081/chris-wideman,2021-2020,nhl,Chris Wideman ,D
320,Sean Durzi (D),Los Angeles Kings,64,3,24,27,0.42,55,-9,https://www.eliteprospects.com/player/268973/sean-durzi,2021-2020,nhl,Sean Durzi ,D
321,Nick Bonino (C/LW),San Jose Sharks,80,16,10,26,0.33,18,-25,https://www.eliteprospects.com/player/14686/nick-bonino,2021-2020,nhl,Nick Bonino ,C/LW
322,Garnet Hathaway (RW/LW),Washington Capitals,76,14,12,26,0.34,57,19,https://www.eliteprospects.com/player/75018/garnet-hathaway,2021-2020,nhl,Garnet Hathaway ,RW/LW
323,Vasili Podkolzin (RW),Vancouver Canucks,79,14,12,26,0.33,26,7,https://www.eliteprospects.com/player/512832/vasili-podkolzin,2021-2020,nhl,Vasili Podkolzin ,RW
324,Oskar Lindblom (LW/RW),Philadelphia Flyers,79,12,14,26,0.33,22,-11,https://www.eliteprospects.com/player/86181/oskar-lindblom,2021-2020,nhl,Oskar Lindblom ,LW/RW
325,Warren Foegele (LW/C),Edmonton Oilers,82,12,14,26,0.32,24,-9,https://www.eliteprospects.com/player/210317/warren-foegele,2021-2020,nhl,Warren Foegele ,LW/C
326,David Kämpf (C/W),Toronto Maple Leafs,82,11,15,26,0.32,20,12,https://www.eliteprospects.com/player/160499/david-kampf,2021-2020,nhl,David Kämpf ,C/W
327,Kirby Dach (C),Chicago Blackhawks,70,9,17,26,0.37,43,-18,https://www.eliteprospects.com/player/268089/kirby-dach,2021-2020,nhl,Kirby Dach ,C
328,Ben Chiarot (D),totals,74,9,17,26,0.35,48,-14,https://www.eliteprospects.com/player/33875/ben-chiarot,2021-2020,nhl,Ben Chiarot ,D
329,Eetu Luostarinen (C),Florida Panthers,78,9,17,26,0.33,12,1,https://www.eliteprospects.com/player/299319/eetu-luostarinen,2021-2020,nhl,Eetu Luostarinen ,C
330,Ryan McDonagh (D),Tampa Bay Lightning,71,4,22,26,0.37,16,15,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2021-2020,nhl,Ryan McDonagh ,D
331,Jack Eichel (C),Vegas Golden Knights,34,14,11,25,0.74,10,3,https://www.eliteprospects.com/player/191959/jack-eichel,2021-2020,nhl,Jack Eichel ,C
332,Vinnie Hinostroza (C/RW),Buffalo Sabres,62,13,12,25,0.40,24,-11,https://www.eliteprospects.com/player/91243/vinnie-hinostroza,2021-2020,nhl,Vinnie Hinostroza ,C/RW
333,Jason Spezza (C),Toronto Maple Leafs,71,12,13,25,0.35,26,-3,https://www.eliteprospects.com/player/3661/jason-spezza,2021-2020,nhl,Jason Spezza ,C
334,T.J. Oshie (RW),Washington Capitals,44,11,14,25,0.57,18,-12,https://www.eliteprospects.com/player/9209/t.j.-oshie,2021-2020,nhl,T.J. Oshie ,RW
335,Mattias Janmark (C/W),Vegas Golden Knights,67,9,16,25,0.37,21,3,https://www.eliteprospects.com/player/16629/mattias-janmark,2021-2020,nhl,Mattias Janmark ,C/W
336,Erik Johnson (D),Colorado Avalanche,77,8,17,25,0.33,24,22,https://www.eliteprospects.com/player/9207/erik-johnson,2021-2020,nhl,Erik Johnson ,D
337,Adam Larsson (D),Seattle Kraken,82,8,17,25,0.31,55,-23,https://www.eliteprospects.com/player/10713/adam-larsson,2021-2020,nhl,Adam Larsson ,D
338,Jake Bean (D),Columbus Blue Jackets,67,7,18,25,0.37,26,-5,https://www.eliteprospects.com/player/199660/jake-bean,2021-2020,nhl,Jake Bean ,D
339,Esa Lindell (D),Dallas Stars,76,4,21,25,0.33,12,4,https://www.eliteprospects.com/player/50019/esa-lindell,2021-2020,nhl,Esa Lindell ,D
340,John Marino (D),Pittsburgh Penguins,81,1,24,25,0.31,23,1,https://www.eliteprospects.com/player/278675/john-marino,2021-2020,nhl,John Marino ,D
341,Yakov Trenin (C/LW),Nashville Predators,80,17,7,24,0.30,46,7,https://www.eliteprospects.com/player/277485/yakov-trenin,2021-2020,nhl,Yakov Trenin ,C/LW
342,Oliver Wahlstrom (RW),New York Islanders,73,13,11,24,0.33,74,-6,https://www.eliteprospects.com/player/241370/oliver-wahlstrom,2021-2020,nhl,Oliver Wahlstrom ,RW
343,Barrett Hayton (C/LW),Arizona Coyotes,60,10,14,24,0.40,20,-8,https://www.eliteprospects.com/player/317885/barrett-hayton,2021-2020,nhl,Barrett Hayton ,C/LW
344,Nic Dowd (C/RW),Washington Capitals,64,10,14,24,0.38,44,10,https://www.eliteprospects.com/player/39372/nic-dowd,2021-2020,nhl,Nic Dowd ,C/RW
345,Blake Lizotte (C),Los Angeles Kings,70,10,14,24,0.34,28,15,https://www.eliteprospects.com/player/321198/blake-lizotte,2021-2020,nhl,Blake Lizotte ,C
346,Filip Zadina (RW/LW),Detroit Red Wings,74,10,14,24,0.32,10,-24,https://www.eliteprospects.com/player/236471/filip-zadina,2021-2020,nhl,Filip Zadina ,RW/LW
347,Tyler Ennis (RW/LW),Ottawa Senators,57,8,16,24,0.42,16,-6,https://www.eliteprospects.com/player/11667/tyler-ennis,2021-2020,nhl,Tyler Ennis ,RW/LW
348,Logan O'Connor (RW),Colorado Avalanche,81,8,16,24,0.30,38,10,https://www.eliteprospects.com/player/62327/logan-o-connor,2021-2020,nhl,Logan O'Connor ,RW
349,Brendan Gallagher (RW),Montréal Canadiens,56,7,17,24,0.43,69,-7,https://www.eliteprospects.com/player/25705/brendan-gallagher,2021-2020,nhl,Brendan Gallagher ,RW
350,Keegan Kolesar (RW),Vegas Golden Knights,77,7,17,24,0.31,68,-6,https://www.eliteprospects.com/player/197560/keegan-kolesar,2021-2020,nhl,Keegan Kolesar ,RW
351,Dmitri Kulikov (D),Minnesota Wild,80,7,17,24,0.30,39,23,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2021-2020,nhl,Dmitri Kulikov ,D
352,Matt Grzelcyk (D),Boston Bruins,73,4,20,24,0.33,24,22,https://www.eliteprospects.com/player/90350/matt-grzelcyk,2021-2020,nhl,Matt Grzelcyk ,D
353,Dante Fabbro (D),Nashville Predators,66,3,21,24,0.36,24,13,https://www.eliteprospects.com/player/247041/dante-fabbro,2021-2020,nhl,Dante Fabbro ,D
354,Nick Leddy (D),totals,75,3,21,24,0.32,22,-30,https://www.eliteprospects.com/player/38067/nick-leddy,2021-2020,nhl,Nick Leddy ,D
355,Nick Ritchie (LW),totals,57,12,11,23,0.40,43,-13,https://www.eliteprospects.com/player/99036/nick-ritchie,2021-2020,nhl,Nick Ritchie ,LW
356,Rudolfs Balcers (LW/RW),San Jose Sharks,61,11,12,23,0.38,20,-3,https://www.eliteprospects.com/player/153652/rudolfs-balcers,2021-2020,nhl,Rudolfs Balcers ,LW/RW
357,Nicolas Aubé-Kubel (RW/C),totals,74,11,12,23,0.31,47,11,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,2021-2020,nhl,Nicolas Aubé-Kubel ,RW/C
358,Eeli Tolvanen (RW/LW),Nashville Predators,75,11,12,23,0.31,16,-7,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2021-2020,nhl,Eeli Tolvanen ,RW/LW
359,Jesper Boqvist (C/LW),New Jersey Devils,56,10,13,23,0.41,10,-9,https://www.eliteprospects.com/player/212690/jesper-boqvist,2021-2020,nhl,Jesper Boqvist ,C/LW
360,Anthony Mantha (RW/LW),Washington Capitals,37,9,14,23,0.62,14,4,https://www.eliteprospects.com/player/104045/anthony-mantha,2021-2020,nhl,Anthony Mantha ,RW/LW
361,Jaden Schwartz (LW),Seattle Kraken,37,8,15,23,0.62,14,-13,https://www.eliteprospects.com/player/33907/jaden-schwartz,2021-2020,nhl,Jaden Schwartz ,LW
362,Oskar Sundqvist (C),totals,59,8,15,23,0.39,29,5,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2021-2020,nhl,Oskar Sundqvist ,C
363,Noah Gregor (C),San Jose Sharks,63,8,15,23,0.37,25,-21,https://www.eliteprospects.com/player/162892/noah-gregor,2021-2020,nhl,Noah Gregor ,C
364,Sean Monahan (C),Calgary Flames,65,8,15,23,0.35,24,-15,https://www.eliteprospects.com/player/85013/sean-monahan,2021-2020,nhl,Sean Monahan ,C
365,Anton Strålman (D),Arizona Coyotes,74,8,15,23,0.31,12,-16,https://www.eliteprospects.com/player/4152/anton-stralman,2021-2020,nhl,Anton Strålman ,D
366,Timothy Liljegren (D),Toronto Maple Leafs,61,5,18,23,0.38,14,15,https://www.eliteprospects.com/player/224910/timothy-liljegren,2021-2020,nhl,Timothy Liljegren ,D
367,Justin Schultz (D),Washington Capitals,74,4,19,23,0.31,16,-15,https://www.eliteprospects.com/player/18241/justin-schultz,2021-2020,nhl,Justin Schultz ,D
368,Justin Holl (D),Toronto Maple Leafs,69,3,20,23,0.33,41,14,https://www.eliteprospects.com/player/46905/justin-holl,2021-2020,nhl,Justin Holl ,D
369,Alex Chiasson (RW/C),Vancouver Canucks,67,13,9,22,0.33,24,5,https://www.eliteprospects.com/player/32978/alex-chiasson,2021-2020,nhl,Alex Chiasson ,RW/C
370,Luke Kunin (C/W),Nashville Predators,82,13,9,22,0.27,99,-11,https://www.eliteprospects.com/player/245278/luke-kunin,2021-2020,nhl,Luke Kunin ,C/W
371,Jonathan Dahlén (LW),San Jose Sharks,61,12,10,22,0.36,12,-25,https://www.eliteprospects.com/player/212368/jonathan-dahlen,2021-2020,nhl,Jonathan Dahlén ,LW
372,Brock McGinn (LW/RW),Pittsburgh Penguins,64,12,10,22,0.34,14,0,https://www.eliteprospects.com/player/76486/brock-mcginn,2021-2020,nhl,Brock McGinn ,LW/RW
373,Adam Boqvist (D),Columbus Blue Jackets,52,11,11,22,0.42,12,-11,https://www.eliteprospects.com/player/265684/adam-boqvist,2021-2020,nhl,Adam Boqvist ,D
374,Taylor Raddysh (RW),totals,74,11,11,22,0.30,10,1,https://www.eliteprospects.com/player/245610/taylor-raddysh,2021-2020,nhl,Taylor Raddysh ,RW
375,Derek Ryan (C/RW),Edmonton Oilers,75,10,12,22,0.29,8,-4,https://www.eliteprospects.com/player/67660/derek-ryan,2021-2020,nhl,Derek Ryan ,C/RW
376,Nick Cousins (C/LW),Nashville Predators,68,9,13,22,0.32,31,-8,https://www.eliteprospects.com/player/45550/nick-cousins,2021-2020,nhl,Nick Cousins ,C/LW
377,Filip Chytil (C),New York Rangers,67,8,14,22,0.33,14,-1,https://www.eliteprospects.com/player/236806/filip-chytil,2021-2020,nhl,Filip Chytil ,C
378,Peyton Krebs (C/LW),totals,57,7,15,22,0.39,22,-26,https://www.eliteprospects.com/player/322178/peyton-krebs,2021-2020,nhl,Peyton Krebs ,C/LW
379,Morgan Geekie (C/RW),Seattle Kraken,73,7,15,22,0.30,18,-16,https://www.eliteprospects.com/player/247912/morgan-geekie,2021-2020,nhl,Morgan Geekie ,C/RW
380,Artyom Zub (D),Ottawa Senators,81,6,16,22,0.27,60,1,https://www.eliteprospects.com/player/182436/artyom-zub,2021-2020,nhl,Artyom Zub ,D
381,P.K. Subban (D),New Jersey Devils,77,5,17,22,0.29,82,-8,https://www.eliteprospects.com/player/11251/p.k.-subban,2021-2020,nhl,P.K. Subban ,D
382,Alexander Radulov (RW),Dallas Stars,71,4,18,22,0.31,30,-20,https://www.eliteprospects.com/player/8794/alexander-radulov,2021-2020,nhl,Alexander Radulov ,RW
383,Nikita Zadorov (D),Calgary Flames,74,4,18,22,0.30,77,11,https://www.eliteprospects.com/player/108648/nikita-zadorov,2021-2020,nhl,Nikita Zadorov ,D
384,Jake McCabe (D),Chicago Blackhawks,75,4,18,22,0.29,33,-27,https://www.eliteprospects.com/player/45419/jake-mccabe,2021-2020,nhl,Jake McCabe ,D
385,Joonas Donskoi (RW/LW),Seattle Kraken,75,2,20,22,0.29,14,-10,https://www.eliteprospects.com/player/16039/joonas-donskoi,2021-2020,nhl,Joonas Donskoi ,RW/LW
386,Adam Lowry (C),Winnipeg Jets,79,13,8,21,0.27,59,1,https://www.eliteprospects.com/player/45633/adam-lowry,2021-2020,nhl,Adam Lowry ,C
387,Brian Boyle (C/LW),Pittsburgh Penguins,66,11,10,21,0.32,27,6,https://www.eliteprospects.com/player/11429/brian-boyle,2021-2020,nhl,Brian Boyle ,C/LW
388,Owen Tippett (RW/LW),totals,63,10,11,21,0.33,12,-2,https://www.eliteprospects.com/player/201664/owen-tippett,2021-2020,nhl,Owen Tippett ,RW/LW
389,Carson Soucy (D),Seattle Kraken,64,10,11,21,0.33,47,7,https://www.eliteprospects.com/player/107449/carson-soucy,2021-2020,nhl,Carson Soucy ,D
390,Milan Lucic (LW),Calgary Flames,82,10,11,21,0.26,84,-9,https://www.eliteprospects.com/player/11104/milan-lucic,2021-2020,nhl,Milan Lucic ,LW
391,Victor Rask (C/LW),totals,47,9,12,21,0.45,2,4,https://www.eliteprospects.com/player/15747/victor-rask,2021-2020,nhl,Victor Rask ,C/LW
392,Ryan McLeod (C/W),Edmonton Oilers,71,9,12,21,0.30,12,-2,https://www.eliteprospects.com/player/271502/ryan-mcleod,2021-2020,nhl,Ryan McLeod ,C/W
393,Zach Sanford (LW),totals,80,9,12,21,0.26,50,-15,https://www.eliteprospects.com/player/242077/zach-sanford,2021-2020,nhl,Zach Sanford ,LW
394,Mason Appleton (C/RW),totals,68,8,13,21,0.31,30,-1,https://www.eliteprospects.com/player/266919/mason-appleton,2021-2020,nhl,Mason Appleton ,C/RW
395,Johan Larsson (C/LW),totals,43,7,14,21,0.49,32,-4,https://www.eliteprospects.com/player/9009/johan-larsson,2021-2020,nhl,Johan Larsson ,C/LW
396,Jakob Chychrun (D),Arizona Coyotes,47,7,14,21,0.45,47,-20,https://www.eliteprospects.com/player/243386/jakob-chychrun,2021-2020,nhl,Jakob Chychrun ,D
397,Alex Galchenyuk (C/LW),Arizona Coyotes,60,6,15,21,0.35,32,-11,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2021-2020,nhl,Alex Galchenyuk ,C/LW
398,Philipp Kurashev (C/W),Chicago Blackhawks,67,6,15,21,0.31,12,-16,https://www.eliteprospects.com/player/279238/philipp-kurashev,2021-2020,nhl,Philipp Kurashev ,C/W
399,Jakob Silfverberg (RW/LW),Anaheim Ducks,53,5,16,21,0.40,30,-3,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2021-2020,nhl,Jakob Silfverberg ,RW/LW
400,Ryan Pulock (D),New York Islanders,56,5,16,21,0.38,2,0,https://www.eliteprospects.com/player/86761/ryan-pulock,2021-2020,nhl,Ryan Pulock ,D
401,Brett Kulak (D),totals,74,5,16,21,0.28,45,-4,https://www.eliteprospects.com/player/88617/brett-kulak,2021-2020,nhl,Brett Kulak ,D
402,Nick Jensen (D),Washington Capitals,76,5,16,21,0.28,21,32,https://www.eliteprospects.com/player/37773/nick-jensen,2021-2020,nhl,Nick Jensen ,D
403,Matt Roy (D),Los Angeles Kings,67,2,19,21,0.31,28,23,https://www.eliteprospects.com/player/191271/matt-roy,2021-2020,nhl,Matt Roy ,D
404,Duncan Keith (D),Edmonton Oilers,64,1,20,21,0.33,22,15,https://www.eliteprospects.com/player/9012/duncan-keith,2021-2020,nhl,Duncan Keith ,D
405,Daniel Sprong (RW/LW),totals,63,14,6,20,0.32,8,0,https://www.eliteprospects.com/player/231299/daniel-sprong,2021-2020,nhl,Daniel Sprong ,RW/LW
406,Alexandre Texier (C/LW),Columbus Blue Jackets,36,11,9,20,0.56,12,0,https://www.eliteprospects.com/player/296904/alexandre-texier,2021-2020,nhl,Alexandre Texier ,C/LW
407,Colin Blackwell (C/W),totals,58,10,10,20,0.34,14,0,https://www.eliteprospects.com/player/128394/colin-blackwell,2021-2020,nhl,Colin Blackwell ,C/W
408,Brett Howden (C),Vegas Golden Knights,47,9,11,20,0.43,12,9,https://www.eliteprospects.com/player/232712/brett-howden,2021-2020,nhl,Brett Howden ,C
409,William Carrier (LW),Vegas Golden Knights,63,9,11,20,0.32,34,7,https://www.eliteprospects.com/player/88662/william-carrier,2021-2020,nhl,William Carrier ,LW
410,Nico Sturm (C/LW),totals,74,9,11,20,0.27,14,-7,https://www.eliteprospects.com/player/54457/nico-sturm,2021-2020,nhl,Nico Sturm ,C/LW
411,Pierre-Édouard Bellemare (C/LW),Tampa Bay Lightning,80,9,11,20,0.25,19,24,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2021-2020,nhl,Pierre-Édouard Bellemare ,C/LW
412,Tyson Jost (C),totals,80,8,12,20,0.25,34,2,https://www.eliteprospects.com/player/148111/tyson-jost,2021-2020,nhl,Tyson Jost ,C
413,K'Andre Miller (D),New York Rangers,82,7,13,20,0.24,24,23,https://www.eliteprospects.com/player/308192/k-andre-miller,2021-2020,nhl,K'Andre Miller ,D
414,Jonathan Drouin (LW/C),Montréal Canadiens,34,6,14,20,0.59,23,-9,https://www.eliteprospects.com/player/118657/jonathan-drouin,2021-2020,nhl,Jonathan Drouin ,LW/C
415,Sam Steel (C),Anaheim Ducks,68,6,14,20,0.29,16,-17,https://www.eliteprospects.com/player/154496/sam-steel,2021-2020,nhl,Sam Steel ,C
416,Michael McLeod (C),New Jersey Devils,77,6,14,20,0.26,52,-13,https://www.eliteprospects.com/player/240821/michael-mcleod,2021-2020,nhl,Michael McLeod ,C
417,Ty Smith (D),New Jersey Devils,66,5,15,20,0.30,22,-26,https://www.eliteprospects.com/player/281814/ty-smith,2021-2020,nhl,Ty Smith ,D
418,Jon Merrill (D),Minnesota Wild,69,4,16,20,0.29,22,15,https://www.eliteprospects.com/player/20712/jon-merrill,2021-2020,nhl,Jon Merrill ,D
419,Brenden Dillon (D),Winnipeg Jets,79,3,17,20,0.25,67,16,https://www.eliteprospects.com/player/23790/brenden-dillon,2021-2020,nhl,Brenden Dillon ,D
420,Jakub Vrána (LW/RW),Detroit Red Wings,26,13,6,19,0.73,16,-8,https://www.eliteprospects.com/player/101250/jakub-vrana,2021-2020,nhl,Jakub Vrána ,LW/RW
421,Sam Carrick (C/RW),Anaheim Ducks,64,11,8,19,0.30,85,-12,https://www.eliteprospects.com/player/32716/sam-carrick,2021-2020,nhl,Sam Carrick ,C/RW
422,Derek Stepan (C),Carolina Hurricanes,58,9,10,19,0.33,14,0,https://www.eliteprospects.com/player/19040/derek-stepan,2021-2020,nhl,Derek Stepan ,C
423,Derick Brassard (C/LW),totals,46,8,11,19,0.41,16,4,https://www.eliteprospects.com/player/9366/derick-brassard,2021-2020,nhl,Derick Brassard ,C/LW
424,Zach Whitecloud (D),Vegas Golden Knights,59,8,11,19,0.32,20,21,https://www.eliteprospects.com/player/202774/zach-whitecloud,2021-2020,nhl,Zach Whitecloud ,D
425,Yevgeni Svechnikov (RW/LW),Winnipeg Jets,72,7,12,19,0.26,38,-4,https://www.eliteprospects.com/player/168679/yevgeni-svechnikov,2021-2020,nhl,Yevgeni Svechnikov ,RW/LW
426,Casey Mittelstadt (C),Buffalo Sabres,40,6,13,19,0.48,4,-14,https://www.eliteprospects.com/player/300831/casey-mittelstadt,2021-2020,nhl,Casey Mittelstadt ,C
427,Kieffer Bellows (LW/C),New York Islanders,45,6,13,19,0.42,19,-1,https://www.eliteprospects.com/player/247945/kieffer-bellows,2021-2020,nhl,Kieffer Bellows ,LW/C
428,Zack Kassian (RW),Edmonton Oilers,58,6,13,19,0.33,63,2,https://www.eliteprospects.com/player/15390/zack-kassian,2021-2020,nhl,Zack Kassian ,RW
429,Adam Erne (LW/RW),Detroit Red Wings,79,6,13,19,0.24,34,-22,https://www.eliteprospects.com/player/90359/adam-erne,2021-2020,nhl,Adam Erne ,LW/RW
430,Nick Holden (D),Ottawa Senators,76,5,14,19,0.25,12,0,https://www.eliteprospects.com/player/11700/nick-holden,2021-2020,nhl,Nick Holden ,D
431,Radek Faksa (C),Dallas Stars,77,5,14,19,0.25,52,-20,https://www.eliteprospects.com/player/98300/radek-faksa,2021-2020,nhl,Radek Faksa ,C
432,Alexander Edler (D),Los Angeles Kings,41,3,16,19,0.46,34,18,https://www.eliteprospects.com/player/4081/alexander-edler,2021-2020,nhl,Alexander Edler ,D
433,Henri Jokiharju (D),Buffalo Sabres,60,3,16,19,0.32,20,-8,https://www.eliteprospects.com/player/277056/henri-jokiharju,2021-2020,nhl,Henri Jokiharju ,D
434,Loui Eriksson (W/C),Arizona Coyotes,73,3,16,19,0.26,6,-18,https://www.eliteprospects.com/player/683/loui-eriksson,2021-2020,nhl,Loui Eriksson ,W/C
435,Marcus Pettersson (D),Pittsburgh Penguins,72,2,17,19,0.26,38,8,https://www.eliteprospects.com/player/86321/marcus-pettersson,2021-2020,nhl,Marcus Pettersson ,D
436,Ian Cole (D),Carolina Hurricanes,75,2,17,19,0.25,83,15,https://www.eliteprospects.com/player/11456/ian-cole,2021-2020,nhl,Ian Cole ,D
437,Keith Yandle (D),Philadelphia Flyers,77,1,18,19,0.25,14,-47,https://www.eliteprospects.com/player/10247/keith-yandle,2021-2020,nhl,Keith Yandle ,D
438,Nathan Bastian (RW/C),totals,72,12,6,18,0.25,65,-12,https://www.eliteprospects.com/player/245157/nathan-bastian,2021-2020,nhl,Nathan Bastian ,RW/C
439,Michael Amadio (C/W),totals,56,11,7,18,0.32,15,1,https://www.eliteprospects.com/player/151385/michael-amadio,2021-2020,nhl,Michael Amadio ,C/W
440,Zemgus Girgensons (C/W),Buffalo Sabres,56,10,8,18,0.32,27,-7,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2021-2020,nhl,Zemgus Girgensons ,C/W
441,Nils Höglander (LW/RW),Vancouver Canucks,60,10,8,18,0.30,24,-7,https://www.eliteprospects.com/player/311906/nils-hoglander,2021-2020,nhl,Nils Höglander ,LW/RW
442,Ryan Lomberg (LW),Florida Panthers,55,9,9,18,0.33,92,4,https://www.eliteprospects.com/player/76376/ryan-lomberg,2021-2020,nhl,Ryan Lomberg ,LW
443,Connor McMichael (C),Washington Capitals,68,9,9,18,0.27,10,-3,https://www.eliteprospects.com/player/424496/connor-mcmichael,2021-2020,nhl,Connor McMichael ,C
444,Trent Frederic (C/LW),Boston Bruins,60,8,10,18,0.30,57,10,https://www.eliteprospects.com/player/272221/trent-frederic,2021-2020,nhl,Trent Frederic ,C/LW
445,Kaapo Kakko (RW),New York Rangers,43,7,11,18,0.42,10,9,https://www.eliteprospects.com/player/396655/kaapo-kakko,2021-2020,nhl,Kaapo Kakko ,RW
446,Justin Braun (D),totals,69,6,12,18,0.26,36,2,https://www.eliteprospects.com/player/15033/justin-braun,2021-2020,nhl,Justin Braun ,D
447,Chris Tierney (C),Ottawa Senators,70,6,12,18,0.26,14,-12,https://www.eliteprospects.com/player/92677/chris-tierney,2021-2020,nhl,Chris Tierney ,C
448,Erik Gustafsson (D),Chicago Blackhawks,59,3,15,18,0.31,14,-4,https://www.eliteprospects.com/player/15372/erik-gustafsson,2021-2020,nhl,Erik Gustafsson ,D
449,Scott Mayfield (D),New York Islanders,61,3,15,18,0.30,55,-5,https://www.eliteprospects.com/player/45906/scott-mayfield,2021-2020,nhl,Scott Mayfield ,D
450,Brayden McNabb (D),Vegas Golden Knights,69,3,15,18,0.26,42,10,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2021-2020,nhl,Brayden McNabb ,D
451,Brian Dumoulin (D),Pittsburgh Penguins,76,3,15,18,0.24,24,24,https://www.eliteprospects.com/player/33896/brian-dumoulin,2021-2020,nhl,Brian Dumoulin ,D
452,Jan Rutta (D),Tampa Bay Lightning,76,3,15,18,0.24,47,25,https://www.eliteprospects.com/player/18090/jan-rutta,2021-2020,nhl,Jan Rutta ,D
453,Tyler Myers (D),Vancouver Canucks,82,1,17,18,0.22,66,15,https://www.eliteprospects.com/player/17521/tyler-myers,2021-2020,nhl,Tyler Myers ,D
454,Jacob Peterson (C/LW),Dallas Stars,65,12,5,17,0.26,12,-1,https://www.eliteprospects.com/player/313350/jacob-peterson,2021-2020,nhl,Jacob Peterson ,C/LW
455,Andreas Athanasiou (C/W),Los Angeles Kings,28,11,6,17,0.61,4,7,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2021-2020,nhl,Andreas Athanasiou ,C/W
456,Ryan Poehling (C),Montréal Canadiens,57,9,8,17,0.30,6,-21,https://www.eliteprospects.com/player/288045/ryan-poehling,2021-2020,nhl,Ryan Poehling ,C
457,Jason Zucker (LW/RW),Pittsburgh Penguins,41,8,9,17,0.42,15,-2,https://www.eliteprospects.com/player/20726/jason-zucker,2021-2020,nhl,Jason Zucker ,LW/RW
458,Martin Fehérváry (D),Washington Capitals,79,8,9,17,0.22,26,15,https://www.eliteprospects.com/player/274991/martin-fehervary,2021-2020,nhl,Martin Fehérváry ,D
459,Sean Couturier (C),Philadelphia Flyers,29,6,11,17,0.59,14,-6,https://www.eliteprospects.com/player/32885/sean-couturier,2021-2020,nhl,Sean Couturier ,C
460,Janne Kuokkanen (LW/C),New Jersey Devils,57,6,11,17,0.30,10,-10,https://www.eliteprospects.com/player/209426/janne-kuokkanen,2021-2020,nhl,Janne Kuokkanen ,LW/C
461,Matt Nieto (LW/RW),San Jose Sharks,70,6,11,17,0.24,19,-20,https://www.eliteprospects.com/player/20723/matt-nieto,2021-2020,nhl,Matt Nieto ,LW/RW
462,Dryden Hunt (LW/C),New York Rangers,76,6,11,17,0.22,52,-10,https://www.eliteprospects.com/player/84609/dryden-hunt,2021-2020,nhl,Dryden Hunt ,LW/C
463,Erik Gudbranson (D),Calgary Flames,78,6,11,17,0.22,68,15,https://www.eliteprospects.com/player/31282/erik-gudbranson,2021-2020,nhl,Erik Gudbranson ,D
464,Brandon Duhaime (RW/LW),Minnesota Wild,80,6,11,17,0.21,122,-2,https://www.eliteprospects.com/player/202463/brandon-duhaime,2021-2020,nhl,Brandon Duhaime ,RW/LW
465,Bowen Byram (D),Colorado Avalanche,30,5,12,17,0.57,12,7,https://www.eliteprospects.com/player/326522/bowen-byram,2021-2020,nhl,Bowen Byram ,D
466,Luke Schenn (D),Vancouver Canucks,66,5,12,17,0.26,61,15,https://www.eliteprospects.com/player/11400/luke-schenn,2021-2020,nhl,Luke Schenn ,D
