,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
623,Ryan Lomberg (LW),Florida Panthers,34,2,2,4,0.12,67,-2,https://www.eliteprospects.com/player/76376/ryan-lomberg,2020-2019,nhl,Ryan Lomberg ,LW
624,Luke Schenn (D),Tampa Bay Lightning,38,2,2,4,0.11,51,2,https://www.eliteprospects.com/player/11400/luke-schenn,2020-2019,nhl,Luke Schenn ,D
625,Libor Hájek (D),New York Rangers,44,2,2,4,0.09,10,2,https://www.eliteprospects.com/player/195023/libor-hajek,2020-2019,nhl,Libor Hájek ,D
626,Jani Hakanpää (D),totals,57,2,2,4,0.07,35,4,https://www.eliteprospects.com/player/45342/jani-hakanpaa,2020-2019,nhl,Jani Hakanpää ,D
627,Josh Mahura (D),Anaheim Ducks,13,1,3,4,0.31,4,0,https://www.eliteprospects.com/player/166669/josh-mahura,2020-2019,nhl,Josh Mahura ,D
628,Gabriel Carlsson (D),Columbus Blue Jackets,14,1,3,4,0.29,4,-6,https://www.eliteprospects.com/player/187919/gabriel-carlsson,2020-2019,nhl,Gabriel Carlsson ,D
629,Anthony Bitetto (D),New York Rangers,14,1,3,4,0.29,20,-8,https://www.eliteprospects.com/player/37758/anthony-bitetto,2020-2019,nhl,Anthony Bitetto ,D
630,Givani Smith (RW/LW),Detroit Red Wings,16,1,3,4,0.25,21,-5,https://www.eliteprospects.com/player/252472/givani-smith,2020-2019,nhl,Givani Smith ,RW/LW
631,Brad Richardson (RW/C),Nashville Predators,17,1,3,4,0.24,4,0,https://www.eliteprospects.com/player/10211/brad-richardson,2020-2019,nhl,Brad Richardson ,RW/C
632,Michael Dal Colle (LW/C),New York Islanders,26,1,3,4,0.15,4,1,https://www.eliteprospects.com/player/152047/michael-dal-colle,2020-2019,nhl,Michael Dal Colle ,LW/C
633,Kevan Miller (D),Boston Bruins,28,1,3,4,0.14,20,-1,https://www.eliteprospects.com/player/38281/kevan-miller,2020-2019,nhl,Kevan Miller ,D
634,Antoine Roussel (LW/C),Vancouver Canucks,35,1,3,4,0.11,37,4,https://www.eliteprospects.com/player/12125/antoine-roussel,2020-2019,nhl,Antoine Roussel ,LW/C
635,Logan Stanley (D),Winnipeg Jets,37,1,3,4,0.11,26,13,https://www.eliteprospects.com/player/240108/logan-stanley,2020-2019,nhl,Logan Stanley ,D
636,Erik Gudbranson (D),totals,45,1,3,4,0.09,59,-12,https://www.eliteprospects.com/player/31282/erik-gudbranson,2020-2019,nhl,Erik Gudbranson ,D
637,Matt Benning (D),Nashville Predators,53,1,3,4,0.08,30,-1,https://www.eliteprospects.com/player/29261/matt-benning,2020-2019,nhl,Matt Benning ,D
638,Grigori Denisenko (LW),Florida Panthers,7,0,4,4,0.57,2,1,https://www.eliteprospects.com/player/312827/grigori-denisenko,2020-2019,nhl,Grigori Denisenko ,LW
639,Rasmus Sandin (D),Toronto Maple Leafs,9,0,4,4,0.44,0,6,https://www.eliteprospects.com/player/289453/rasmus-sandin,2020-2019,nhl,Rasmus Sandin ,D
640,Zac Jones (D),New York Rangers,10,0,4,4,0.40,2,-2,https://www.eliteprospects.com/player/364649/zac-jones,2020-2019,nhl,Zac Jones ,D
641,Liam Foudy (C/RW),Columbus Blue Jackets,24,0,4,4,0.17,6,0,https://www.eliteprospects.com/player/397650/liam-foudy,2020-2019,nhl,Liam Foudy ,C/RW
642,Caleb Jones (D),Edmonton Oilers,33,0,4,4,0.12,6,-7,https://www.eliteprospects.com/player/199902/caleb-jones,2020-2019,nhl,Caleb Jones ,D
643,Nikita Nesterov (D),Calgary Flames,38,0,4,4,0.11,20,-10,https://www.eliteprospects.com/player/70425/nikita-nesterov,2020-2019,nhl,Nikita Nesterov ,D
644,Olli Määttä (D),Los Angeles Kings,41,0,4,4,0.10,6,-8,https://www.eliteprospects.com/player/43543/olli-maatta,2020-2019,nhl,Olli Määttä ,D
645,Jason Demers (D),Arizona Coyotes,41,0,4,4,0.10,26,-4,https://www.eliteprospects.com/player/12154/jason-demers,2020-2019,nhl,Jason Demers ,D
646,Zach Bogosian (D),Toronto Maple Leafs,45,0,4,4,0.09,49,7,https://www.eliteprospects.com/player/14440/zach-bogosian,2020-2019,nhl,Zach Bogosian ,D
647,Dmitri Kulikov (D),totals,48,0,4,4,0.08,28,-3,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2020-2019,nhl,Dmitri Kulikov ,D
648,Kieffer Bellows (LW/C),New York Islanders,14,3,0,3,0.21,4,0,https://www.eliteprospects.com/player/247945/kieffer-bellows,2020-2019,nhl,Kieffer Bellows ,LW/C
649,Alex Barré-Boulet (C/W),Tampa Bay Lightning,15,3,0,3,0.20,0,0,https://www.eliteprospects.com/player/227670/alex-barre-boulet,2020-2019,nhl,Alex Barré-Boulet ,C/W
650,Mark Friedman (D),totals,9,2,1,3,0.33,9,1,https://www.eliteprospects.com/player/107113/mark-friedman,2020-2019,nhl,Mark Friedman ,D
651,Zac Dalpe (C/RW),Columbus Blue Jackets,12,2,1,3,0.25,0,-2,https://www.eliteprospects.com/player/18240/zac-dalpe,2020-2019,nhl,Zac Dalpe ,C/RW
652,Max McCormick (LW/RW),Carolina Hurricanes,12,2,1,3,0.25,9,3,https://www.eliteprospects.com/player/90365/max-mccormick,2020-2019,nhl,Max McCormick ,LW/RW
653,Barrett Hayton (C/LW),Arizona Coyotes,14,2,1,3,0.21,0,-1,https://www.eliteprospects.com/player/317885/barrett-hayton,2020-2019,nhl,Barrett Hayton ,C/LW
654,Olli Juolevi (D),Vancouver Canucks,23,2,1,3,0.13,0,-1,https://www.eliteprospects.com/player/196391/olli-juolevi,2020-2019,nhl,Olli Juolevi ,D
655,Gaëtan Haas (C),Edmonton Oilers,34,2,1,3,0.09,10,-6,https://www.eliteprospects.com/player/34816/gaetan-haas,2020-2019,nhl,Gaëtan Haas ,C
656,Connor Mackey (D),Calgary Flames,6,1,2,3,0.50,20,3,https://www.eliteprospects.com/player/316315/connor-mackey,2020-2019,nhl,Connor Mackey ,D
657,Jack Rathbone (D),Vancouver Canucks,8,1,2,3,0.38,0,1,https://www.eliteprospects.com/player/311766/jack-rathbone,2020-2019,nhl,Jack Rathbone ,D
658,Mike Hardman (W/C),Chicago Blackhawks,8,1,2,3,0.38,0,0,https://www.eliteprospects.com/player/353521/mike-hardman,2020-2019,nhl,Mike Hardman ,W/C
659,Nathan Gerbe (C/LW),Columbus Blue Jackets,9,1,2,3,0.33,2,0,https://www.eliteprospects.com/player/9216/nathan-gerbe,2020-2019,nhl,Nathan Gerbe ,C/LW
660,Steven Fogarty (C/W),Buffalo Sabres,9,1,2,3,0.33,8,2,https://www.eliteprospects.com/player/114771/steven-fogarty,2020-2019,nhl,Steven Fogarty ,C/W
661,Scott Harrington (D),Columbus Blue Jackets,12,1,2,3,0.25,6,-3,https://www.eliteprospects.com/player/39653/scott-harrington,2020-2019,nhl,Scott Harrington ,D
662,Jake McCabe (D),Buffalo Sabres,13,1,2,3,0.23,9,2,https://www.eliteprospects.com/player/45419/jake-mccabe,2020-2019,nhl,Jake McCabe ,D
663,Lane Pederson (C),Arizona Coyotes,15,1,2,3,0.20,2,-2,https://www.eliteprospects.com/player/199918/lane-pederson,2020-2019,nhl,Lane Pederson ,C
664,Dennis Cholowski (D),Detroit Red Wings,16,1,2,3,0.19,4,-1,https://www.eliteprospects.com/player/247137/dennis-cholowski,2020-2019,nhl,Dennis Cholowski ,D
665,Alexandre Carrier (D),Nashville Predators,19,1,2,3,0.16,8,3,https://www.eliteprospects.com/player/151143/alexandre-carrier,2020-2019,nhl,Alexandre Carrier ,D
666,Jack Studnicka (C),Boston Bruins,20,1,2,3,0.15,0,-3,https://www.eliteprospects.com/player/284096/jack-studnicka,2020-2019,nhl,Jack Studnicka ,C
667,Trevor van Riemsdyk (D),Washington Capitals,20,1,2,3,0.15,2,-1,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2020-2019,nhl,Trevor van Riemsdyk ,D
668,Matt Tennyson (D),New Jersey Devils,21,1,2,3,0.14,2,0,https://www.eliteprospects.com/player/37796/matt-tennyson,2020-2019,nhl,Matt Tennyson ,D
669,Niko Mikkola (D),St. Louis Blues,30,1,2,3,0.10,11,-11,https://www.eliteprospects.com/player/94439/niko-mikkola,2020-2019,nhl,Niko Mikkola ,D
670,Cal Foote (D),Tampa Bay Lightning,35,1,2,3,0.09,29,9,https://www.eliteprospects.com/player/247895/cal-foote,2020-2019,nhl,Cal Foote ,D
671,Gemel Smith (C/W),Tampa Bay Lightning,5,0,3,3,0.60,11,3,https://www.eliteprospects.com/player/122937/gemel-smith,2020-2019,nhl,Gemel Smith ,C/W
672,Alex Newhook (C/LW),Colorado Avalanche,6,0,3,3,0.50,2,5,https://www.eliteprospects.com/player/320307/alex-newhook,2020-2019,nhl,Alex Newhook ,C/LW
673,Jordan Gross (D),Arizona Coyotes,7,0,3,3,0.43,2,-3,https://www.eliteprospects.com/player/118435/jordan-gross,2020-2019,nhl,Jordan Gross ,D
674,Andrew Peeke (D),Columbus Blue Jackets,11,0,3,3,0.27,4,-4,https://www.eliteprospects.com/player/291905/andrew-peeke,2020-2019,nhl,Andrew Peeke ,D
675,Liam O'Brien (C/LW),Colorado Avalanche,12,0,3,3,0.25,40,1,https://www.eliteprospects.com/player/84724/liam-o-brien,2020-2019,nhl,Liam O'Brien ,C/LW
676,Gustav Lindström (D),Detroit Red Wings,13,0,3,3,0.23,0,1,https://www.eliteprospects.com/player/212379/gustav-lindstrom,2020-2019,nhl,Gustav Lindström ,D
677,Clark Bishop (C),Ottawa Senators,13,0,3,3,0.23,4,2,https://www.eliteprospects.com/player/191376/clark-bishop,2020-2019,nhl,Clark Bishop ,C
678,Alex Biega (D),Detroit Red Wings,13,0,3,3,0.23,4,-1,https://www.eliteprospects.com/player/11427/alex-biega,2020-2019,nhl,Alex Biega ,D
679,Greg Pateryn (D),totals,13,0,3,3,0.23,6,0,https://www.eliteprospects.com/player/15526/greg-pateryn,2020-2019,nhl,Greg Pateryn ,D
680,Kiefer Sherwood (W/C),Colorado Avalanche,16,0,3,3,0.19,0,2,https://www.eliteprospects.com/player/196607/kiefer-sherwood,2020-2019,nhl,Kiefer Sherwood ,W/C
681,Matt Calvert (LW/RW),Colorado Avalanche,18,0,3,3,0.17,6,-2,https://www.eliteprospects.com/player/17025/matt-calvert,2020-2019,nhl,Matt Calvert ,LW/RW
682,Christian Wolanin (D),totals,18,0,3,3,0.17,8,-6,https://www.eliteprospects.com/player/188788/christian-wolanin,2020-2019,nhl,Christian Wolanin ,D
683,Dan Renouf (D),Colorado Avalanche,18,0,3,3,0.17,16,-1,https://www.eliteprospects.com/player/76892/dan-renouf,2020-2019,nhl,Dan Renouf ,D
684,Lucas Wallmark (C),totals,20,0,3,3,0.15,6,-4,https://www.eliteprospects.com/player/39022/lucas-wallmark,2020-2019,nhl,Lucas Wallmark ,C
685,Michael Amadio (C/W),totals,25,0,3,3,0.12,4,-3,https://www.eliteprospects.com/player/151385/michael-amadio,2020-2019,nhl,Michael Amadio ,C/W
686,Jan Jeník (RW/C),Arizona Coyotes,2,2,0,2,1.00,0,3,https://www.eliteprospects.com/player/247318/jan-jenik,2020-2019,nhl,Jan Jeník ,RW/C
687,Tyler Seguin (C/RW),Dallas Stars,3,2,0,2,0.67,0,0,https://www.eliteprospects.com/player/23807/tyler-seguin,2020-2019,nhl,Tyler Seguin ,C/RW
688,Dylan Sikura (C/RW),Vegas Golden Knights,6,2,0,2,0.33,0,0,https://www.eliteprospects.com/player/146580/dylan-sikura,2020-2019,nhl,Dylan Sikura ,C/RW
689,Joel L'Esperance (RW/C),Dallas Stars,12,2,0,2,0.17,2,-2,https://www.eliteprospects.com/player/118655/joel-l-esperance,2020-2019,nhl,Joel L'Esperance ,RW/C
690,Karson Kuhlman (C/RW),Boston Bruins,20,2,0,2,0.10,0,-6,https://www.eliteprospects.com/player/118663/karson-kuhlman,2020-2019,nhl,Karson Kuhlman ,C/RW
691,Sebastian Aho (D),New York Islanders,3,1,1,2,0.67,2,-1,https://www.eliteprospects.com/player/67208/sebastian-aho,2020-2019,nhl,Sebastian Aho ,D
692,Victor Söderström (D),Arizona Coyotes,4,1,1,2,0.50,0,4,https://www.eliteprospects.com/player/344555/victor-soderstrom,2020-2019,nhl,Victor Söderström ,D
693,MacKenzie Entwistle (RW/C),Chicago Blackhawks,5,1,1,2,0.40,2,1,https://www.eliteprospects.com/player/273678/mackenzie-entwistle,2020-2019,nhl,MacKenzie Entwistle ,RW/C
694,Nolan Foote (LW),New Jersey Devils,6,1,1,2,0.33,0,-1,https://www.eliteprospects.com/player/240385/nolan-foote,2020-2019,nhl,Nolan Foote ,LW
695,Nate Prosser (D),Philadelphia Flyers,6,1,1,2,0.33,0,-7,https://www.eliteprospects.com/player/38197/nate-prosser,2020-2019,nhl,Nate Prosser ,D
696,Mikko Koivu (C),Columbus Blue Jackets,7,1,1,2,0.29,2,-2,https://www.eliteprospects.com/player/2696/mikko-koivu,2020-2019,nhl,Mikko Koivu ,C
697,Joel Kellman (C),San Jose Sharks,7,1,1,2,0.29,6,-1,https://www.eliteprospects.com/player/33719/joel-kellman,2020-2019,nhl,Joel Kellman ,C
698,Marian Studenic (LW/RW),New Jersey Devils,8,1,1,2,0.25,4,-2,https://www.eliteprospects.com/player/305485/marian-studenic,2020-2019,nhl,Marian Studenic ,LW/RW
699,Aleksi Heponiemi (C/W),Florida Panthers,9,1,1,2,0.22,2,1,https://www.eliteprospects.com/player/284816/aleksi-heponiemi,2020-2019,nhl,Aleksi Heponiemi ,C/W
700,Connor Carrick (D),New Jersey Devils,11,1,1,2,0.18,5,-2,https://www.eliteprospects.com/player/90348/connor-carrick,2020-2019,nhl,Connor Carrick ,D
701,Mackenzie MacEachern (LW),St. Louis Blues,21,1,1,2,0.10,8,3,https://www.eliteprospects.com/player/183505/mackenzie-maceachern,2020-2019,nhl,Mackenzie MacEachern ,LW
702,Jake Walman (D),St. Louis Blues,24,1,1,2,0.08,8,-7,https://www.eliteprospects.com/player/248066/jake-walman,2020-2019,nhl,Jake Walman ,D
703,Jansen Harkins (C),Winnipeg Jets,26,1,1,2,0.08,4,-2,https://www.eliteprospects.com/player/160158/jansen-harkins,2020-2019,nhl,Jansen Harkins ,C
704,Mathias Bromé (LW/RW),Detroit Red Wings,26,1,1,2,0.08,8,-9,https://www.eliteprospects.com/player/89968/mathias-brome,2020-2019,nhl,Mathias Bromé ,LW/RW
705,Rhett Gardner (C/LW),Dallas Stars,28,1,1,2,0.07,8,-9,https://www.eliteprospects.com/player/119371/rhett-gardner,2020-2019,nhl,Rhett Gardner ,C/LW
706,Zack MacEwen (C/RW),Vancouver Canucks,34,1,1,2,0.06,44,-2,https://www.eliteprospects.com/player/223475/zack-macewen,2020-2019,nhl,Zack MacEwen ,C/RW
707,Ilya Lyubushkin (D),Arizona Coyotes,42,1,1,2,0.05,10,-13,https://www.eliteprospects.com/player/123109/ilya-lyubushkin,2020-2019,nhl,Ilya Lyubushkin ,D
708,Thomas Hickey (D),New York Islanders,5,0,2,2,0.40,0,5,https://www.eliteprospects.com/player/11617/thomas-hickey,2020-2019,nhl,Thomas Hickey ,D
709,Mike Sgarbossa (C),Washington Capitals,5,0,2,2,0.40,0,2,https://www.eliteprospects.com/player/23663/mike-sgarbossa,2020-2019,nhl,Mike Sgarbossa ,C
710,John Moore (D),Boston Bruins,5,0,2,2,0.40,2,-3,https://www.eliteprospects.com/player/30901/john-moore,2020-2019,nhl,John Moore ,D
711,Alexander Chmelevski (C/RW),San Jose Sharks,5,0,2,2,0.40,2,-2,https://www.eliteprospects.com/player/201447/alexander-chmelevski,2020-2019,nhl,Alexander Chmelevski ,C/RW
712,Taro Hirose (LW),Detroit Red Wings,6,0,2,2,0.33,0,2,https://www.eliteprospects.com/player/83462/taro-hirose,2020-2019,nhl,Taro Hirose ,LW
713,Jayson Megna (C),Colorado Avalanche,7,0,2,2,0.29,0,2,https://www.eliteprospects.com/player/46027/jayson-megna,2020-2019,nhl,Jayson Megna ,C
714,Kevin Bahl (D),New Jersey Devils,7,0,2,2,0.29,0,0,https://www.eliteprospects.com/player/248583/kevin-bahl,2020-2019,nhl,Kevin Bahl ,D
715,Andreas Borgman (D),Tampa Bay Lightning,7,0,2,2,0.29,4,-2,https://www.eliteprospects.com/player/85683/andreas-borgman,2020-2019,nhl,Andreas Borgman ,D
716,Patrick Russell (RW),Edmonton Oilers,8,0,2,2,0.25,0,0,https://www.eliteprospects.com/player/29181/patrick-russell,2020-2019,nhl,Patrick Russell ,RW
717,Urho Vaakanainen (D),Boston Bruins,9,0,2,2,0.22,2,-3,https://www.eliteprospects.com/player/180538/urho-vaakanainen,2020-2019,nhl,Urho Vaakanainen ,D
718,Rem Pitlick (C/RW),Nashville Predators,10,0,2,2,0.20,4,3,https://www.eliteprospects.com/player/199968/rem-pitlick,2020-2019,nhl,Rem Pitlick ,C/RW
719,Mattias Samuelsson (D),Buffalo Sabres,12,0,2,2,0.17,4,-8,https://www.eliteprospects.com/player/325127/mattias-samuelsson,2020-2019,nhl,Mattias Samuelsson ,D
720,Carl Gunnarsson (D),St. Louis Blues,12,0,2,2,0.17,6,-2,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2020-2019,nhl,Carl Gunnarsson ,D
721,Kyle Rau (C/W),Minnesota Wild,14,0,2,2,0.14,9,-1,https://www.eliteprospects.com/player/75072/kyle-rau,2020-2019,nhl,Kyle Rau ,C/W
722,Nick Holden (D),Vegas Golden Knights,17,0,2,2,0.12,2,3,https://www.eliteprospects.com/player/11700/nick-holden,2020-2019,nhl,Nick Holden ,D
723,Chad Ruhwedel (D),Pittsburgh Penguins,17,0,2,2,0.12,14,3,https://www.eliteprospects.com/player/37927/chad-ruhwedel,2020-2019,nhl,Chad Ruhwedel ,D
724,William Lagesson (D),Edmonton Oilers,19,0,2,2,0.11,9,0,https://www.eliteprospects.com/player/86158/william-lagesson,2020-2019,nhl,William Lagesson ,D
725,Braydon Coburn (D),totals,19,0,2,2,0.11,14,-3,https://www.eliteprospects.com/player/9477/braydon-coburn,2020-2019,nhl,Braydon Coburn ,D
726,Bowen Byram (D),Colorado Avalanche,19,0,2,2,0.11,23,1,https://www.eliteprospects.com/player/326522/bowen-byram,2020-2019,nhl,Bowen Byram ,D
727,Matt Irwin (D),Buffalo Sabres,24,0,2,2,0.08,19,-10,https://www.eliteprospects.com/player/18745/matt-irwin,2020-2019,nhl,Matt Irwin ,D
728,Parker Kelly (LW/C),Ottawa Senators,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/258162/parker-kelly,2020-2019,nhl,Parker Kelly ,LW/C
729,Arthur Kaliyev (RW/LW),Los Angeles Kings,1,1,0,1,1.00,0,-1,https://www.eliteprospects.com/player/316114/arthur-kaliyev,2020-2019,nhl,Arthur Kaliyev ,RW/LW
730,Morgan Barron (C/LW),New York Rangers,5,1,0,1,0.20,2,-1,https://www.eliteprospects.com/player/195024/morgan-barron,2020-2019,nhl,Morgan Barron ,C/LW
731,Greg McKegg (C/W),Boston Bruins,5,1,0,1,0.20,2,-3,https://www.eliteprospects.com/player/31283/greg-mckegg,2020-2019,nhl,Greg McKegg ,C/W
732,Jonny Brodzinski (C/RW),New York Rangers,5,1,0,1,0.20,4,0,https://www.eliteprospects.com/player/108294/jonny-brodzinski,2020-2019,nhl,Jonny Brodzinski ,C/RW
733,Joe Veleno (C),Detroit Red Wings,5,1,0,1,0.20,4,0,https://www.eliteprospects.com/player/271713/joe-veleno,2020-2019,nhl,Joe Veleno ,C
734,Joachim Blichfeld (RW/LW),San Jose Sharks,5,1,0,1,0.20,12,-2,https://www.eliteprospects.com/player/211282/joachim-blichfeld,2020-2019,nhl,Joachim Blichfeld ,RW/LW
735,Byron Froese (C),Calgary Flames,6,1,0,1,0.17,2,1,https://www.eliteprospects.com/player/31081/byron-froese,2020-2019,nhl,Byron Froese ,C
736,Rasmus Kupari (C/RW),Los Angeles Kings,7,1,0,1,0.14,2,-5,https://www.eliteprospects.com/player/319079/rasmus-kupari,2020-2019,nhl,Rasmus Kupari ,C/RW
737,Fredrik Händemark (C),San Jose Sharks,8,1,0,1,0.13,2,-3,https://www.eliteprospects.com/player/27259/fredrik-handemark,2020-2019,nhl,Fredrik Händemark ,C
738,Nathan Walker (LW),St. Louis Blues,8,1,0,1,0.13,2,-4,https://www.eliteprospects.com/player/101430/nathan-walker,2020-2019,nhl,Nathan Walker ,LW
739,Gavin Bayreuther (D),Columbus Blue Jackets,9,1,0,1,0.11,7,-1,https://www.eliteprospects.com/player/178941/gavin-bayreuther,2020-2019,nhl,Gavin Bayreuther ,D
740,Anton Blidh (LW),Boston Bruins,10,1,0,1,0.10,6,-5,https://www.eliteprospects.com/player/67179/anton-blidh,2020-2019,nhl,Anton Blidh ,LW
741,Brad Hunt (D),Minnesota Wild,12,1,0,1,0.08,4,-8,https://www.eliteprospects.com/player/39225/brad-hunt,2020-2019,nhl,Brad Hunt ,D
742,Dakota Joshua (C),St. Louis Blues,12,1,0,1,0.08,7,-3,https://www.eliteprospects.com/player/194948/dakota-joshua,2020-2019,nhl,Dakota Joshua ,C
743,Matt Luff (RW),Los Angeles Kings,13,1,0,1,0.08,5,-4,https://www.eliteprospects.com/player/238487/matt-luff,2020-2019,nhl,Matt Luff ,RW
744,Jack Johnson (D),New York Rangers,13,1,0,1,0.08,8,-5,https://www.eliteprospects.com/player/9205/jack-johnson,2020-2019,nhl,Jack Johnson ,D
745,Luke Johnson (C),Minnesota Wild,14,1,0,1,0.07,5,-5,https://www.eliteprospects.com/player/94247/luke-johnson,2020-2019,nhl,Luke Johnson ,C
746,Slater Koekkoek (D),Edmonton Oilers,18,1,0,1,0.06,2,-7,https://www.eliteprospects.com/player/84723/slater-koekkoek,2020-2019,nhl,Slater Koekkoek ,D
747,Stefan Matteau (C/LW),Columbus Blue Jackets,18,1,0,1,0.06,9,-4,https://www.eliteprospects.com/player/77561/stefan-matteau,2020-2019,nhl,Stefan Matteau ,C/LW
748,Samuel Morin (D/LW),Philadelphia Flyers,20,1,0,1,0.05,37,-7,https://www.eliteprospects.com/player/126391/samuel-morin,2020-2019,nhl,Samuel Morin ,D/LW
749,Riley Stillman (D),totals,21,1,0,1,0.05,16,5,https://www.eliteprospects.com/player/252469/riley-stillman,2020-2019,nhl,Riley Stillman ,D
750,Brogan Rafferty (D),Vancouver Canucks,1,0,1,1,1.00,0,-1,https://www.eliteprospects.com/player/248525/brogan-rafferty,2020-2019,nhl,Brogan Rafferty ,D
751,Justin Richards (C),New York Rangers,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/272539/justin-richards,2020-2019,nhl,Justin Richards ,C
752,Sean Malone (C),Nashville Predators,1,0,1,1,1.00,2,-1,https://www.eliteprospects.com/player/118664/sean-malone,2020-2019,nhl,Sean Malone ,C
753,Alex Belzile (RW/C),Montréal Canadiens,2,0,1,1,0.50,0,-1,https://www.eliteprospects.com/player/68593/alex-belzile,2020-2019,nhl,Alex Belzile ,RW/C
754,Madison Bowey (D),Chicago Blackhawks,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/97787/madison-bowey,2020-2019,nhl,Madison Bowey ,D
755,Dominic Toninato (C),Winnipeg Jets,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/122004/dominic-toninato,2020-2019,nhl,Dominic Toninato ,C
756,Klim Kostin (LW/RW),St. Louis Blues,2,0,1,1,0.50,0,-1,https://www.eliteprospects.com/player/312823/klim-kostin,2020-2019,nhl,Klim Kostin ,LW/RW
757,Tyler Lewington (D),Nashville Predators,2,0,1,1,0.50,9,4,https://www.eliteprospects.com/player/88699/tyler-lewington,2020-2019,nhl,Tyler Lewington ,D
758,Andrew Agozzino (LW/C),Anaheim Ducks,3,0,1,1,0.33,0,0,https://www.eliteprospects.com/player/23816/andrew-agozzino,2020-2019,nhl,Andrew Agozzino ,LW/C
759,Steven Santini (D),St. Louis Blues,3,0,1,1,0.33,0,1,https://www.eliteprospects.com/player/96780/steven-santini,2020-2019,nhl,Steven Santini ,D
760,Adam Ruzicka (C),Calgary Flames,3,0,1,1,0.33,4,2,https://www.eliteprospects.com/player/228366/adam-ruzicka,2020-2019,nhl,Adam Ruzicka ,C
761,Jackson Cates (C),Philadelphia Flyers,4,0,1,1,0.25,0,-3,https://www.eliteprospects.com/player/353776/jackson-cates,2020-2019,nhl,Jackson Cates ,C
762,Gerry Mayhew (C/RW),Minnesota Wild,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/151849/gerry-mayhew,2020-2019,nhl,Gerry Mayhew ,C/RW
763,Ivan Chekhovich (LW),San Jose Sharks,4,0,1,1,0.25,0,-3,https://www.eliteprospects.com/player/333786/ivan-chekhovich,2020-2019,nhl,Ivan Chekhovich ,LW
764,Peyton Krebs (C/LW),Vegas Golden Knights,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/322178/peyton-krebs,2020-2019,nhl,Peyton Krebs ,C/LW
765,Tarmo Reunanen (D),New York Rangers,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/221513/tarmo-reunanen,2020-2019,nhl,Tarmo Reunanen ,D
766,Erik Johnson (D),Colorado Avalanche,4,0,1,1,0.25,2,2,https://www.eliteprospects.com/player/9207/erik-johnson,2020-2019,nhl,Erik Johnson ,D
767,Joseph Cramarossa (C/LW),Minnesota Wild,4,0,1,1,0.25,15,-1,https://www.eliteprospects.com/player/45600/joseph-cramarossa,2020-2019,nhl,Joseph Cramarossa ,C/LW
768,Matthew Peca (C),Ottawa Senators,5,0,1,1,0.20,0,1,https://www.eliteprospects.com/player/78295/matthew-peca,2020-2019,nhl,Matthew Peca ,C
769,Kyle Burroughs (D),Colorado Avalanche,5,0,1,1,0.20,5,1,https://www.eliteprospects.com/player/87758/kyle-burroughs,2020-2019,nhl,Kyle Burroughs ,D
770,Nick Robertson (LW),Toronto Maple Leafs,6,0,1,1,0.17,0,1,https://www.eliteprospects.com/player/359539/nick-robertson,2020-2019,nhl,Nick Robertson ,LW
771,Quinton Byfield (C),Los Angeles Kings,6,0,1,1,0.17,2,1,https://www.eliteprospects.com/player/503020/quinton-byfield,2020-2019,nhl,Quinton Byfield ,C
772,Daniel Carr (LW/RW),Washington Capitals,6,0,1,1,0.17,2,-2,https://www.eliteprospects.com/player/39435/daniel-carr,2020-2019,nhl,Daniel Carr ,LW/RW
773,Tony DeAngelo (D),New York Rangers,6,0,1,1,0.17,4,-6,https://www.eliteprospects.com/player/89818/tony-deangelo,2020-2019,nhl,Tony DeAngelo ,D
774,Kole Sherwood (RW),Columbus Blue Jackets,6,0,1,1,0.17,7,-2,https://www.eliteprospects.com/player/234873/kole-sherwood,2020-2019,nhl,Kole Sherwood ,RW
775,Mitchell Stephens (C),Tampa Bay Lightning,7,0,1,1,0.14,0,-5,https://www.eliteprospects.com/player/186392/mitchell-stephens,2020-2019,nhl,Mitchell Stephens ,C
776,Nicolas Meloche (D),San Jose Sharks,7,0,1,1,0.14,0,1,https://www.eliteprospects.com/player/213821/nicolas-meloche,2020-2019,nhl,Nicolas Meloche ,D
777,Glenn Gawdin (C/RW),Calgary Flames,7,0,1,1,0.14,0,-1,https://www.eliteprospects.com/player/192245/glenn-gawdin,2020-2019,nhl,Glenn Gawdin ,C/RW
778,Tyce Thompson (RW),New Jersey Devils,7,0,1,1,0.14,0,-3,https://www.eliteprospects.com/player/201472/tyce-thompson,2020-2019,nhl,Tyce Thompson ,RW
779,Loui Eriksson (W/C),Vancouver Canucks,7,0,1,1,0.14,2,-3,https://www.eliteprospects.com/player/683/loui-eriksson,2020-2019,nhl,Loui Eriksson ,W/C
