,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
531,Jordan Nolan (C/LW),Los Angeles Kings,60,6,3,9,0.15,54,-6,https://www.eliteprospects.com/player/23805/jordan-nolan,2014-2013,nhl,Jordan Nolan ,C/LW
532,Roman Polák (D),Toronto Maple Leafs,56,5,4,9,0.16,48,-22,https://www.eliteprospects.com/player/9621/roman-polak,2014-2013,nhl,Roman Polák ,D
533,Rob Klinkhammer (W/C),totals,69,5,4,9,0.13,27,-4,https://www.eliteprospects.com/player/14517/rob-klinkhammer,2014-2013,nhl,Rob Klinkhammer ,W/C
534,Teuvo Teräväinen (W/C),Chicago Blackhawks,34,4,5,9,0.27,2,4,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2014-2013,nhl,Teuvo Teräväinen ,W/C
535,Jamie McBain (D),Los Angeles Kings,26,3,6,9,0.35,4,4,https://www.eliteprospects.com/player/9311/jamie-mcbain,2014-2013,nhl,Jamie McBain ,D
536,Chris Butler (D),St. Louis Blues,33,3,6,9,0.27,23,8,https://www.eliteprospects.com/player/9206/chris-butler,2014-2013,nhl,Chris Butler ,D
537,Travis Moen (LW/RW),totals,44,3,6,9,0.20,18,0,https://www.eliteprospects.com/player/8535/travis-moen,2014-2013,nhl,Travis Moen ,LW/RW
538,J.T. Brown (RW),Tampa Bay Lightning,52,3,6,9,0.17,30,-2,https://www.eliteprospects.com/player/37802/j.t.-brown,2014-2013,nhl,J.T. Brown ,RW
539,Jared Cowen (D),Ottawa Senators,54,3,6,9,0.17,45,-11,https://www.eliteprospects.com/player/12107/jared-cowen,2014-2013,nhl,Jared Cowen ,D
540,Jay Harrison (D),totals,55,3,6,9,0.16,65,-1,https://www.eliteprospects.com/player/9522/jay-harrison,2014-2013,nhl,Jay Harrison ,D
541,Joe Vitale (C/RW),Arizona Coyotes,70,3,6,9,0.13,36,-11,https://www.eliteprospects.com/player/15069/joe-vitale,2014-2013,nhl,Joe Vitale ,C/RW
542,Marcel Goc (C),totals,74,3,6,9,0.12,8,-3,https://www.eliteprospects.com/player/8583/marcel-goc,2014-2013,nhl,Marcel Goc ,C
543,Matt Greene (D),Los Angeles Kings,82,3,6,9,0.11,54,1,https://www.eliteprospects.com/player/9170/matt-greene,2014-2013,nhl,Matt Greene ,D
544,Leon Draisaitl (C/W),Edmonton Oilers,37,2,7,9,0.24,4,-17,https://www.eliteprospects.com/player/71913/leon-draisaitl,2014-2013,nhl,Leon Draisaitl ,C/W
545,Olli Määttä (D),Pittsburgh Penguins,20,1,8,9,0.45,10,1,https://www.eliteprospects.com/player/43543/olli-maatta,2014-2013,nhl,Olli Määttä ,D
546,André Benoît (D),Buffalo Sabres,59,1,8,9,0.15,20,-19,https://www.eliteprospects.com/player/9460/andre-benoit,2014-2013,nhl,André Benoît ,D
547,Nathan Beaulieu (D),Montréal Canadiens,64,1,8,9,0.14,45,6,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2014-2013,nhl,Nathan Beaulieu ,D
548,Tim Gleason (D),totals,72,1,8,9,0.13,55,-13,https://www.eliteprospects.com/player/9162/tim-gleason,2014-2013,nhl,Tim Gleason ,D
549,Cody Goloubef (D),Columbus Blue Jackets,36,0,9,9,0.25,19,12,https://www.eliteprospects.com/player/18594/cody-goloubef,2014-2013,nhl,Cody Goloubef ,D
550,Adam Pardy (D),Winnipeg Jets,55,0,9,9,0.16,40,9,https://www.eliteprospects.com/player/11740/adam-pardy,2014-2013,nhl,Adam Pardy ,D
551,Jack Skille (RW/LW),Columbus Blue Jackets,45,6,2,8,0.18,16,-18,https://www.eliteprospects.com/player/9217/jack-skille,2014-2013,nhl,Jack Skille ,RW/LW
552,Teemu Pulkkinen (RW),Detroit Red Wings,31,5,3,8,0.26,10,5,https://www.eliteprospects.com/player/16036/teemu-pulkkinen,2014-2013,nhl,Teemu Pulkkinen ,RW
553,Daniel Carcillo (LW),Chicago Blackhawks,39,4,4,8,0.21,54,3,https://www.eliteprospects.com/player/9468/daniel-carcillo,2014-2013,nhl,Daniel Carcillo ,LW
554,Jordan Schroeder (C/RW),Minnesota Wild,25,3,5,8,0.32,2,9,https://www.eliteprospects.com/player/11466/jordan-schroeder,2014-2013,nhl,Jordan Schroeder ,C/RW
555,Matt Halischuk (RW),Winnipeg Jets,47,3,5,8,0.17,6,5,https://www.eliteprospects.com/player/12560/matt-halischuk,2014-2013,nhl,Matt Halischuk ,RW
556,Robert Bortuzzo (D),totals,51,3,5,8,0.16,93,-9,https://www.eliteprospects.com/player/12524/robert-bortuzzo,2014-2013,nhl,Robert Bortuzzo ,D
557,Willie Mitchell (D),Florida Panthers,66,3,5,8,0.12,25,1,https://www.eliteprospects.com/player/8548/willie-mitchell,2014-2013,nhl,Willie Mitchell ,D
558,Joakim Andersson (C),Detroit Red Wings,68,3,5,8,0.12,22,-4,https://www.eliteprospects.com/player/4087/joakim-andersson,2014-2013,nhl,Joakim Andersson ,C
559,Brenden Morrow (LW),Tampa Bay Lightning,70,3,5,8,0.11,64,-1,https://www.eliteprospects.com/player/8960/brenden-morrow,2014-2013,nhl,Brenden Morrow ,LW
560,Colin McDonald (RW),New York Islanders,18,2,6,8,0.44,0,-3,https://www.eliteprospects.com/player/13411/colin-mcdonald,2014-2013,nhl,Colin McDonald ,RW
561,Matt Tennyson (D),San Jose Sharks,27,2,6,8,0.30,16,0,https://www.eliteprospects.com/player/37796/matt-tennyson,2014-2013,nhl,Matt Tennyson ,D
562,Carlo Colaiacovo (D),Philadelphia Flyers,33,2,6,8,0.24,10,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2014-2013,nhl,Carlo Colaiacovo ,D
563,Ben Chiarot (D),Winnipeg Jets,40,2,6,8,0.20,22,5,https://www.eliteprospects.com/player/33875/ben-chiarot,2014-2013,nhl,Ben Chiarot ,D
564,Dylan Olsen (D),Florida Panthers,44,2,6,8,0.18,20,-7,https://www.eliteprospects.com/player/19294/dylan-olsen,2014-2013,nhl,Dylan Olsen ,D
565,Tomas Kopecky (W/C),Florida Panthers,64,2,6,8,0.13,28,-19,https://www.eliteprospects.com/player/9642/tomas-kopecky,2014-2013,nhl,Tomas Kopecky ,W/C
566,Mark Fayne (D),Edmonton Oilers,74,2,6,8,0.11,14,-21,https://www.eliteprospects.com/player/18011/mark-fayne,2014-2013,nhl,Mark Fayne ,D
567,Jamie Oleksiak (D),Dallas Stars,36,1,7,8,0.22,8,0,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2014-2013,nhl,Jamie Oleksiak ,D
568,Corey Tropp (RW),Columbus Blue Jackets,61,1,7,8,0.13,76,-14,https://www.eliteprospects.com/player/12187/corey-tropp,2014-2013,nhl,Corey Tropp ,RW
569,Clayton Stoner (D),Anaheim Ducks,69,1,7,8,0.12,68,-2,https://www.eliteprospects.com/player/11361/clayton-stoner,2014-2013,nhl,Clayton Stoner ,D
570,Dalton Prout (D),Columbus Blue Jackets,63,0,8,8,0.13,85,-14,https://www.eliteprospects.com/player/22629/dalton-prout,2014-2013,nhl,Dalton Prout ,D
571,Tim Jackman (RW),Anaheim Ducks,55,5,2,7,0.13,86,-4,https://www.eliteprospects.com/player/10322/tim-jackman,2014-2013,nhl,Tim Jackman ,RW
572,Chris Neil (RW),Ottawa Senators,38,4,3,7,0.18,78,5,https://www.eliteprospects.com/player/8949/chris-neil,2014-2013,nhl,Chris Neil ,RW
573,Connor Murphy (D),Arizona Coyotes,73,4,3,7,0.10,42,-27,https://www.eliteprospects.com/player/45417/connor-murphy,2014-2013,nhl,Connor Murphy ,D
574,Craig Cunningham (W/C),totals,51,3,4,7,0.14,4,-7,https://www.eliteprospects.com/player/18886/craig-cunningham,2014-2013,nhl,Craig Cunningham ,W/C
575,Damien Brunner (RW/LW),New Jersey Devils,17,2,5,7,0.41,8,-1,https://www.eliteprospects.com/player/18949/damien-brunner,2014-2013,nhl,Damien Brunner ,RW/LW
576,Nikita Nesterov (D),Tampa Bay Lightning,27,2,5,7,0.26,16,6,https://www.eliteprospects.com/player/70425/nikita-nesterov,2014-2013,nhl,Nikita Nesterov ,D
577,Derrick Pouliot (D),Pittsburgh Penguins,34,2,5,7,0.21,4,-11,https://www.eliteprospects.com/player/59741/derrick-pouliot,2014-2013,nhl,Derrick Pouliot ,D
578,Kevan Miller (D),Boston Bruins,41,2,5,7,0.17,15,20,https://www.eliteprospects.com/player/38281/kevan-miller,2014-2013,nhl,Kevan Miller ,D
579,Tim Erixon (D),totals,42,2,5,7,0.17,14,-7,https://www.eliteprospects.com/player/6051/tim-erixon,2014-2013,nhl,Tim Erixon ,D
580,Tye McGinn (LW/RW),totals,51,2,5,7,0.14,21,0,https://www.eliteprospects.com/player/37572/tye-mcginn,2014-2013,nhl,Tye McGinn ,LW/RW
581,Brian Strait (D),New York Islanders,52,2,5,7,0.14,32,-1,https://www.eliteprospects.com/player/9313/brian-strait,2014-2013,nhl,Brian Strait ,D
582,Scott Hannan (D),San Jose Sharks,58,2,5,7,0.12,26,0,https://www.eliteprospects.com/player/9041/scott-hannan,2014-2013,nhl,Scott Hannan ,D
583,Nate Prosser (D),Minnesota Wild,63,2,5,7,0.11,32,-1,https://www.eliteprospects.com/player/38197/nate-prosser,2014-2013,nhl,Nate Prosser ,D
584,Marc-André Cliche (C),Colorado Avalanche,74,2,5,7,0.10,17,-2,https://www.eliteprospects.com/player/10435/marc-andre-cliche,2014-2013,nhl,Marc-André Cliche ,C
585,Anthony Duclair (W/C),New York Rangers,18,1,6,7,0.39,4,4,https://www.eliteprospects.com/player/98665/anthony-duclair,2014-2013,nhl,Anthony Duclair ,W/C
586,Nick Shore (C),Los Angeles Kings,34,1,6,7,0.21,10,0,https://www.eliteprospects.com/player/20724/nick-shore,2014-2013,nhl,Nick Shore ,C
587,Mark Barberio (D),Tampa Bay Lightning,52,1,6,7,0.14,16,-4,https://www.eliteprospects.com/player/19148/mark-barberio,2014-2013,nhl,Mark Barberio ,D
588,Stéphane Robidas (D),Toronto Maple Leafs,52,1,6,7,0.14,34,8,https://www.eliteprospects.com/player/8731/stephane-robidas,2014-2013,nhl,Stéphane Robidas ,D
589,Adam McQuaid (D),Boston Bruins,63,1,6,7,0.11,85,-2,https://www.eliteprospects.com/player/11321/adam-mcquaid,2014-2013,nhl,Adam McQuaid ,D
590,Mike Weber (D),Buffalo Sabres,64,1,6,7,0.11,68,-22,https://www.eliteprospects.com/player/11231/mike-weber,2014-2013,nhl,Mike Weber ,D
591,Craig Adams (RW),Pittsburgh Penguins,70,1,6,7,0.10,44,-1,https://www.eliteprospects.com/player/8756/craig-adams,2014-2013,nhl,Craig Adams ,RW
592,Anton Volchenkov (D),Nashville Predators,46,0,7,7,0.15,14,4,https://www.eliteprospects.com/player/8660/anton-volchenkov,2014-2013,nhl,Anton Volchenkov ,D
593,Jamie McGinn (LW),Colorado Avalanche,19,4,2,6,0.32,6,-9,https://www.eliteprospects.com/player/9336/jamie-mcginn,2014-2013,nhl,Jamie McGinn ,LW
594,Jacob de la Rose (C/W),Montréal Canadiens,33,4,2,6,0.18,12,-5,https://www.eliteprospects.com/player/28436/jacob-de-la-rose,2014-2013,nhl,Jacob de la Rose ,C/W
595,Mikhail Grigorenko (C/RW),Buffalo Sabres,25,3,3,6,0.24,2,-10,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2014-2013,nhl,Mikhail Grigorenko ,C/RW
596,Zach Boychuk (C/LW),Carolina Hurricanes,31,3,3,6,0.19,4,0,https://www.eliteprospects.com/player/11057/zach-boychuk,2014-2013,nhl,Zach Boychuk ,C/LW
597,B.J. Crombeen (RW),Arizona Coyotes,58,3,3,6,0.10,79,-6,https://www.eliteprospects.com/player/9149/b.j.-crombeen,2014-2013,nhl,B.J. Crombeen ,RW
598,Sven Bärtschi (LW),totals,18,2,4,6,0.33,10,-3,https://www.eliteprospects.com/player/33591/sven-bartschi,2014-2013,nhl,Sven Bärtschi ,LW
599,Scott Laughton (C/LW),Philadelphia Flyers,31,2,4,6,0.19,17,-1,https://www.eliteprospects.com/player/76690/scott-laughton,2014-2013,nhl,Scott Laughton ,C/LW
600,Michal Jordán (D),Carolina Hurricanes,38,2,4,6,0.16,4,-7,https://www.eliteprospects.com/player/12567/michal-jordan,2014-2013,nhl,Michal Jordán ,D
601,Paul Postma (D),Winnipeg Jets,42,2,4,6,0.14,16,1,https://www.eliteprospects.com/player/15032/paul-postma,2014-2013,nhl,Paul Postma ,D
602,Jeremy Morin (RW/LW),totals,43,2,4,6,0.14,28,1,https://www.eliteprospects.com/player/17507/jeremy-morin,2014-2013,nhl,Jeremy Morin ,RW/LW
603,Andrew Miller (C/RW),Edmonton Oilers,9,1,5,6,0.67,0,-2,https://www.eliteprospects.com/player/17845/andrew-miller,2014-2013,nhl,Andrew Miller ,C/RW
604,Andrew Ebbett (C/LW),Pittsburgh Penguins,24,1,5,6,0.25,2,1,https://www.eliteprospects.com/player/10418/andrew-ebbett,2014-2013,nhl,Andrew Ebbett ,C/LW
605,Zac Rinaldo (C/W),Philadelphia Flyers,58,1,5,6,0.10,102,-9,https://www.eliteprospects.com/player/19073/zac-rinaldo,2014-2013,nhl,Zac Rinaldo ,C/W
606,Tanner Glass (LW),New York Rangers,66,1,5,6,0.09,98,-12,https://www.eliteprospects.com/player/14085/tanner-glass,2014-2013,nhl,Tanner Glass ,LW
607,Korbinian Holzer (D),totals,34,0,6,6,0.18,25,3,https://www.eliteprospects.com/player/12276/korbinian-holzer,2014-2013,nhl,Korbinian Holzer ,D
608,Josh Gorges (D),Buffalo Sabres,46,0,6,6,0.13,16,-28,https://www.eliteprospects.com/player/9164/josh-gorges,2014-2013,nhl,Josh Gorges ,D
609,Michael Latta (C),Washington Capitals,53,0,6,6,0.11,68,4,https://www.eliteprospects.com/player/14436/michael-latta,2014-2013,nhl,Michael Latta ,C
610,Curtis McKenzie (LW),Dallas Stars,36,4,1,5,0.14,48,-8,https://www.eliteprospects.com/player/19277/curtis-mckenzie,2014-2013,nhl,Curtis McKenzie ,LW
611,William Karlsson (C),totals,21,3,2,5,0.24,2,3,https://www.eliteprospects.com/player/19432/william-karlsson,2014-2013,nhl,William Karlsson ,C
612,Phil Varone (C/W),Buffalo Sabres,28,3,2,5,0.18,10,-14,https://www.eliteprospects.com/player/15485/phil-varone,2014-2013,nhl,Phil Varone ,C/W
613,Michaël Bournival (W/C),Montréal Canadiens,29,3,2,5,0.17,4,3,https://www.eliteprospects.com/player/36719/michael-bournival,2014-2013,nhl,Michaël Bournival ,W/C
614,Peter Harrold (D/W),New Jersey Devils,43,3,2,5,0.12,4,-10,https://www.eliteprospects.com/player/9043/peter-harrold,2014-2013,nhl,Peter Harrold ,D/W
615,Lucas Lessio (LW/RW),Arizona Coyotes,26,2,3,5,0.19,8,-10,https://www.eliteprospects.com/player/45173/lucas-lessio,2014-2013,nhl,Lucas Lessio ,LW/RW
616,Micheal Ferland (LW/RW),Calgary Flames,26,2,3,5,0.19,16,1,https://www.eliteprospects.com/player/45473/micheal-ferland,2014-2013,nhl,Micheal Ferland ,LW/RW
617,Radko Gudas (D),totals,31,2,3,5,0.16,34,-5,https://www.eliteprospects.com/player/18085/radko-gudas,2014-2013,nhl,Radko Gudas ,D
618,Trevor Smith (C/LW),Toronto Maple Leafs,54,2,3,5,0.09,12,-9,https://www.eliteprospects.com/player/11437/trevor-smith,2014-2013,nhl,Trevor Smith ,C/LW
619,Zach Trotman (D),Boston Bruins,27,1,4,5,0.19,0,-2,https://www.eliteprospects.com/player/49303/zach-trotman,2014-2013,nhl,Zach Trotman ,D
620,Michael Chaput (C),Columbus Blue Jackets,33,1,4,5,0.15,21,-8,https://www.eliteprospects.com/player/37543/michael-chaput,2014-2013,nhl,Michael Chaput ,C
621,Martin Marincin (D),Edmonton Oilers,41,1,4,5,0.12,16,-4,https://www.eliteprospects.com/player/34750/martin-marincin,2014-2013,nhl,Martin Marincin ,D
622,Shawn Thornton (RW),Florida Panthers,46,1,4,5,0.11,50,-13,https://www.eliteprospects.com/player/11339/shawn-thornton,2014-2013,nhl,Shawn Thornton ,RW
623,Brandon Bollig (LW/C),Calgary Flames,62,1,4,5,0.08,88,-9,https://www.eliteprospects.com/player/39199/brandon-bollig,2014-2013,nhl,Brandon Bollig ,LW/C
624,Jared Boll (RW),Columbus Blue Jackets,72,1,4,5,0.07,109,-13,https://www.eliteprospects.com/player/14076/jared-boll,2014-2013,nhl,Jared Boll ,RW
625,Brian Gibbons (W/C),Columbus Blue Jackets,25,0,5,5,0.20,8,2,https://www.eliteprospects.com/player/24396/brian-gibbons,2014-2013,nhl,Brian Gibbons ,W/C
626,Jack Hillen (D),totals,38,0,5,5,0.13,10,-1,https://www.eliteprospects.com/player/17778/jack-hillen,2014-2013,nhl,Jack Hillen ,D
627,Tyson Strachan (D),Buffalo Sabres,46,0,5,5,0.11,44,-30,https://www.eliteprospects.com/player/15420/tyson-strachan,2014-2013,nhl,Tyson Strachan ,D
628,Simon Gagné (LW),Boston Bruins,23,3,1,4,0.17,4,0,https://www.eliteprospects.com/player/8828/simon-gagne,2014-2013,nhl,Simon Gagné ,LW
629,John Scott (LW),San Jose Sharks,38,3,1,4,0.11,87,0,https://www.eliteprospects.com/player/11774/john-scott,2014-2013,nhl,John Scott ,LW
630,Steve Pinizzotto (RW),Edmonton Oilers,18,2,2,4,0.22,30,1,https://www.eliteprospects.com/player/15479/steve-pinizzotto,2014-2013,nhl,Steve Pinizzotto ,RW
631,Brandon Kozun (RW),Toronto Maple Leafs,20,2,2,4,0.20,6,-3,https://www.eliteprospects.com/player/23151/brandon-kozun,2014-2013,nhl,Brandon Kozun ,RW
632,Jesse Joensuu (LW),Edmonton Oilers,20,2,2,4,0.20,14,-8,https://www.eliteprospects.com/player/4218/jesse-joensuu,2014-2013,nhl,Jesse Joensuu ,LW
633,Steven Kampfer (D),Florida Panthers,25,2,2,4,0.16,12,-4,https://www.eliteprospects.com/player/12530/steven-kampfer,2014-2013,nhl,Steven Kampfer ,D
634,Brandon Gormley (D),Arizona Coyotes,27,2,2,4,0.15,10,-7,https://www.eliteprospects.com/player/19428/brandon-gormley,2014-2013,nhl,Brandon Gormley ,D
635,Raphael Díaz (D),Calgary Flames,56,2,2,4,0.07,10,-3,https://www.eliteprospects.com/player/17892/raphael-diaz,2014-2013,nhl,Raphael Díaz ,D
636,Ryane Clowe (LW),New Jersey Devils,13,1,3,4,0.31,4,-1,https://www.eliteprospects.com/player/9116/ryane-clowe,2014-2013,nhl,Ryane Clowe ,LW
637,Adam Clendening (D),totals,21,1,3,4,0.19,10,2,https://www.eliteprospects.com/player/20714/adam-clendening,2014-2013,nhl,Adam Clendening ,D
638,Klas Dahlbeck (D),totals,23,1,3,4,0.17,8,-8,https://www.eliteprospects.com/player/13266/klas-dahlbeck,2014-2013,nhl,Klas Dahlbeck ,D
639,Cody McCormick (C/W),Buffalo Sabres,33,1,3,4,0.12,40,-9,https://www.eliteprospects.com/player/8975/cody-mccormick,2014-2013,nhl,Cody McCormick ,C/W
640,Nate Schmidt (D),Washington Capitals,39,1,3,4,0.10,10,-2,https://www.eliteprospects.com/player/38039/nate-schmidt,2014-2013,nhl,Nate Schmidt ,D
641,Mirco Müller (D),San Jose Sharks,39,1,3,4,0.10,10,-8,https://www.eliteprospects.com/player/95044/mirco-muller,2014-2013,nhl,Mirco Müller ,D
642,Jordan Leopold (D),totals,43,1,3,4,0.09,19,-6,https://www.eliteprospects.com/player/8997/jordan-leopold,2014-2013,nhl,Jordan Leopold ,D
643,David Schlemko (D),totals,44,1,3,4,0.09,12,1,https://www.eliteprospects.com/player/11665/david-schlemko,2014-2013,nhl,David Schlemko ,D
644,Manny Malhotra (C),Montréal Canadiens,58,1,3,4,0.07,12,-6,https://www.eliteprospects.com/player/5528/manny-malhotra,2014-2013,nhl,Manny Malhotra ,C
645,Brandon McMillan (C/LW),totals,58,1,3,4,0.07,16,-19,https://www.eliteprospects.com/player/14741/brandon-mcmillan,2014-2013,nhl,Brandon McMillan ,C/LW
646,Zach Sill (C/LW),totals,63,1,3,4,0.06,84,-5,https://www.eliteprospects.com/player/35624/zach-sill,2014-2013,nhl,Zach Sill ,C/LW
647,Taylor Fedun (D),San Jose Sharks,7,0,4,4,0.57,4,0,https://www.eliteprospects.com/player/34064/taylor-fedun,2014-2013,nhl,Taylor Fedun ,D
648,Grant Clitsome (D),Winnipeg Jets,24,0,4,4,0.17,8,4,https://www.eliteprospects.com/player/15053/grant-clitsome,2014-2013,nhl,Grant Clitsome ,D
649,Mike Weaver (D),Montréal Canadiens,31,0,4,4,0.13,6,0,https://www.eliteprospects.com/player/8814/mike-weaver,2014-2013,nhl,Mike Weaver ,D
650,Mark Fraser (D),New Jersey Devils,34,0,4,4,0.12,55,2,https://www.eliteprospects.com/player/11020/mark-fraser,2014-2013,nhl,Mark Fraser ,D
651,Matt Bartkowski (D),Boston Bruins,47,0,4,4,0.09,37,-6,https://www.eliteprospects.com/player/16707/matt-bartkowski,2014-2013,nhl,Matt Bartkowski ,D
652,Mark Pysyk (D),Buffalo Sabres,7,2,1,3,0.43,2,4,https://www.eliteprospects.com/player/23154/mark-pysyk,2014-2013,nhl,Mark Pysyk ,D
653,Sven Andrighetto (W/C),Montréal Canadiens,12,2,1,3,0.25,0,0,https://www.eliteprospects.com/player/70426/sven-andrighetto,2014-2013,nhl,Sven Andrighetto ,W/C
654,Matt Puempel (LW),Ottawa Senators,13,2,1,3,0.23,8,6,https://www.eliteprospects.com/player/45571/matt-puempel,2014-2013,nhl,Matt Puempel ,LW
655,Andy Andreoff (C/LW),Los Angeles Kings,18,2,1,3,0.17,18,1,https://www.eliteprospects.com/player/32736/andy-andreoff,2014-2013,nhl,Andy Andreoff ,C/LW
656,Xavier Ouellet (D),Detroit Red Wings,21,2,1,3,0.14,2,4,https://www.eliteprospects.com/player/45164/xavier-ouellet,2014-2013,nhl,Xavier Ouellet ,D
657,Petteri Lindbohm (D),St. Louis Blues,23,2,1,3,0.13,26,-1,https://www.eliteprospects.com/player/45347/petteri-lindbohm,2014-2013,nhl,Petteri Lindbohm ,D
658,Zack Smith (C/LW),Ottawa Senators,37,2,1,3,0.08,18,-8,https://www.eliteprospects.com/player/14495/zack-smith,2014-2013,nhl,Zack Smith ,C/LW
659,Luke Gazdic (LW),Edmonton Oilers,40,2,1,3,0.08,43,-4,https://www.eliteprospects.com/player/15037/luke-gazdic,2014-2013,nhl,Luke Gazdic ,LW
660,Drew Shore (C),Calgary Flames,11,1,2,3,0.27,0,-5,https://www.eliteprospects.com/player/31263/drew-shore,2014-2013,nhl,Drew Shore ,C
661,Brad Hunt (D),Edmonton Oilers,11,1,2,3,0.27,0,-6,https://www.eliteprospects.com/player/39225/brad-hunt,2014-2013,nhl,Brad Hunt ,D
662,Ryan Murray (D),Columbus Blue Jackets,12,1,2,3,0.25,8,1,https://www.eliteprospects.com/player/41768/ryan-murray,2014-2013,nhl,Ryan Murray ,D
663,Cory Conacher (C/W),New York Islanders,15,1,2,3,0.20,14,-3,https://www.eliteprospects.com/player/33265/cory-conacher,2014-2013,nhl,Cory Conacher ,C/W
664,Iiro Pakarinen (RW/LW),Edmonton Oilers,17,1,2,3,0.18,2,-4,https://www.eliteprospects.com/player/30857/iiro-pakarinen,2014-2013,nhl,Iiro Pakarinen ,RW/LW
665,Adam Burish (RW/LW),San Jose Sharks,20,1,2,3,0.15,33,-6,https://www.eliteprospects.com/player/10196/adam-burish,2014-2013,nhl,Adam Burish ,RW/LW
666,Zac Dalpe (C/RW),Buffalo Sabres,21,1,2,3,0.14,4,-11,https://www.eliteprospects.com/player/18240/zac-dalpe,2014-2013,nhl,Zac Dalpe ,C/RW
667,Kerby Rychel (LW),Columbus Blue Jackets,5,0,3,3,0.60,2,3,https://www.eliteprospects.com/player/82918/kerby-rychel,2014-2013,nhl,Kerby Rychel ,LW
668,Brett Sutter (LW/C),Minnesota Wild,6,0,3,3,0.50,4,1,https://www.eliteprospects.com/player/11630/brett-sutter,2014-2013,nhl,Brett Sutter ,LW/C
669,Stuart Percy (D),Toronto Maple Leafs,9,0,3,3,0.33,2,-4,https://www.eliteprospects.com/player/45602/stuart-percy,2014-2013,nhl,Stuart Percy ,D
670,Brandon Manning (D),Philadelphia Flyers,11,0,3,3,0.27,7,3,https://www.eliteprospects.com/player/23346/brandon-manning,2014-2013,nhl,Brandon Manning ,D
671,Matt Donovan (D),New York Islanders,12,0,3,3,0.25,0,4,https://www.eliteprospects.com/player/14126/matt-donovan,2014-2013,nhl,Matt Donovan ,D
672,Chris Summers (D),totals,20,0,3,3,0.15,8,-12,https://www.eliteprospects.com/player/9317/chris-summers,2014-2013,nhl,Chris Summers ,D
673,Patrik Nemeth (D),Dallas Stars,22,0,3,3,0.14,6,0,https://www.eliteprospects.com/player/10383/patrik-nemeth,2014-2013,nhl,Patrik Nemeth ,D
674,Josh Manson (D),Anaheim Ducks,28,0,3,3,0.11,31,1,https://www.eliteprospects.com/player/47762/josh-manson,2014-2013,nhl,Josh Manson ,D
675,Alexander Petrovic (D),Florida Panthers,33,0,3,3,0.09,34,-4,https://www.eliteprospects.com/player/32778/alexander-petrovic,2014-2013,nhl,Alexander Petrovic ,D
676,Chris Phillips (D),Ottawa Senators,36,0,3,3,0.08,12,0,https://www.eliteprospects.com/player/4719/chris-phillips,2014-2013,nhl,Chris Phillips ,D
677,Joakim Nordström (C/LW),Chicago Blackhawks,38,0,3,3,0.08,4,-5,https://www.eliteprospects.com/player/18332/joakim-nordstrom,2014-2013,nhl,Joakim Nordström ,C/LW
678,Patrick Kaleta (RW),Buffalo Sabres,42,0,3,3,0.07,36,-11,https://www.eliteprospects.com/player/10990/patrick-kaleta,2014-2013,nhl,Patrick Kaleta ,RW
679,Eric Boulton (LW),New York Islanders,10,2,0,2,0.20,30,-1,https://www.eliteprospects.com/player/8556/eric-boulton,2014-2013,nhl,Eric Boulton ,LW
680,Tyler Pitlick (C/RW),Edmonton Oilers,17,2,0,2,0.12,4,-3,https://www.eliteprospects.com/player/40064/tyler-pitlick,2014-2013,nhl,Tyler Pitlick ,C/RW
681,Kael Mouillierat (C/LW),New York Islanders,6,1,1,2,0.33,8,-3,https://www.eliteprospects.com/player/38319/kael-mouillierat,2014-2013,nhl,Kael Mouillierat ,C/LW
682,Chris Mueller (C/RW),New York Rangers,7,1,1,2,0.29,0,-1,https://www.eliteprospects.com/player/17839/chris-mueller,2014-2013,nhl,Chris Mueller ,C/RW
683,Borna Rendulic (RW),Colorado Avalanche,11,1,1,2,0.18,6,1,https://www.eliteprospects.com/player/30359/borna-rendulic,2014-2013,nhl,Borna Rendulic ,RW
684,Stéphane Veilleux (LW),Minnesota Wild,12,1,1,2,0.17,10,0,https://www.eliteprospects.com/player/8839/stephane-veilleux,2014-2013,nhl,Stéphane Veilleux ,LW
685,Joey Hishon (C),Colorado Avalanche,13,1,1,2,0.15,0,-1,https://www.eliteprospects.com/player/15388/joey-hishon,2014-2013,nhl,Joey Hishon ,C
686,Alexei Marchenko (D),Detroit Red Wings,13,1,1,2,0.15,2,1,https://www.eliteprospects.com/player/40249/alexei-marchenko,2014-2013,nhl,Alexei Marchenko ,D
687,Liam O'Brien (C/LW),Washington Capitals,13,1,1,2,0.15,23,4,https://www.eliteprospects.com/player/84724/liam-o-brien,2014-2013,nhl,Liam O'Brien ,C/LW
688,Bryan Rust (RW/LW),Pittsburgh Penguins,14,1,1,2,0.14,4,-3,https://www.eliteprospects.com/player/20708/bryan-rust,2014-2013,nhl,Bryan Rust ,RW/LW
689,Ryan Hamilton (LW),Edmonton Oilers,16,1,1,2,0.13,6,-8,https://www.eliteprospects.com/player/11769/ryan-hamilton,2014-2013,nhl,Ryan Hamilton ,LW
