,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
846,Alexandre Bolduc (C),Arizona Coyotes,3,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/9472/alexandre-bolduc,2014-2013,nhl,Alexandre Bolduc ,C
847,Luke Adam (C/LW),Columbus Blue Jackets,3,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/13785/luke-adam,2014-2013,nhl,Luke Adam ,C/LW
848,Will Acton (C/LW),Edmonton Oilers,3,0,0,0,0.00,5,-2,https://www.eliteprospects.com/player/32173/will-acton,2014-2013,nhl,Will Acton ,C/LW
849,Mike Angelidis (LW/C),Tampa Bay Lightning,3,0,0,0,0.00,12,0,https://www.eliteprospects.com/player/14040/mike-angelidis,2014-2013,nhl,Mike Angelidis ,LW/C
850,Bobby Robins (RW),Boston Bruins,3,0,0,0,0.00,14,0,https://www.eliteprospects.com/player/10502/bobby-robins,2014-2013,nhl,Bobby Robins ,RW
851,Philip Samuelsson (D),Arizona Coyotes,4,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/10809/philip-samuelsson,2014-2013,nhl,Philip Samuelsson ,D
852,Brody Sutter (C/RW),Carolina Hurricanes,4,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/29016/brody-sutter,2014-2013,nhl,Brody Sutter ,C/RW
853,Max Reinhart (C),Calgary Flames,4,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/30443/max-reinhart,2014-2013,nhl,Max Reinhart ,C
854,Eriah Hayes (RW),San Jose Sharks,4,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/31604/eriah-hayes,2014-2013,nhl,Eriah Hayes ,RW
855,Blair Jones (C/RW),Philadelphia Flyers,4,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/11041/blair-jones,2014-2013,nhl,Blair Jones ,C/RW
856,Cameron Schilling (D),Washington Capitals,4,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/38226/cameron-schilling,2014-2013,nhl,Cameron Schilling ,D
857,Conor Allen (D),New York Rangers,4,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/37994/conor-allen,2014-2013,nhl,Conor Allen ,D
858,Micheal Haley (C/W),San Jose Sharks,4,0,0,0,0.00,11,-1,https://www.eliteprospects.com/player/14655/micheal-haley,2014-2013,nhl,Micheal Haley ,C/W
859,Nicklas Jensen (RW/LW),Vancouver Canucks,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/32422/nicklas-jensen,2014-2013,nhl,Nicklas Jensen ,RW/LW
860,Ryan Hartman (RW/C),Chicago Blackhawks,5,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/90345/ryan-hartman,2014-2013,nhl,Ryan Hartman ,RW/C
861,Stefan Elliott (D),Colorado Avalanche,5,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/15735/stefan-elliott,2014-2013,nhl,Stefan Elliott ,D
862,Troy Bodie (RW/LW),Toronto Maple Leafs,5,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/11723/troy-bodie,2014-2013,nhl,Troy Bodie ,RW/LW
863,Dany Heatley (LW/RW),Anaheim Ducks,6,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/3664/dany-heatley,2014-2013,nhl,Dany Heatley ,LW/RW
864,Corey Potter (D),Calgary Flames,6,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9404/corey-potter,2014-2013,nhl,Corey Potter ,D
865,Travis Morin (C),Dallas Stars,6,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/11446/travis-morin,2014-2013,nhl,Travis Morin ,C
866,Viktor Arvidsson (LW/RW),Nashville Predators,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2014-2013,nhl,Viktor Arvidsson ,LW/RW
867,Rasmus Rissanen (D),Carolina Hurricanes,6,0,0,0,0.00,4,-5,https://www.eliteprospects.com/player/17287/rasmus-rissanen,2014-2013,nhl,Rasmus Rissanen ,D
868,Ryan Malone (LW),New York Rangers,6,0,0,0,0.00,4,-4,https://www.eliteprospects.com/player/8721/ryan-malone,2014-2013,nhl,Ryan Malone ,LW
869,Taylor Chorney (D),Pittsburgh Penguins,7,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9204/taylor-chorney,2014-2013,nhl,Taylor Chorney ,D
870,Kyle Cumiskey (D),Chicago Blackhawks,7,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10405/kyle-cumiskey,2014-2013,nhl,Kyle Cumiskey ,D
871,Carter Ashton (LW/RW),Toronto Maple Leafs,7,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/21033/carter-ashton,2014-2013,nhl,Carter Ashton ,LW/RW
872,Patrick Brown (C/RW),Carolina Hurricanes,7,0,0,0,0.00,4,-4,https://www.eliteprospects.com/player/75038/patrick-brown,2014-2013,nhl,Patrick Brown ,C/RW
873,Petter Granberg (D),Toronto Maple Leafs,7,0,0,0,0.00,6,1,https://www.eliteprospects.com/player/13901/petter-granberg,2014-2013,nhl,Petter Granberg ,D
874,Anthony Bitetto (D),Nashville Predators,7,0,0,0,0.00,7,-1,https://www.eliteprospects.com/player/37758/anthony-bitetto,2014-2013,nhl,Anthony Bitetto ,D
875,Eric Tangradi (LW/C),Montréal Canadiens,7,0,0,0,0.00,17,-3,https://www.eliteprospects.com/player/12514/eric-tangradi,2014-2013,nhl,Eric Tangradi ,LW/C
876,Brian McGrattan (RW),Calgary Flames,8,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/8976/brian-mcgrattan,2014-2013,nhl,Brian McGrattan ,RW
877,Jerry D'Amigo (RW/LW),Buffalo Sabres,9,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/31274/jerry-d-amigo,2014-2013,nhl,Jerry D'Amigo ,RW/LW
878,Chris Wagner (RW/C),Anaheim Ducks,9,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/39429/chris-wagner,2014-2013,nhl,Chris Wagner ,RW/C
879,Matt Frattin (LW/RW),Toronto Maple Leafs,9,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/12534/matt-frattin,2014-2013,nhl,Matt Frattin ,LW/RW
880,Mark Fistric (D),Anaheim Ducks,9,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/8399/mark-fistric,2014-2013,nhl,Mark Fistric ,D
881,Scott Harrington (D),Pittsburgh Penguins,10,0,0,0,0.00,4,-10,https://www.eliteprospects.com/player/39653/scott-harrington,2014-2013,nhl,Scott Harrington ,D
882,Karl Stollery (D),totals,10,0,0,0,0.00,6,-1,https://www.eliteprospects.com/player/19292/karl-stollery,2014-2013,nhl,Karl Stollery ,D
883,Nick Cousins (C/LW),Philadelphia Flyers,11,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/45550/nick-cousins,2014-2013,nhl,Nick Cousins ,C/LW
884,Bobby Farnham (RW/LW),Pittsburgh Penguins,11,0,0,0,0.00,24,0,https://www.eliteprospects.com/player/38084/bobby-farnham,2014-2013,nhl,Bobby Farnham ,RW/LW
885,Devin Setoguchi (RW),Calgary Flames,12,0,0,0,0.00,4,-7,https://www.eliteprospects.com/player/9360/devin-setoguchi,2014-2013,nhl,Devin Setoguchi ,RW
886,Mike Brown (RW),San Jose Sharks,12,0,0,0,0.00,22,0,https://www.eliteprospects.com/player/9412/mike-brown,2014-2013,nhl,Mike Brown ,RW
887,Jason Akeson (RW),Philadelphia Flyers,13,0,0,0,0.00,8,-1,https://www.eliteprospects.com/player/18628/jason-akeson,2014-2013,nhl,Jason Akeson ,RW
888,Kimmo Timonen (D),totals,16,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/2664/kimmo-timonen,2014-2013,nhl,Kimmo Timonen ,D
889,Luke Witkowski (D/RW),Tampa Bay Lightning,16,0,0,0,0.00,15,0,https://www.eliteprospects.com/player/19227/luke-witkowski,2014-2013,nhl,Luke Witkowski ,D/RW
890,Greg Pateryn (D),Montréal Canadiens,17,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/15526/greg-pateryn,2014-2013,nhl,Greg Pateryn ,D
891,Jordan Caron (RW/LW),totals,30,0,0,0,0.00,18,-2,https://www.eliteprospects.com/player/32870/jordan-caron,2014-2013,nhl,Jordan Caron ,RW/LW
