,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
11,Patrice Bergeron (C),Boston Bruins,4,3,3,6,1.50,2,6,https://www.eliteprospects.com/player/9079/patrice-bergeron,2022-2021,nhl,Patrice Bergeron ,C
12,Sidney Crosby (C),Pittsburgh Penguins,3,2,4,6,2.00,2,1,https://www.eliteprospects.com/player/6146/sidney-crosby,2022-2021,nhl,Sidney Crosby ,C
13,Leon Draisaitl (C/W),Edmonton Oilers,3,1,5,6,2.00,2,0,https://www.eliteprospects.com/player/71913/leon-draisaitl,2022-2021,nhl,Leon Draisaitl ,C/W
14,Mikko Rantanen (W/C),Colorado Avalanche,3,1,5,6,2.00,2,1,https://www.eliteprospects.com/player/91186/mikko-rantanen,2022-2021,nhl,Mikko Rantanen ,W/C
15,Anze Kopitar (C),Los Angeles Kings,5,1,5,6,1.20,0,-1,https://www.eliteprospects.com/player/4233/anze-kopitar,2022-2021,nhl,Anze Kopitar ,C
16,Mason Marchment (LW/C),Dallas Stars,3,3,2,5,1.67,0,2,https://www.eliteprospects.com/player/208693/mason-marchment,2022-2021,nhl,Mason Marchment ,LW/C
17,Andrei Svechnikov (RW/LW),Carolina Hurricanes,3,3,2,5,1.67,0,3,https://www.eliteprospects.com/player/328556/andrei-svechnikov,2022-2021,nhl,Andrei Svechnikov ,RW/LW
18,Kirill Kaprizov (LW),Minnesota Wild,3,3,2,5,1.67,4,-8,https://www.eliteprospects.com/player/265645/kirill-kaprizov,2022-2021,nhl,Kirill Kaprizov ,LW
19,A.J. Greer (LW),Boston Bruins,4,3,2,5,1.25,2,3,https://www.eliteprospects.com/player/151125/a.j.-greer,2022-2021,nhl,A.J. Greer ,LW
20,Bryan Rust (RW/LW),Pittsburgh Penguins,3,2,3,5,1.67,0,3,https://www.eliteprospects.com/player/20708/bryan-rust,2022-2021,nhl,Bryan Rust ,RW/LW
21,Jake DeBrusk (LW),Boston Bruins,3,2,3,5,1.67,0,5,https://www.eliteprospects.com/player/84242/jake-debrusk,2022-2021,nhl,Jake DeBrusk ,LW
22,Roope Hintz (C/LW),Dallas Stars,3,2,3,5,1.67,0,4,https://www.eliteprospects.com/player/92117/roope-hintz,2022-2021,nhl,Roope Hintz ,C/LW
23,Matt Boldy (LW/RW),Minnesota Wild,3,2,3,5,1.67,0,1,https://www.eliteprospects.com/player/375501/matt-boldy,2022-2021,nhl,Matt Boldy ,LW/RW
24,Shayne Gostisbehere (D),Arizona Coyotes,3,2,3,5,1.67,2,-4,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2022-2021,nhl,Shayne Gostisbehere ,D
25,Mats Zuccarello (RW/LW),Minnesota Wild,3,2,3,5,1.67,2,-7,https://www.eliteprospects.com/player/10881/mats-zuccarello,2022-2021,nhl,Mats Zuccarello ,RW/LW
26,Martin Necas (C/RW),Carolina Hurricanes,3,2,3,5,1.67,4,5,https://www.eliteprospects.com/player/237071/martin-necas,2022-2021,nhl,Martin Necas ,C/RW
27,Alexander Ovechkin (LW),Washington Capitals,4,2,3,5,1.25,0,-2,https://www.eliteprospects.com/player/4230/alexander-ovechkin,2022-2021,nhl,Alexander Ovechkin ,LW
28,Vincent Trocheck (C),New York Rangers,4,2,3,5,1.25,2,-1,https://www.eliteprospects.com/player/45560/vincent-trocheck,2022-2021,nhl,Vincent Trocheck ,C
29,Alex Iafallo (LW/C),Los Angeles Kings,4,2,3,5,1.25,2,2,https://www.eliteprospects.com/player/121859/alex-iafallo,2022-2021,nhl,Alex Iafallo ,LW/C
30,Nick Suzuki (C),Montréal Canadiens,4,2,3,5,1.25,2,1,https://www.eliteprospects.com/player/300436/nick-suzuki,2022-2021,nhl,Nick Suzuki ,C
31,André Burakovsky (LW/RW),Seattle Kraken,4,2,3,5,1.25,2,-3,https://www.eliteprospects.com/player/38705/andre-burakovsky,2022-2021,nhl,André Burakovsky ,LW/RW
32,David Krejci (C),Boston Bruins,4,2,3,5,1.25,2,-4,https://www.eliteprospects.com/player/9226/david-krejci,2022-2021,nhl,David Krejci ,C
33,Jason Robertson (LW),Dallas Stars,3,1,4,5,1.67,0,4,https://www.eliteprospects.com/player/201455/jason-robertson,2022-2021,nhl,Jason Robertson ,LW
34,John Tavares (C),Toronto Maple Leafs,4,1,4,5,1.25,0,0,https://www.eliteprospects.com/player/9223/john-tavares,2022-2021,nhl,John Tavares ,C
35,Adam Fox (D),New York Rangers,4,1,4,5,1.25,2,0,https://www.eliteprospects.com/player/248380/adam-fox,2022-2021,nhl,Adam Fox ,D
36,Kevin Fiala (W/C),Los Angeles Kings,5,1,4,5,1.00,4,0,https://www.eliteprospects.com/player/87971/kevin-fiala,2022-2021,nhl,Kevin Fiala ,W/C
37,Jesper Bratt (LW/RW),New Jersey Devils,3,0,5,5,1.67,2,1,https://www.eliteprospects.com/player/117698/jesper-bratt,2022-2021,nhl,Jesper Bratt ,LW/RW
38,Nikita Kucherov (RW),Tampa Bay Lightning,4,0,5,5,1.25,0,-3,https://www.eliteprospects.com/player/77237/nikita-kucherov,2022-2021,nhl,Nikita Kucherov ,RW
39,Mikael Granlund (C),Nashville Predators,5,0,5,5,1.00,2,-4,https://www.eliteprospects.com/player/16037/mikael-granlund,2022-2021,nhl,Mikael Granlund ,C
40,Nino Niederreiter (RW/LW),Nashville Predators,5,4,0,4,0.80,2,1,https://www.eliteprospects.com/player/17679/nino-niederreiter,2022-2021,nhl,Nino Niederreiter ,RW/LW
41,Oliver Wahlstrom (RW),New York Islanders,2,3,1,4,2.00,0,5,https://www.eliteprospects.com/player/241370/oliver-wahlstrom,2022-2021,nhl,Oliver Wahlstrom ,RW
42,Travis Konecny (RW/LW),Philadelphia Flyers,3,3,1,4,1.33,2,2,https://www.eliteprospects.com/player/205148/travis-konecny,2022-2021,nhl,Travis Konecny ,RW/LW
43,David Perron (LW/RW),Detroit Red Wings,3,3,1,4,1.33,2,1,https://www.eliteprospects.com/player/11123/david-perron,2022-2021,nhl,David Perron ,LW/RW
44,Rasmus Dahlin (D),Buffalo Sabres,3,3,1,4,1.33,2,5,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2022-2021,nhl,Rasmus Dahlin ,D
45,Yevgeni Malkin (C),Pittsburgh Penguins,3,3,1,4,1.33,4,4,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2022-2021,nhl,Yevgeni Malkin ,C
46,Nick Ritchie (LW),Arizona Coyotes,3,3,1,4,1.33,8,-1,https://www.eliteprospects.com/player/99036/nick-ritchie,2022-2021,nhl,Nick Ritchie ,LW
47,William Nylander (RW),Toronto Maple Leafs,4,3,1,4,1.00,0,0,https://www.eliteprospects.com/player/38703/william-nylander,2022-2021,nhl,William Nylander ,RW
48,Cole Caufield (LW/RW),Montréal Canadiens,4,3,1,4,1.00,0,-1,https://www.eliteprospects.com/player/316168/cole-caufield,2022-2021,nhl,Cole Caufield ,LW/RW
49,Bo Horvat (C),Vancouver Canucks,4,3,1,4,1.00,2,-1,https://www.eliteprospects.com/player/117012/bo-horvat,2022-2021,nhl,Bo Horvat ,C
50,Matt Roy (D),Los Angeles Kings,5,3,1,4,0.80,0,-2,https://www.eliteprospects.com/player/191271/matt-roy,2022-2021,nhl,Matt Roy ,D
51,Noah Dobson (D),New York Islanders,3,2,2,4,1.33,0,1,https://www.eliteprospects.com/player/275797/noah-dobson,2022-2021,nhl,Noah Dobson ,D
52,Colin White (C/RW),Florida Panthers,3,2,2,4,1.33,0,4,https://www.eliteprospects.com/player/183810/colin-white,2022-2021,nhl,Colin White ,C/RW
53,Brady Tkachuk (LW),Ottawa Senators,3,2,2,4,1.33,0,0,https://www.eliteprospects.com/player/201473/brady-tkachuk,2022-2021,nhl,Brady Tkachuk ,LW
54,Jake Guentzel (W/C),Pittsburgh Penguins,3,2,2,4,1.33,0,2,https://www.eliteprospects.com/player/199870/jake-guentzel,2022-2021,nhl,Jake Guentzel ,W/C
55,Sebastian Aho (C/LW),Carolina Hurricanes,3,2,2,4,1.33,2,2,https://www.eliteprospects.com/player/152111/sebastian-aho,2022-2021,nhl,Sebastian Aho ,C/LW
56,Artturi Lehkonen (LW),Colorado Avalanche,3,2,2,4,1.33,6,0,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2022-2021,nhl,Artturi Lehkonen ,LW
57,Matthew Tkachuk (LW/RW),Florida Panthers,3,2,2,4,1.33,8,-2,https://www.eliteprospects.com/player/233030/matthew-tkachuk,2022-2021,nhl,Matthew Tkachuk ,LW/RW
58,Johnny Gaudreau (LW),Columbus Blue Jackets,4,2,2,4,1.00,0,3,https://www.eliteprospects.com/player/88391/johnny-gaudreau,2022-2021,nhl,Johnny Gaudreau ,LW
59,Nazem Kadri (C),Calgary Flames,3,1,3,4,1.33,0,0,https://www.eliteprospects.com/player/14728/nazem-kadri,2022-2021,nhl,Nazem Kadri ,C
60,Dylan Larkin (C),Detroit Red Wings,3,1,3,4,1.33,0,6,https://www.eliteprospects.com/player/177693/dylan-larkin,2022-2021,nhl,Dylan Larkin ,C
61,Tyler Seguin (C/RW),Dallas Stars,3,1,3,4,1.33,0,2,https://www.eliteprospects.com/player/23807/tyler-seguin,2022-2021,nhl,Tyler Seguin ,C/RW
62,Olli Määttä (D),Detroit Red Wings,3,1,3,4,1.33,0,3,https://www.eliteprospects.com/player/43543/olli-maatta,2022-2021,nhl,Olli Määttä ,D
63,Drake Batherson (RW/C),Ottawa Senators,3,1,3,4,1.33,2,1,https://www.eliteprospects.com/player/195192/drake-batherson,2022-2021,nhl,Drake Batherson ,RW/C
64,Tony DeAngelo (D),Philadelphia Flyers,3,1,3,4,1.33,2,4,https://www.eliteprospects.com/player/89818/tony-deangelo,2022-2021,nhl,Tony DeAngelo ,D
65,James van Riemsdyk (LW),Philadelphia Flyers,3,1,3,4,1.33,4,3,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2022-2021,nhl,James van Riemsdyk ,LW
66,Oskar Sundqvist (C),Detroit Red Wings,3,1,3,4,1.33,4,0,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2022-2021,nhl,Oskar Sundqvist ,C
67,Anders Lee (LW),New York Islanders,3,1,3,4,1.33,6,3,https://www.eliteprospects.com/player/19068/anders-lee,2022-2021,nhl,Anders Lee ,LW
68,Matty Beniers (C),Seattle Kraken,4,1,3,4,1.00,0,-2,https://www.eliteprospects.com/player/201739/matty-beniers,2022-2021,nhl,Matty Beniers ,C
69,Dylan Strome (C/RW),Washington Capitals,4,1,3,4,1.00,0,-3,https://www.eliteprospects.com/player/228107/dylan-strome,2022-2021,nhl,Dylan Strome ,C/RW
70,Mitchell Marner (RW),Toronto Maple Leafs,4,1,3,4,1.00,4,0,https://www.eliteprospects.com/player/223194/mitchell-marner,2022-2021,nhl,Mitchell Marner ,RW
71,Calen Addison (D),Minnesota Wild,3,0,4,4,1.33,0,-5,https://www.eliteprospects.com/player/278861/calen-addison,2022-2021,nhl,Calen Addison ,D
72,Kevin Hayes (C),Philadelphia Flyers,3,0,4,4,1.33,0,-1,https://www.eliteprospects.com/player/40243/kevin-hayes,2022-2021,nhl,Kevin Hayes ,C
73,Brock Nelson (C),New York Islanders,3,0,4,4,1.33,4,3,https://www.eliteprospects.com/player/74997/brock-nelson,2022-2021,nhl,Brock Nelson ,C
74,Cale Makar (D),Colorado Avalanche,3,0,4,4,1.33,4,1,https://www.eliteprospects.com/player/199655/cale-makar,2022-2021,nhl,Cale Makar ,D
75,Morgan Rielly (D),Toronto Maple Leafs,4,0,4,4,1.00,0,-5,https://www.eliteprospects.com/player/41184/morgan-rielly,2022-2021,nhl,Morgan Rielly ,D
76,Quinn Hughes (D),Vancouver Canucks,4,0,4,4,1.00,2,1,https://www.eliteprospects.com/player/201671/quinn-hughes,2022-2021,nhl,Quinn Hughes ,D
77,Connor Clifton (D),Boston Bruins,4,0,4,4,1.00,5,3,https://www.eliteprospects.com/player/131370/connor-clifton,2022-2021,nhl,Connor Clifton ,D
78,Yevgeni Kuznetsov (C),Washington Capitals,4,0,4,4,1.00,6,2,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2022-2021,nhl,Yevgeni Kuznetsov ,C
79,Mark Scheifele (C),Winnipeg Jets,2,3,0,3,1.50,0,0,https://www.eliteprospects.com/player/75379/mark-scheifele,2022-2021,nhl,Mark Scheifele ,C
80,Jonathan Marchessault (LW/RW),Vegas Golden Knights,4,3,0,3,0.75,0,1,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2022-2021,nhl,Jonathan Marchessault ,LW/RW
81,Conor Sheary (LW/RW),Washington Capitals,4,3,0,3,0.75,4,2,https://www.eliteprospects.com/player/94484/conor-sheary,2022-2021,nhl,Conor Sheary ,LW/RW
82,Alex Tuch (RW/C),Buffalo Sabres,3,2,1,3,1.00,0,4,https://www.eliteprospects.com/player/178526/alex-tuch,2022-2021,nhl,Alex Tuch ,RW/C
83,Claude Giroux (W/C),Ottawa Senators,3,2,1,3,1.00,0,-3,https://www.eliteprospects.com/player/10437/claude-giroux,2022-2021,nhl,Claude Giroux ,W/C
84,Miro Heiskanen (D),Dallas Stars,3,2,1,3,1.00,2,5,https://www.eliteprospects.com/player/250075/miro-heiskanen,2022-2021,nhl,Miro Heiskanen ,D
85,JJ Peterka (W/C),Buffalo Sabres,3,2,1,3,1.00,2,1,https://www.eliteprospects.com/player/381855/jj-peterka,2022-2021,nhl,JJ Peterka ,W/C
86,Morgan Frost (C),Philadelphia Flyers,3,2,1,3,1.00,2,3,https://www.eliteprospects.com/player/317025/morgan-frost,2022-2021,nhl,Morgan Frost ,C
87,Darnell Nurse (D),Edmonton Oilers,3,2,1,3,1.00,4,1,https://www.eliteprospects.com/player/97352/darnell-nurse,2022-2021,nhl,Darnell Nurse ,D
88,Dougie Hamilton (D),New Jersey Devils,3,2,1,3,1.00,4,1,https://www.eliteprospects.com/player/45596/dougie-hamilton,2022-2021,nhl,Dougie Hamilton ,D
89,Joel Eriksson Ek (C),Minnesota Wild,3,2,1,3,1.00,6,-3,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2022-2021,nhl,Joel Eriksson Ek ,C
90,Sam Lafferty (C/LW),Chicago Blackhawks,3,2,1,3,1.00,7,1,https://www.eliteprospects.com/player/259043/sam-lafferty,2022-2021,nhl,Sam Lafferty ,C/LW
91,Jaden Schwartz (LW),Seattle Kraken,4,2,1,3,0.75,0,0,https://www.eliteprospects.com/player/33907/jaden-schwartz,2022-2021,nhl,Jaden Schwartz ,LW
92,Yevgeni Svechnikov (RW/LW),San Jose Sharks,4,2,1,3,0.75,0,1,https://www.eliteprospects.com/player/168679/yevgeni-svechnikov,2022-2021,nhl,Yevgeni Svechnikov ,RW/LW
93,Trevor Zegras (C),Anaheim Ducks,4,2,1,3,0.75,0,-3,https://www.eliteprospects.com/player/424453/trevor-zegras,2022-2021,nhl,Trevor Zegras ,C
94,Nick Foligno (LW/RW),Boston Bruins,4,2,1,3,0.75,2,-1,https://www.eliteprospects.com/player/10675/nick-foligno,2022-2021,nhl,Nick Foligno ,LW/RW
95,J.T. Miller (C/W),Vancouver Canucks,4,2,1,3,0.75,2,-4,https://www.eliteprospects.com/player/38624/j.t.-miller,2022-2021,nhl,J.T. Miller ,C/W
96,Chris Kreider (LW),New York Rangers,4,2,1,3,0.75,2,1,https://www.eliteprospects.com/player/37998/chris-kreider,2022-2021,nhl,Chris Kreider ,LW
97,Filip Forsberg (W/C),Nashville Predators,5,2,1,3,0.60,0,-3,https://www.eliteprospects.com/player/29626/filip-forsberg,2022-2021,nhl,Filip Forsberg ,W/C
98,Jason Dickinson (C/LW),Chicago Blackhawks,1,1,2,3,3.00,0,1,https://www.eliteprospects.com/player/117018/jason-dickinson,2022-2021,nhl,Jason Dickinson ,C/LW
99,Jason Zucker (LW/RW),Pittsburgh Penguins,3,1,2,3,1.00,0,4,https://www.eliteprospects.com/player/20726/jason-zucker,2022-2021,nhl,Jason Zucker ,LW/RW
100,Dominik Kubalík (LW),Detroit Red Wings,3,1,2,3,1.00,0,2,https://www.eliteprospects.com/player/101221/dominik-kubalik,2022-2021,nhl,Dominik Kubalík ,LW
101,Joe Pavelski (C/RW),Dallas Stars,3,1,2,3,1.00,0,4,https://www.eliteprospects.com/player/10372/joe-pavelski,2022-2021,nhl,Joe Pavelski ,C/RW
102,Jason Zucker (LW/RW),Pittsburgh Penguins,3,1,2,3,1.00,0,4,https://www.eliteprospects.com/player/20726/jason-zucker,2022-2021,nhl,Jason Zucker ,LW/RW
103,Danton Heinen (W/C),Pittsburgh Penguins,3,1,2,3,1.00,0,2,https://www.eliteprospects.com/player/105821/danton-heinen,2022-2021,nhl,Danton Heinen ,W/C
104,Gustav Forsling (D),Florida Panthers,3,1,2,3,1.00,2,3,https://www.eliteprospects.com/player/86366/gustav-forsling,2022-2021,nhl,Gustav Forsling ,D
105,Jeff Carter (C),Pittsburgh Penguins,3,1,2,3,1.00,2,1,https://www.eliteprospects.com/player/8813/jeff-carter,2022-2021,nhl,Jeff Carter ,C
106,Michael Rasmussen (C),Detroit Red Wings,3,1,2,3,1.00,2,1,https://www.eliteprospects.com/player/286738/michael-rasmussen,2022-2021,nhl,Michael Rasmussen ,C
107,Michael Stone (D),Calgary Flames,3,1,2,3,1.00,2,2,https://www.eliteprospects.com/player/11708/michael-stone,2022-2021,nhl,Michael Stone ,D
108,Tim Stützle (LW/C),Ottawa Senators,3,1,2,3,1.00,2,2,https://www.eliteprospects.com/player/348134/tim-stutzle,2022-2021,nhl,Tim Stützle ,LW/C
109,Rasmus Andersson (D),Calgary Flames,3,1,2,3,1.00,4,0,https://www.eliteprospects.com/player/86137/rasmus-andersson,2022-2021,nhl,Rasmus Andersson ,D
110,Pavel Zacha (C/LW),Boston Bruins,4,1,2,3,0.75,0,-3,https://www.eliteprospects.com/player/130786/pavel-zacha,2022-2021,nhl,Pavel Zacha ,C/LW
111,Jack Eichel (C),Vegas Golden Knights,4,1,2,3,0.75,0,1,https://www.eliteprospects.com/player/191959/jack-eichel,2022-2021,nhl,Jack Eichel ,C
112,Mark Stone (RW),Vegas Golden Knights,4,1,2,3,0.75,0,2,https://www.eliteprospects.com/player/32806/mark-stone,2022-2021,nhl,Mark Stone ,RW
113,T.J. Oshie (RW),Washington Capitals,4,1,2,3,0.75,0,1,https://www.eliteprospects.com/player/9209/t.j.-oshie,2022-2021,nhl,T.J. Oshie ,RW
114,Alexis Lafrenière (LW/RW),New York Rangers,4,1,2,3,0.75,0,1,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2022-2021,nhl,Alexis Lafrenière ,LW/RW
115,Marcus Johansson (C/LW),Washington Capitals,4,1,2,3,0.75,0,2,https://www.eliteprospects.com/player/6225/marcus-johansson,2022-2021,nhl,Marcus Johansson ,C/LW
116,Charlie Coyle (C/RW),Boston Bruins,4,1,2,3,0.75,2,1,https://www.eliteprospects.com/player/60251/charlie-coyle,2022-2021,nhl,Charlie Coyle ,C/RW
117,Ryan Strome (C/RW),Anaheim Ducks,4,1,2,3,0.75,2,-1,https://www.eliteprospects.com/player/44789/ryan-strome,2022-2021,nhl,Ryan Strome ,C/RW
118,Justin Schultz (D),Seattle Kraken,4,1,2,3,0.75,2,-1,https://www.eliteprospects.com/player/18241/justin-schultz,2022-2021,nhl,Justin Schultz ,D
119,Arthur Kaliyev (RW/LW),Los Angeles Kings,4,1,2,3,0.75,2,1,https://www.eliteprospects.com/player/316114/arthur-kaliyev,2022-2021,nhl,Arthur Kaliyev ,RW/LW
120,Erik Karlsson (D),San Jose Sharks,5,1,2,3,0.60,0,-3,https://www.eliteprospects.com/player/9878/erik-karlsson,2022-2021,nhl,Erik Karlsson ,D
121,Ryan Johansen (C),Nashville Predators,5,1,2,3,0.60,2,1,https://www.eliteprospects.com/player/45512/ryan-johansen,2022-2021,nhl,Ryan Johansen ,C
122,Eeli Tolvanen (RW/LW),Nashville Predators,5,1,2,3,0.60,2,2,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2022-2021,nhl,Eeli Tolvanen ,RW/LW
123,Matt Duchene (C/RW),Nashville Predators,5,1,2,3,0.60,16,-1,https://www.eliteprospects.com/player/12571/matt-duchene,2022-2021,nhl,Matt Duchene ,C/RW
124,Nikolaj Ehlers (LW),Winnipeg Jets,2,0,3,3,1.50,0,0,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2022-2021,nhl,Nikolaj Ehlers ,LW
125,Ivan Provorov (D),Philadelphia Flyers,3,0,3,3,1.00,0,5,https://www.eliteprospects.com/player/242584/ivan-provorov,2022-2021,nhl,Ivan Provorov ,D
126,Jonathan Huberdeau (LW),Calgary Flames,3,0,3,3,1.00,0,-1,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,2022-2021,nhl,Jonathan Huberdeau ,LW
127,MacKenzie Weegar (D),Calgary Flames,3,0,3,3,1.00,0,0,https://www.eliteprospects.com/player/97908/mackenzie-weegar,2022-2021,nhl,MacKenzie Weegar ,D
128,Kris Letang (D),Pittsburgh Penguins,3,0,3,3,1.00,0,2,https://www.eliteprospects.com/player/9189/kris-letang,2022-2021,nhl,Kris Letang ,D
129,Mathew Barzal (C),New York Islanders,3,0,3,3,1.00,2,0,https://www.eliteprospects.com/player/186310/mathew-barzal,2022-2021,nhl,Mathew Barzal ,C
130,Tyler Johnson (C),Chicago Blackhawks,3,0,3,3,1.00,2,1,https://www.eliteprospects.com/player/12078/tyler-johnson,2022-2021,nhl,Tyler Johnson ,C
131,J.J. Moser (D),Arizona Coyotes,3,0,3,3,1.00,2,-2,https://www.eliteprospects.com/player/338571/j.j.-moser,2022-2021,nhl,J.J. Moser ,D
132,Chandler Stephenson (C/LW),Vegas Golden Knights,4,0,3,3,0.75,0,1,https://www.eliteprospects.com/player/60726/chandler-stephenson,2022-2021,nhl,Chandler Stephenson ,C/LW
133,Victor Hedman (D),Tampa Bay Lightning,4,0,3,3,0.75,0,-2,https://www.eliteprospects.com/player/6007/victor-hedman,2022-2021,nhl,Victor Hedman ,D
134,Nicolas Roy (C/RW),Vegas Golden Knights,4,0,3,3,0.75,0,1,https://www.eliteprospects.com/player/151361/nicolas-roy,2022-2021,nhl,Nicolas Roy ,C/RW
135,Alex Pietrangelo (D),Vegas Golden Knights,4,0,3,3,0.75,0,0,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2022-2021,nhl,Alex Pietrangelo ,D
136,Vladislav Namestnikov (C/LW),Tampa Bay Lightning,4,0,3,3,0.75,2,0,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2022-2021,nhl,Vladislav Namestnikov ,C/LW
137,Sean Durzi (D),Los Angeles Kings,4,0,3,3,0.75,2,-2,https://www.eliteprospects.com/player/268973/sean-durzi,2022-2021,nhl,Sean Durzi ,D
138,Brock Boeser (RW),Vancouver Canucks,4,0,3,3,0.75,4,-2,https://www.eliteprospects.com/player/248381/brock-boeser,2022-2021,nhl,Brock Boeser ,RW
139,Boone Jenner (C),Columbus Blue Jackets,4,0,3,3,0.75,6,2,https://www.eliteprospects.com/player/45587/boone-jenner,2022-2021,nhl,Boone Jenner ,C
140,Mason McTavish (C),Anaheim Ducks,4,0,3,3,0.75,6,-2,https://www.eliteprospects.com/player/479812/mason-mctavish,2022-2021,nhl,Mason McTavish ,C
141,Ryan McDonagh (D),Nashville Predators,5,0,3,3,0.60,0,1,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2022-2021,nhl,Ryan McDonagh ,D
142,Mario Ferraro (D),San Jose Sharks,5,0,3,3,0.60,0,-4,https://www.eliteprospects.com/player/245622/mario-ferraro,2022-2021,nhl,Mario Ferraro ,D
143,Trevor Moore (C/W),Los Angeles Kings,5,0,3,3,0.60,0,-2,https://www.eliteprospects.com/player/87846/trevor-moore,2022-2021,nhl,Trevor Moore ,C/W
144,Quinton Byfield (C),Los Angeles Kings,5,0,3,3,0.60,2,3,https://www.eliteprospects.com/player/503020/quinton-byfield,2022-2021,nhl,Quinton Byfield ,C
145,Vladimir Tarasenko (RW),St. Louis Blues,1,2,0,2,2.00,0,2,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2022-2021,nhl,Vladimir Tarasenko ,RW
146,Shane Pinto (C),Ottawa Senators,3,2,0,2,0.67,0,-3,https://www.eliteprospects.com/player/388979/shane-pinto,2022-2021,nhl,Shane Pinto ,C
147,Elias Lindholm (C),Calgary Flames,3,2,0,2,0.67,0,-1,https://www.eliteprospects.com/player/33387/elias-lindholm,2022-2021,nhl,Elias Lindholm ,C
148,Victor Olofsson (LW/RW),Buffalo Sabres,3,2,0,2,0.67,0,1,https://www.eliteprospects.com/player/86308/victor-olofsson,2022-2021,nhl,Victor Olofsson ,LW/RW
149,Seth Jarvis (C/RW),Carolina Hurricanes,3,2,0,2,0.67,0,2,https://www.eliteprospects.com/player/201952/seth-jarvis,2022-2021,nhl,Seth Jarvis ,C/RW
150,Jakob Silfverberg (RW/LW),Anaheim Ducks,3,2,0,2,0.67,0,0,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2022-2021,nhl,Jakob Silfverberg ,RW/LW
151,Mikael Backlund (C),Calgary Flames,3,2,0,2,0.67,2,-1,https://www.eliteprospects.com/player/4295/mikael-backlund,2022-2021,nhl,Mikael Backlund ,C
152,Scott Mayfield (D),New York Islanders,3,2,0,2,0.67,2,1,https://www.eliteprospects.com/player/45906/scott-mayfield,2022-2021,nhl,Scott Mayfield ,D
153,Tyler Toffoli (W/C),Calgary Flames,3,2,0,2,0.67,2,-3,https://www.eliteprospects.com/player/23813/tyler-toffoli,2022-2021,nhl,Tyler Toffoli ,W/C
154,Robin Salo (D),New York Islanders,3,2,0,2,0.67,4,2,https://www.eliteprospects.com/player/197821/robin-salo,2022-2021,nhl,Robin Salo ,D
