,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
155,Scott Laughton (C/LW),Philadelphia Flyers,3,2,0,2,0.67,4,2,https://www.eliteprospects.com/player/76690/scott-laughton,2022-2021,nhl,Scott Laughton ,C/LW
156,Jonathan Toews (C),Chicago Blackhawks,3,2,0,2,0.67,4,1,https://www.eliteprospects.com/player/8792/jonathan-toews,2022-2021,nhl,Jonathan Toews ,C
157,Kaapo Kakko (RW),New York Rangers,4,2,0,2,0.50,0,1,https://www.eliteprospects.com/player/396655/kaapo-kakko,2022-2021,nhl,Kaapo Kakko ,RW
158,Gustav Nyquist (C/W),Columbus Blue Jackets,4,2,0,2,0.50,2,0,https://www.eliteprospects.com/player/6223/gustav-nyquist,2022-2021,nhl,Gustav Nyquist ,C/W
159,Frank Vatrano (W/C),Anaheim Ducks,4,2,0,2,0.50,2,-2,https://www.eliteprospects.com/player/59733/frank-vatrano,2022-2021,nhl,Frank Vatrano ,W/C
160,Anthony Mantha (RW/LW),Washington Capitals,4,2,0,2,0.50,5,-1,https://www.eliteprospects.com/player/104045/anthony-mantha,2022-2021,nhl,Anthony Mantha ,RW/LW
161,Nico Sturm (C/LW),San Jose Sharks,5,2,0,2,0.40,2,0,https://www.eliteprospects.com/player/54457/nico-sturm,2022-2021,nhl,Nico Sturm ,C/LW
162,Phillip Danault (C/LW),Los Angeles Kings,5,2,0,2,0.40,2,-3,https://www.eliteprospects.com/player/45282/phillip-danault,2022-2021,nhl,Phillip Danault ,C/LW
163,Pavel Buchnevich (RW/LW),St. Louis Blues,1,1,1,2,2.00,0,3,https://www.eliteprospects.com/player/158906/pavel-buchnevich,2022-2021,nhl,Pavel Buchnevich ,RW/LW
164,Kyle Connor (LW),Winnipeg Jets,2,1,1,2,1.00,0,1,https://www.eliteprospects.com/player/177671/kyle-connor,2022-2021,nhl,Kyle Connor ,LW
165,Nico Hischier (C),New Jersey Devils,2,1,1,2,1.00,0,-1,https://www.eliteprospects.com/player/116244/nico-hischier,2022-2021,nhl,Nico Hischier ,C
166,Jakub Vrána (LW/RW),Detroit Red Wings,2,1,1,2,1.00,0,1,https://www.eliteprospects.com/player/101250/jakub-vrana,2022-2021,nhl,Jakub Vrána ,LW/RW
167,Cody Ceci (D),Edmonton Oilers,3,1,1,2,0.67,0,3,https://www.eliteprospects.com/player/45584/cody-ceci,2022-2021,nhl,Cody Ceci ,D
168,Taylor Raddysh (RW),Chicago Blackhawks,3,1,1,2,0.67,0,2,https://www.eliteprospects.com/player/245610/taylor-raddysh,2022-2021,nhl,Taylor Raddysh ,RW
169,Clayton Keller (W/C),Arizona Coyotes,3,1,1,2,0.67,0,-5,https://www.eliteprospects.com/player/226432/clayton-keller,2022-2021,nhl,Clayton Keller ,W/C
170,Kasperi Kapanen (RW/LW),Pittsburgh Penguins,3,1,1,2,0.67,0,1,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2022-2021,nhl,Kasperi Kapanen ,RW/LW
171,Anthony Beauvillier (LW/C),New York Islanders,3,1,1,2,0.67,0,-1,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2022-2021,nhl,Anthony Beauvillier ,LW/C
172,Andrew Cogliano (C/LW),Colorado Avalanche,3,1,1,2,0.67,0,2,https://www.eliteprospects.com/player/9187/andrew-cogliano,2022-2021,nhl,Andrew Cogliano ,C/LW
173,Zach Parise (LW/RW),New York Islanders,3,1,1,2,0.67,0,2,https://www.eliteprospects.com/player/8903/zach-parise,2022-2021,nhl,Zach Parise ,LW/RW
174,Brady Skjei (D),Carolina Hurricanes,3,1,1,2,0.67,0,6,https://www.eliteprospects.com/player/90352/brady-skjei,2022-2021,nhl,Brady Skjei ,D
175,Andrew Mangiapane (W/C),Calgary Flames,3,1,1,2,0.67,0,2,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2022-2021,nhl,Andrew Mangiapane ,W/C
176,Kiefer Sherwood (W/C),Nashville Predators,3,1,1,2,0.67,2,2,https://www.eliteprospects.com/player/196607/kiefer-sherwood,2022-2021,nhl,Kiefer Sherwood ,W/C
177,Sam Bennett (C/LW),Florida Panthers,3,1,1,2,0.67,2,-4,https://www.eliteprospects.com/player/189371/sam-bennett,2022-2021,nhl,Sam Bennett ,C/LW
178,Jordan Martinook (W/C),Carolina Hurricanes,3,1,1,2,0.67,2,2,https://www.eliteprospects.com/player/44271/jordan-martinook,2022-2021,nhl,Jordan Martinook ,W/C
179,Artyom Zub (D),Ottawa Senators,3,1,1,2,0.67,2,1,https://www.eliteprospects.com/player/182436/artyom-zub,2022-2021,nhl,Artyom Zub ,D
180,Christian Fischer (RW/C),Arizona Coyotes,3,1,1,2,0.67,2,1,https://www.eliteprospects.com/player/226901/christian-fischer,2022-2021,nhl,Christian Fischer ,RW/C
181,Ben Chiarot (D),Detroit Red Wings,3,1,1,2,0.67,2,1,https://www.eliteprospects.com/player/33875/ben-chiarot,2022-2021,nhl,Ben Chiarot ,D
182,Samuel Girard (D),Colorado Avalanche,3,1,1,2,0.67,2,3,https://www.eliteprospects.com/player/251476/samuel-girard,2022-2021,nhl,Samuel Girard ,D
183,William Carrier (LW),Vegas Golden Knights,3,1,1,2,0.67,2,1,https://www.eliteprospects.com/player/88662/william-carrier,2022-2021,nhl,William Carrier ,LW
184,Jacob Middleton (D),Minnesota Wild,3,1,1,2,0.67,4,1,https://www.eliteprospects.com/player/150872/jacob-middleton,2022-2021,nhl,Jacob Middleton ,D
185,Dawson Mercer (C),New Jersey Devils,3,1,1,2,0.67,4,-3,https://www.eliteprospects.com/player/320305/dawson-mercer,2022-2021,nhl,Dawson Mercer ,C
186,Dillon Dubé (C/LW),Calgary Flames,3,1,1,2,0.67,4,0,https://www.eliteprospects.com/player/157256/dillon-dube,2022-2021,nhl,Dillon Dubé ,C/LW
187,Trent Frederic (C/LW),Boston Bruins,3,1,1,2,0.67,7,3,https://www.eliteprospects.com/player/272221/trent-frederic,2022-2021,nhl,Trent Frederic ,C/LW
188,Marcus Foligno (LW/RW),Minnesota Wild,3,1,1,2,0.67,9,-2,https://www.eliteprospects.com/player/18601/marcus-foligno,2022-2021,nhl,Marcus Foligno ,LW/RW
189,Auston Matthews (C),Toronto Maple Leafs,4,1,1,2,0.50,0,1,https://www.eliteprospects.com/player/199898/auston-matthews,2022-2021,nhl,Auston Matthews ,C
190,Jared McCann (C/LW),Seattle Kraken,4,1,1,2,0.50,0,-4,https://www.eliteprospects.com/player/189369/jared-mccann,2022-2021,nhl,Jared McCann ,C/LW
191,Zach Werenski (D),Columbus Blue Jackets,4,1,1,2,0.50,0,-2,https://www.eliteprospects.com/player/186311/zach-werenski,2022-2021,nhl,Zach Werenski ,D
192,Andrey Kuzmenko (LW),Vancouver Canucks,4,1,1,2,0.50,0,-2,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,2022-2021,nhl,Andrey Kuzmenko ,LW
193,Lars Eller (C),Washington Capitals,4,1,1,2,0.50,0,1,https://www.eliteprospects.com/player/5995/lars-eller,2022-2021,nhl,Lars Eller ,C
194,Vladislav Gavrikov (D),Columbus Blue Jackets,4,1,1,2,0.50,0,0,https://www.eliteprospects.com/player/165015/vladislav-gavrikov,2022-2021,nhl,Vladislav Gavrikov ,D
195,Oliver Bjorkstrand (RW),Seattle Kraken,4,1,1,2,0.50,0,1,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2022-2021,nhl,Oliver Bjorkstrand ,RW
196,Brayden Point (C),Tampa Bay Lightning,4,1,1,2,0.50,0,-2,https://www.eliteprospects.com/player/62204/brayden-point,2022-2021,nhl,Brayden Point ,C
197,Reilly Smith (RW/LW),Vegas Golden Knights,4,1,1,2,0.50,0,3,https://www.eliteprospects.com/player/33903/reilly-smith,2022-2021,nhl,Reilly Smith ,RW/LW
198,Shea Theodore (D),Vegas Golden Knights,4,1,1,2,0.50,0,6,https://www.eliteprospects.com/player/101581/shea-theodore,2022-2021,nhl,Shea Theodore ,D
199,Cody Glass (C),Nashville Predators,4,1,1,2,0.50,2,2,https://www.eliteprospects.com/player/201704/cody-glass,2022-2021,nhl,Cody Glass ,C
200,Michael Bunting (LW/RW),Toronto Maple Leafs,4,1,1,2,0.50,2,0,https://www.eliteprospects.com/player/245191/michael-bunting,2022-2021,nhl,Michael Bunting ,LW/RW
201,Cody Glass (C),Nashville Predators,4,1,1,2,0.50,2,2,https://www.eliteprospects.com/player/201704/cody-glass,2022-2021,nhl,Cody Glass ,C
202,John Carlson (D),Washington Capitals,4,1,1,2,0.50,2,-1,https://www.eliteprospects.com/player/18590/john-carlson,2022-2021,nhl,John Carlson ,D
203,William Karlsson (C),Vegas Golden Knights,4,1,1,2,0.50,2,1,https://www.eliteprospects.com/player/19432/william-karlsson,2022-2021,nhl,William Karlsson ,C
204,Sean Monahan (C),Montréal Canadiens,4,1,1,2,0.50,2,0,https://www.eliteprospects.com/player/85013/sean-monahan,2022-2021,nhl,Sean Monahan ,C
205,Kirby Dach (C),Montréal Canadiens,4,1,1,2,0.50,2,0,https://www.eliteprospects.com/player/268089/kirby-dach,2022-2021,nhl,Kirby Dach ,C
206,Hampus Lindholm (D),Boston Bruins,4,1,1,2,0.50,4,4,https://www.eliteprospects.com/player/34882/hampus-lindholm,2022-2021,nhl,Hampus Lindholm ,D
207,Nic Dowd (C/RW),Washington Capitals,4,1,1,2,0.50,4,-1,https://www.eliteprospects.com/player/39372/nic-dowd,2022-2021,nhl,Nic Dowd ,C/RW
208,Barclay Goodrow (C/W),New York Rangers,4,1,1,2,0.50,4,2,https://www.eliteprospects.com/player/45398/barclay-goodrow,2022-2021,nhl,Barclay Goodrow ,C/W
209,Justin Danforth (RW/C),Columbus Blue Jackets,4,1,1,2,0.50,4,-4,https://www.eliteprospects.com/player/76146/justin-danforth,2022-2021,nhl,Justin Danforth ,RW/C
210,Corey Perry (RW),Tampa Bay Lightning,4,1,1,2,0.50,5,-3,https://www.eliteprospects.com/player/8541/corey-perry,2022-2021,nhl,Corey Perry ,RW
211,Filip Chytil (C),New York Rangers,4,1,1,2,0.50,6,2,https://www.eliteprospects.com/player/236806/filip-chytil,2022-2021,nhl,Filip Chytil ,C
212,Calle Järnkrok (C/W),Toronto Maple Leafs,4,1,1,2,0.50,6,0,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2022-2021,nhl,Calle Järnkrok ,C/W
213,Logan Couture (C),San Jose Sharks,5,1,1,2,0.40,2,-6,https://www.eliteprospects.com/player/11109/logan-couture,2022-2021,nhl,Logan Couture ,C
214,Luke Kunin (C/W),San Jose Sharks,5,1,1,2,0.40,4,-6,https://www.eliteprospects.com/player/245278/luke-kunin,2022-2021,nhl,Luke Kunin ,C/W
215,Drew Doughty (D),Los Angeles Kings,5,1,1,2,0.40,8,-1,https://www.eliteprospects.com/player/10430/drew-doughty,2022-2021,nhl,Drew Doughty ,D
216,Brayden Schenn (C/W),St. Louis Blues,1,0,2,2,2.00,0,2,https://www.eliteprospects.com/player/14739/brayden-schenn,2022-2021,nhl,Brayden Schenn ,C/W
217,Stefan Noesen (RW),Carolina Hurricanes,2,0,2,2,1.00,2,1,https://www.eliteprospects.com/player/45567/stefan-noesen,2022-2021,nhl,Stefan Noesen ,RW
218,Andrew Copp (C/LW),Detroit Red Wings,3,0,2,2,0.67,0,2,https://www.eliteprospects.com/player/101962/andrew-copp,2022-2021,nhl,Andrew Copp ,C/LW
219,Devon Toews (D),Colorado Avalanche,3,0,2,2,0.67,0,2,https://www.eliteprospects.com/player/59575/devon-toews,2022-2021,nhl,Devon Toews ,D
220,Matt Dumba (D),Minnesota Wild,3,0,2,2,0.67,0,-3,https://www.eliteprospects.com/player/53542/matt-dumba,2022-2021,nhl,Matt Dumba ,D
221,Aleksander Barkov (C),Florida Panthers,3,0,2,2,0.67,0,-2,https://www.eliteprospects.com/player/50044/aleksander-barkov,2022-2021,nhl,Aleksander Barkov ,C
222,Jean-Gabriel Pageau (C),New York Islanders,3,0,2,2,0.67,0,0,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2022-2021,nhl,Jean-Gabriel Pageau ,C
223,Nick Bjugstad (C/RW),Arizona Coyotes,3,0,2,2,0.67,0,1,https://www.eliteprospects.com/player/40265/nick-bjugstad,2022-2021,nhl,Nick Bjugstad ,C/RW
224,Jonas Siegenthaler (D),New Jersey Devils,3,0,2,2,0.67,0,1,https://www.eliteprospects.com/player/105407/jonas-siegenthaler,2022-2021,nhl,Jonas Siegenthaler ,D
225,Tanner Laczynski (C),Philadelphia Flyers,3,0,2,2,0.67,0,1,https://www.eliteprospects.com/player/234312/tanner-laczynski,2022-2021,nhl,Tanner Laczynski ,C
226,Pavol Regenda (LW/RW),Anaheim Ducks,3,0,2,2,0.67,0,0,https://www.eliteprospects.com/player/249755/pavol-regenda,2022-2021,nhl,Pavol Regenda ,LW/RW
227,Philipp Kurashev (C/W),Chicago Blackhawks,3,0,2,2,0.67,0,-2,https://www.eliteprospects.com/player/279238/philipp-kurashev,2022-2021,nhl,Philipp Kurashev ,C/W
228,Jack Hughes (C),New Jersey Devils,3,0,2,2,0.67,0,-1,https://www.eliteprospects.com/player/305432/jack-hughes,2022-2021,nhl,Jack Hughes ,C
229,Filip Hronek (D),Detroit Red Wings,3,0,2,2,0.67,2,4,https://www.eliteprospects.com/player/191286/filip-hronek,2022-2021,nhl,Filip Hronek ,D
230,Jesperi Kotkaniemi (C/LW),Carolina Hurricanes,3,0,2,2,0.67,2,4,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2022-2021,nhl,Jesperi Kotkaniemi ,C/LW
231,Zach Hyman (W/C),Edmonton Oilers,3,0,2,2,0.67,2,0,https://www.eliteprospects.com/player/75045/zach-hyman,2022-2021,nhl,Zach Hyman ,W/C
232,Blake Coleman (C/W),Calgary Flames,3,0,2,2,0.67,2,0,https://www.eliteprospects.com/player/46889/blake-coleman,2022-2021,nhl,Blake Coleman ,C/W
233,Matt Martin (LW),New York Islanders,3,0,2,2,0.67,2,1,https://www.eliteprospects.com/player/19225/matt-martin,2022-2021,nhl,Matt Martin ,LW
234,Evander Kane (LW),Edmonton Oilers,3,0,2,2,0.67,2,0,https://www.eliteprospects.com/player/14657/evander-kane,2022-2021,nhl,Evander Kane ,LW
235,Alex DeBrincat (W/C),Ottawa Senators,3,0,2,2,0.67,2,-3,https://www.eliteprospects.com/player/231275/alex-debrincat,2022-2021,nhl,Alex DeBrincat ,W/C
236,Erik Brännström (D),Ottawa Senators,3,0,2,2,0.67,2,-2,https://www.eliteprospects.com/player/255167/erik-brannstrom,2022-2021,nhl,Erik Brännström ,D
237,Pierre-Olivier Joseph (D),Pittsburgh Penguins,3,0,2,2,0.67,2,2,https://www.eliteprospects.com/player/284911/pierre-olivier-joseph,2022-2021,nhl,Pierre-Olivier Joseph ,D
238,Ryan Suter (D),Dallas Stars,3,0,2,2,0.67,2,1,https://www.eliteprospects.com/player/8897/ryan-suter,2022-2021,nhl,Ryan Suter ,D
239,Dylan Cozens (C),Buffalo Sabres,3,0,2,2,0.67,2,1,https://www.eliteprospects.com/player/286938/dylan-cozens,2022-2021,nhl,Dylan Cozens ,C
240,Marcus Pettersson (D),Pittsburgh Penguins,3,0,2,2,0.67,4,1,https://www.eliteprospects.com/player/86321/marcus-pettersson,2022-2021,nhl,Marcus Pettersson ,D
241,Adam Pelech (D),New York Islanders,3,0,2,2,0.67,6,3,https://www.eliteprospects.com/player/89694/adam-pelech,2022-2021,nhl,Adam Pelech ,D
242,Lucas Raymond (RW),Detroit Red Wings,3,0,2,2,0.67,6,4,https://www.eliteprospects.com/player/350702/lucas-raymond,2022-2021,nhl,Lucas Raymond ,RW
243,Trevor van Riemsdyk (D),Washington Capitals,4,0,2,2,0.50,0,1,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2022-2021,nhl,Trevor van Riemsdyk ,D
244,Erik Gudbranson (D),Columbus Blue Jackets,4,0,2,2,0.50,0,-4,https://www.eliteprospects.com/player/31282/erik-gudbranson,2022-2021,nhl,Erik Gudbranson ,D
245,John Klingberg (D),Anaheim Ducks,4,0,2,2,0.50,0,-2,https://www.eliteprospects.com/player/21717/john-klingberg,2022-2021,nhl,John Klingberg ,D
246,Erik Gustafsson (D),Washington Capitals,4,0,2,2,0.50,0,-1,https://www.eliteprospects.com/player/15372/erik-gustafsson,2022-2021,nhl,Erik Gustafsson ,D
247,Oliver Ekman Larsson (D),Vancouver Canucks,4,0,2,2,0.50,0,-3,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2022-2021,nhl,Oliver Ekman Larsson ,D
248,Jakub Voracek (RW),Columbus Blue Jackets,4,0,2,2,0.50,0,-6,https://www.eliteprospects.com/player/9285/jakub-voracek,2022-2021,nhl,Jakub Voracek ,RW
249,Yegor Chinakhov (RW),Columbus Blue Jackets,4,0,2,2,0.50,0,-5,https://www.eliteprospects.com/player/519779/yegor-chinakhov,2022-2021,nhl,Yegor Chinakhov ,RW
250,Vasili Podkolzin (RW),Vancouver Canucks,4,0,2,2,0.50,0,2,https://www.eliteprospects.com/player/512832/vasili-podkolzin,2022-2021,nhl,Vasili Podkolzin ,RW
251,K'Andre Miller (D),New York Rangers,4,0,2,2,0.50,2,3,https://www.eliteprospects.com/player/308192/k-andre-miller,2022-2021,nhl,K'Andre Miller ,D
252,Isac Lundeström (C/LW),Anaheim Ducks,4,0,2,2,0.50,2,-1,https://www.eliteprospects.com/player/265570/isac-lundestrom,2022-2021,nhl,Isac Lundeström ,C/LW
253,Alex Killorn (LW),Tampa Bay Lightning,4,0,2,2,0.50,2,0,https://www.eliteprospects.com/player/12523/alex-killorn,2022-2021,nhl,Alex Killorn ,LW
254,Nick Jensen (D),Washington Capitals,4,0,2,2,0.50,2,2,https://www.eliteprospects.com/player/37773/nick-jensen,2022-2021,nhl,Nick Jensen ,D
255,Jacob Trouba (D),New York Rangers,4,0,2,2,0.50,2,6,https://www.eliteprospects.com/player/90349/jacob-trouba,2022-2021,nhl,Jacob Trouba ,D
256,Jaycob Megna (D),San Jose Sharks,4,0,2,2,0.50,2,0,https://www.eliteprospects.com/player/84762/jaycob-megna,2022-2021,nhl,Jaycob Megna ,D
257,Jordan Eberle (RW),Seattle Kraken,4,0,2,2,0.50,4,-3,https://www.eliteprospects.com/player/11098/jordan-eberle,2022-2021,nhl,Jordan Eberle ,RW
258,Ryan Lindgren (D),New York Rangers,4,0,2,2,0.50,4,-1,https://www.eliteprospects.com/player/226442/ryan-lindgren,2022-2021,nhl,Ryan Lindgren ,D
259,Vince Dunn (D),Seattle Kraken,4,0,2,2,0.50,4,-3,https://www.eliteprospects.com/player/161816/vince-dunn,2022-2021,nhl,Vince Dunn ,D
260,Mikhail Sergachyov (D),Tampa Bay Lightning,4,0,2,2,0.50,4,-4,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2022-2021,nhl,Mikhail Sergachyov ,D
261,Kaiden Guhle (D),Montréal Canadiens,4,0,2,2,0.50,5,-2,https://www.eliteprospects.com/player/413363/kaiden-guhle,2022-2021,nhl,Kaiden Guhle ,D
262,Zach Whitecloud (D),Vegas Golden Knights,4,0,2,2,0.50,6,-2,https://www.eliteprospects.com/player/202774/zach-whitecloud,2022-2021,nhl,Zach Whitecloud ,D
263,Tanner Pearson (LW),Vancouver Canucks,4,0,2,2,0.50,6,-1,https://www.eliteprospects.com/player/75951/tanner-pearson,2022-2021,nhl,Tanner Pearson ,LW
264,Brendan Lemieux (LW),Los Angeles Kings,4,0,2,2,0.50,11,-1,https://www.eliteprospects.com/player/177647/brendan-lemieux,2022-2021,nhl,Brendan Lemieux ,LW
265,Steven Lorentz (C/LW),San Jose Sharks,5,0,2,2,0.40,0,-1,https://www.eliteprospects.com/player/204707/steven-lorentz,2022-2021,nhl,Steven Lorentz ,C/LW
266,Mikey Anderson (D),Los Angeles Kings,5,0,2,2,0.40,2,0,https://www.eliteprospects.com/player/201512/mikey-anderson,2022-2021,nhl,Mikey Anderson ,D
267,Patrik Laine (LW/RW),Columbus Blue Jackets,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/221667/patrik-laine,2022-2021,nhl,Patrik Laine ,LW/RW
268,Ivan Barbashev (C/W),St. Louis Blues,1,1,0,1,1.00,0,2,https://www.eliteprospects.com/player/108659/ivan-barbashev,2022-2021,nhl,Ivan Barbashev ,C/W
269,Jake Neighbours (LW),St. Louis Blues,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/391048/jake-neighbours,2022-2021,nhl,Jake Neighbours ,LW
270,Cal Clutterbuck (RW),New York Islanders,2,1,0,1,0.50,0,2,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2022-2021,nhl,Cal Clutterbuck ,RW
271,Sam Gagner (C/RW),Winnipeg Jets,2,1,0,1,0.50,0,0,https://www.eliteprospects.com/player/10425/sam-gagner,2022-2021,nhl,Sam Gagner ,C/RW
272,Brandon Montour (D),Florida Panthers,2,1,0,1,0.50,2,0,https://www.eliteprospects.com/player/97957/brandon-montour,2022-2021,nhl,Brandon Montour ,D
273,Patric Hörnqvist (RW),Florida Panthers,3,1,0,1,0.33,0,0,https://www.eliteprospects.com/player/3683/patric-hornqvist,2022-2021,nhl,Patric Hörnqvist ,RW
274,Alexander Holtz (RW),New Jersey Devils,3,1,0,1,0.33,0,-2,https://www.eliteprospects.com/player/344808/alexander-holtz,2022-2021,nhl,Alexander Holtz ,RW
275,Bowen Byram (D),Colorado Avalanche,3,1,0,1,0.33,0,2,https://www.eliteprospects.com/player/326522/bowen-byram,2022-2021,nhl,Bowen Byram ,D
276,Damon Severson (D),New Jersey Devils,3,1,0,1,0.33,0,-5,https://www.eliteprospects.com/player/55867/damon-severson,2022-2021,nhl,Damon Severson ,D
277,Adam Erne (LW/RW),Detroit Red Wings,3,1,0,1,0.33,0,-2,https://www.eliteprospects.com/player/90359/adam-erne,2022-2021,nhl,Adam Erne ,LW/RW
278,Max Domi (C/LW),Chicago Blackhawks,3,1,0,1,0.33,0,0,https://www.eliteprospects.com/player/95484/max-domi,2022-2021,nhl,Max Domi ,C/LW
279,Sam Steel (C),Minnesota Wild,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/154496/sam-steel,2022-2021,nhl,Sam Steel ,C
280,Conor Garland (RW/LW),Vancouver Canucks,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/177208/conor-garland,2022-2021,nhl,Conor Garland ,RW/LW
281,Rickard Rakell (W/C),Pittsburgh Penguins,3,1,0,1,0.33,0,4,https://www.eliteprospects.com/player/17435/rickard-rakell,2022-2021,nhl,Rickard Rakell ,W/C
282,Noah Cates (LW),Philadelphia Flyers,3,1,0,1,0.33,0,2,https://www.eliteprospects.com/player/201517/noah-cates,2022-2021,nhl,Noah Cates ,LW
283,Wyatt Johnston (C),Dallas Stars,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/201871/wyatt-johnston,2022-2021,nhl,Wyatt Johnston ,C
284,Lawson Crouse (LW),Arizona Coyotes,3,1,0,1,0.33,0,-2,https://www.eliteprospects.com/player/205155/lawson-crouse,2022-2021,nhl,Lawson Crouse ,LW
285,Mark Kastelic (C),Ottawa Senators,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/276474/mark-kastelic,2022-2021,nhl,Mark Kastelic ,C
286,Ben Meyers (C/LW),Colorado Avalanche,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/300838/ben-meyers,2022-2021,nhl,Ben Meyers ,C/LW
287,Ondrej Palat (LW),New Jersey Devils,3,1,0,1,0.33,0,-2,https://www.eliteprospects.com/player/18097/ondrej-palat,2022-2021,nhl,Ondrej Palat ,LW
288,Brett Ritchie (RW),Calgary Flames,3,1,0,1,0.33,2,2,https://www.eliteprospects.com/player/45554/brett-ritchie,2022-2021,nhl,Brett Ritchie ,RW
289,Zemgus Girgensons (C/W),Buffalo Sabres,3,1,0,1,0.33,2,1,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2022-2021,nhl,Zemgus Girgensons ,C/W
290,Josh Brown (D),Arizona Coyotes,3,1,0,1,0.33,2,1,https://www.eliteprospects.com/player/82512/josh-brown,2022-2021,nhl,Josh Brown ,D
291,Dryden Hunt (LW/C),New York Rangers,3,1,0,1,0.33,2,-1,https://www.eliteprospects.com/player/84609/dryden-hunt,2022-2021,nhl,Dryden Hunt ,LW/C
292,Wade Allison (RW),Philadelphia Flyers,3,1,0,1,0.33,2,2,https://www.eliteprospects.com/player/199949/wade-allison,2022-2021,nhl,Wade Allison ,RW
293,Tage Thompson (C/W),Buffalo Sabres,3,1,0,1,0.33,2,1,https://www.eliteprospects.com/player/301349/tage-thompson,2022-2021,nhl,Tage Thompson ,C/W
294,Joel Kiviranta (LW),Dallas Stars,3,1,0,1,0.33,4,1,https://www.eliteprospects.com/player/91109/joel-kiviranta,2022-2021,nhl,Joel Kiviranta ,LW
295,Ryan McLeod (C/W),Edmonton Oilers,3,1,0,1,0.33,4,0,https://www.eliteprospects.com/player/271502/ryan-mcleod,2022-2021,nhl,Ryan McLeod ,C/W
296,Ryan Nugent-Hopkins (C),Edmonton Oilers,3,1,0,1,0.33,4,-1,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2022-2021,nhl,Ryan Nugent-Hopkins ,C
297,Aaron Ekblad (D),Florida Panthers,3,1,0,1,0.33,4,1,https://www.eliteprospects.com/player/49042/aaron-ekblad,2022-2021,nhl,Aaron Ekblad ,D
298,Elmer Söderblom (LW/RW),Detroit Red Wings,3,1,0,1,0.33,4,-1,https://www.eliteprospects.com/player/350706/elmer-soderblom,2022-2021,nhl,Elmer Söderblom ,LW/RW
299,Kyle Burroughs (D),Vancouver Canucks,3,1,0,1,0.33,5,0,https://www.eliteprospects.com/player/87758/kyle-burroughs,2022-2021,nhl,Kyle Burroughs ,D
300,Miles Wood (LW),New Jersey Devils,3,1,0,1,0.33,6,-1,https://www.eliteprospects.com/player/131890/miles-wood,2022-2021,nhl,Miles Wood ,LW
301,Jani Hakanpää (D),Dallas Stars,3,1,0,1,0.33,9,2,https://www.eliteprospects.com/player/45342/jani-hakanpaa,2022-2021,nhl,Jani Hakanpää ,D
302,Josh Manson (D),Colorado Avalanche,3,1,0,1,0.33,9,0,https://www.eliteprospects.com/player/47762/josh-manson,2022-2021,nhl,Josh Manson ,D
303,Adam Larsson (D),Seattle Kraken,4,1,0,1,0.25,0,-2,https://www.eliteprospects.com/player/10713/adam-larsson,2022-2021,nhl,Adam Larsson ,D
304,Sean Kuraly (C/LW),Columbus Blue Jackets,4,1,0,1,0.25,0,-2,https://www.eliteprospects.com/player/49938/sean-kuraly,2022-2021,nhl,Sean Kuraly ,C/LW
305,Denis Malgin (C/W),Toronto Maple Leafs,4,1,0,1,0.25,0,2,https://www.eliteprospects.com/player/117376/denis-malgin,2022-2021,nhl,Denis Malgin ,C/W
306,Keegan Kolesar (RW),Vegas Golden Knights,4,1,0,1,0.25,0,1,https://www.eliteprospects.com/player/197560/keegan-kolesar,2022-2021,nhl,Keegan Kolesar ,RW
307,Cal Foote (D),Tampa Bay Lightning,4,1,0,1,0.25,0,0,https://www.eliteprospects.com/player/247895/cal-foote,2022-2021,nhl,Cal Foote ,D
308,Brandon Tanev (LW/RW),Seattle Kraken,4,1,0,1,0.25,2,0,https://www.eliteprospects.com/player/96475/brandon-tanev,2022-2021,nhl,Brandon Tanev ,LW/RW
309,Brett Howden (C),Vegas Golden Knights,4,1,0,1,0.25,2,1,https://www.eliteprospects.com/player/232712/brett-howden,2022-2021,nhl,Brett Howden ,C
310,David Kämpf (C/W),Toronto Maple Leafs,4,1,0,1,0.25,2,-2,https://www.eliteprospects.com/player/160499/david-kampf,2022-2021,nhl,David Kämpf ,C/W
