,powerPlayPrct_home,penaltyKillPrct_home,shots_home,shotsallowed_home,faceOffWinPercentage_home,shootingPrct_home,savePrct_home,powerPlayPrct_away,penaltyKillPrct_away,shots_away,shotsallowed_away,faceOffWinPercentage_away,shootingPrct_away,savePrct_away
34,0.166666666666667,1.0,21,27,50.0000065698706,0.0952380952380952,0.888888888888889,0.0,0.833333333333333,27,21,50.0000065698706,0.111111111111111,0.904761904761905
35,0.142857142857143,0.833333333333333,21,23,50.0000065698706,0.0952380952380952,0.782608695652174,0.166666666666667,0.857142857142857,23,21,50.0000065698706,0.217391304347826,0.904761904761905
36,0.0,1.0,16,26,50.0000065698706,0.125,0.961538461538462,0.0,1.0,26,16,50.0000065698706,0.0384615384615385,0.875
37,0.0,1.0,25,31,50.0000065698706,0.12,0.967741935483871,0.0,1.0,31,25,50.0000065698706,0.032258064516129,0.88
38,0.0,0.666666666666667,26,25,50.0000065698706,0.115384615384615,0.92,0.333333333333333,1.0,25,26,50.0000065698706,0.08,0.884615384615385
39,0.166666666666667,1.0,22,16,50.0000065698706,0.0909090909090909,1.0,0.0,0.833333333333333,16,22,50.0000065698706,0.0,0.909090909090909
40,0.0,1.0,28,30,50.0000065698706,0.107142857142857,0.966666666666667,0.0,1.0,30,28,50.0000065698706,0.0333333333333333,0.892857142857143
41,0.0,1.0,37,25,50.0000065698706,0.0810810810810811,0.92,0.0,1.0,25,37,50.0000065698706,0.08,0.918918918918919
42,0.2,1.0,27,18,50.0000065698706,0.185185185185185,1.0,0.0,0.8,18,27,50.0000065698706,0.0,0.814814814814815
43,0.0,0.833333333333333,26,34,50.0000065698706,0.0,0.882352941176471,0.166666666666667,1.0,34,26,50.0000065698706,0.117647058823529,1.0
44,0.125,0.8,28,25,50.0000065698706,0.178571428571429,0.84,0.2,0.875,25,28,50.0000065698706,0.16,0.821428571428571
45,0.6,0.5,31,24,50.0000065698706,0.129032258064516,0.916666666666667,0.5,0.4,24,31,50.0000065698706,0.0833333333333333,0.870967741935484
46,0.0,1.0,25,28,50.0000065698706,0.0,0.928571428571429,0.0,1.0,28,25,50.0000065698706,0.0714285714285714,1.0
47,0.25,0.555555555555556,35,25,50.0000065698706,0.228571428571429,0.76,0.444444444444444,0.75,25,35,50.0000065698706,0.24,0.771428571428571
48,0.4,1.0,20,12,50.0000065698706,0.15,1.0,0.0,0.6,12,20,50.0000065698706,0.0,0.85
49,0.0,1.0,34,24,50.0000065698706,0.0588235294117647,0.958333333333333,0.0,1.0,24,34,50.0000065698706,0.0416666666666667,0.941176470588235
50,0.25,0.5,33,15,50.0000065698706,0.0909090909090909,0.933333333333333,0.5,0.75,15,33,50.0000065698706,0.0666666666666667,0.909090909090909
51,0.25,1.0,32,27,50.0000065698706,0.125,1.0,0.0,0.75,27,32,50.0000065698706,0.0,0.875
52,0.5,0.777777777777778,31,36,50.0000065698706,0.193548387096774,0.916666666666667,0.222222222222222,0.5,36,31,50.0000065698706,0.0833333333333333,0.806451612903226
53,0.0,1.0,31,23,50.0000065698706,0.161290322580645,0.91304347826087,0.0,1.0,23,31,50.0000065698706,0.0869565217391304,0.838709677419355
54,0.333333333333333,1.0,31,22,50.0000065698706,0.161290322580645,0.909090909090909,0.0,0.666666666666667,22,31,50.0000065698706,0.0909090909090909,0.838709677419355
55,0.0,0.7,30,37,50.0000065698706,0.0666666666666667,0.891891891891892,0.3,1.0,37,30,50.0000065698706,0.108108108108108,0.933333333333333
56,0.142857142857143,1.0,31,16,50.0000065698706,0.0645161290322581,0.9375,0.0,0.857142857142857,16,31,50.0000065698706,0.0625,0.935483870967742
57,0.25,0.333333333333333,28,26,50.0000065698706,0.107142857142857,0.807692307692308,0.666666666666667,0.75,26,28,50.0000065698706,0.192307692307692,0.892857142857143
58,0.4,0.5,35,21,50.0000065698706,0.142857142857143,0.714285714285714,0.5,0.6,21,35,50.0000065698706,0.285714285714286,0.857142857142857
59,0.25,0.75,28,29,50.0000065698706,0.107142857142857,0.862068965517241,0.25,0.75,29,28,50.0000065698706,0.137931034482759,0.892857142857143
60,0.142857142857143,0.666666666666667,29,15,50.0000065698706,0.172413793103448,0.866666666666667,0.333333333333333,0.857142857142857,15,29,50.0000065698706,0.133333333333333,0.827586206896552
61,0.5,0.857142857142857,30,29,50.0000065698706,0.133333333333333,0.896551724137931,0.142857142857143,0.5,29,30,50.0000065698706,0.103448275862069,0.866666666666667
62,0.0,0.6,27,32,50.0000065698706,0.111111111111111,0.875,0.4,1.0,32,27,50.0000065698706,0.125,0.888888888888889
63,0.25,0.5,22,30,50.0000065698706,0.0454545454545455,0.8,0.5,0.75,30,22,50.0000065698706,0.2,0.954545454545455
64,0.2,0.6,30,34,50.0000065698706,0.1,0.882352941176471,0.4,0.8,34,30,50.0000065698706,0.117647058823529,0.9
65,0.0,1.0,23,31,50.0000065698706,0.0869565217391304,0.967741935483871,0.0,1.0,31,23,50.0000065698706,0.032258064516129,0.91304347826087
66,0.25,0.857142857142857,19,23,50.0000065698706,0.315789473684211,0.956521739130435,0.142857142857143,0.75,23,19,50.0000065698706,0.0434782608695652,0.684210526315789
67,0.142857142857143,1.0,33,32,50.0000065698706,0.0606060606060606,0.90625,0.0,0.857142857142857,32,33,50.0000065698706,0.09375,0.939393939393939
68,0.0,0.714285714285714,21,41,50.0000065698706,0.0476190476190476,0.878048780487805,0.285714285714286,1.0,41,21,50.0000065698706,0.121951219512195,0.952380952380952
69,0.0,1.0,40,25,50.0000065698706,0.05,0.84,0.0,1.0,25,40,50.0000065698706,0.16,0.95
70,0.0,0.666666666666667,25,13,50.0000065698706,0.08,0.923076923076923,0.333333333333333,1.0,13,25,50.0000065698706,0.0769230769230769,0.92
71,0.285714285714286,0.857142857142857,35,24,50.0000065698706,0.171428571428571,0.791666666666667,0.142857142857143,0.714285714285714,24,35,50.0000065698706,0.208333333333333,0.828571428571429
72,0.5,0.875,25,23,50.0000065698706,0.16,0.956521739130435,0.125,0.5,23,25,50.0000065698706,0.0434782608695652,0.84
73,0.0,0.833333333333333,24,31,50.0000065698706,0.0833333333333333,0.967741935483871,0.166666666666667,1.0,31,24,50.0000065698706,0.032258064516129,0.916666666666667
74,0.333333333333333,0.75,18,36,50.0000065698706,0.277777777777778,0.944444444444444,0.25,0.666666666666667,36,18,50.0000065698706,0.0555555555555556,0.722222222222222
75,0.0,1.0,45,28,50.0000065698706,0.0222222222222222,0.928571428571429,0.0,1.0,28,45,50.0000065698706,0.0714285714285714,0.977777777777778
76,0.428571428571429,1.0,30,18,50.0000065698706,0.233333333333333,0.944444444444444,0.0,0.571428571428571,18,30,50.0000065698706,0.0555555555555556,0.766666666666667
77,0.0,0.8,19,19,50.0000065698706,0.0526315789473684,0.789473684210526,0.2,1.0,19,19,50.0000065698706,0.210526315789474,0.947368421052632
78,0.222222222222222,0.888888888888889,27,29,50.0000065698706,0.111111111111111,0.827586206896552,0.111111111111111,0.777777777777778,29,27,50.0000065698706,0.172413793103448,0.888888888888889
79,0.0,1.0,18,35,50.0000065698706,0.0555555555555556,0.857142857142857,0.0,1.0,35,18,50.0000065698706,0.142857142857143,0.944444444444444
80,0.0,0.833333333333333,22,33,50.0000065698706,0.0454545454545455,0.909090909090909,0.166666666666667,1.0,33,22,50.0000065698706,0.0909090909090909,0.954545454545455
81,0.333333333333333,1.0,39,25,50.0000065698706,0.128205128205128,0.96,0.0,0.666666666666667,25,39,50.0000065698706,0.04,0.871794871794872
82,0.0,0.833333333333333,30,20,50.0000065698706,0.1,0.9,0.166666666666667,1.0,20,30,50.0000065698706,0.1,0.9
83,0.25,0.8,23,20,50.0000065698706,0.217391304347826,0.9,0.2,0.75,20,23,50.0000065698706,0.1,0.782608695652174
84,0.5,0.833333333333333,44,15,50.0000065698706,0.159090909090909,0.866666666666667,0.166666666666667,0.5,15,44,50.0000065698706,0.133333333333333,0.840909090909091
85,0.0,0.666666666666667,32,23,50.0000065698706,0.09375,0.826086956521739,0.333333333333333,1.0,23,32,50.0000065698706,0.173913043478261,0.90625
86,0.428571428571429,0.875,36,37,50.0000065698706,0.138888888888889,0.945945945945946,0.125,0.571428571428571,37,36,50.0000065698706,0.0540540540540541,0.861111111111111
87,0.6,0.75,27,33,50.0000065698706,0.185185185185185,0.878787878787879,0.25,0.4,33,27,50.0000065698706,0.121212121212121,0.814814814814815
88,0.0,1.0,28,16,50.0000065698706,0.0357142857142857,1.0,0.0,1.0,16,28,50.0000065698706,0.0,0.964285714285714
89,0.5,1.0,37,27,50.0000065698706,0.108108108108108,0.888888888888889,0.0,0.5,27,37,50.0000065698706,0.111111111111111,0.891891891891892
90,0.125,1.0,30,36,50.0000065698706,0.1,0.861111111111111,0.0,0.875,36,30,50.0000065698706,0.138888888888889,0.9
91,0.0,1.0,33,19,50.0000065698706,0.0303030303030303,0.894736842105263,0.0,1.0,19,33,50.0000065698706,0.105263157894737,0.96969696969697
92,0.142857142857143,0.8,39,23,50.0000065698706,0.0512820512820513,0.869565217391304,0.2,0.857142857142857,23,39,50.0000065698706,0.130434782608696,0.948717948717949
93,0.125,0.888888888888889,34,22,50.0000065698706,0.0588235294117647,0.818181818181818,0.111111111111111,0.875,22,34,50.0000065698706,0.181818181818182,0.941176470588235
94,0.0,1.0,47,36,50.0000065698706,0.0212765957446809,0.944444444444444,0.0,1.0,36,47,50.0000065698706,0.0555555555555556,0.978723404255319
95,0.142857142857143,0.8,24,35,50.0000065698706,0.166666666666667,0.857142857142857,0.2,0.857142857142857,35,24,50.0000065698706,0.142857142857143,0.833333333333333
96,0.5,0.333333333333333,25,19,50.0000065698706,0.16,0.736842105263158,0.666666666666667,0.5,19,25,50.0000065698706,0.263157894736842,0.84
97,0.1,1.0,28,26,50.0000065698706,0.0714285714285714,0.884615384615385,0.0,0.9,26,28,50.0000065698706,0.115384615384615,0.928571428571429
98,0.333333333333333,1.0,31,31,50.0000065698706,0.129032258064516,0.967741935483871,0.0,0.666666666666667,31,31,50.0000065698706,0.032258064516129,0.870967741935484
99,0.2,1.0,29,29,50.0000065698706,0.206896551724138,0.96551724137931,0.0,0.8,29,29,50.0000065698706,0.0344827586206897,0.793103448275862
100,0.333333333333333,1.0,33,25,50.0000065698706,0.0606060606060606,0.88,0.0,0.666666666666667,25,33,50.0000065698706,0.12,0.939393939393939
101,0.2,0.8,21,28,50.0000065698706,0.0476190476190476,0.928571428571429,0.2,0.8,28,21,50.0000065698706,0.0714285714285714,0.952380952380952
102,0.5,1.0,41,26,50.0000065698706,0.121951219512195,0.961538461538462,0.0,0.5,26,41,50.0000065698706,0.0384615384615385,0.878048780487805
103,0.0,1.0,36,22,50.0000065698706,0.0277777777777778,0.863636363636364,0.0,1.0,22,36,50.0000065698706,0.136363636363636,0.972222222222222
104,0.0,0.8,24,25,50.0000065698706,0.0833333333333333,0.76,0.2,1.0,25,24,50.0000065698706,0.24,0.916666666666667
105,0.166666666666667,1.0,42,20,50.0000065698706,0.0476190476190476,0.95,0.0,0.833333333333333,20,42,50.0000065698706,0.05,0.952380952380952
106,0.0,0.5,27,25,50.0000065698706,0.037037037037037,0.88,0.5,1.0,25,27,50.0000065698706,0.12,0.962962962962963
107,0.25,0.8,35,18,50.0000065698706,0.171428571428571,0.888888888888889,0.2,0.75,18,35,50.0000065698706,0.111111111111111,0.828571428571429
108,0.333333333333333,1.0,33,28,50.0000065698706,0.121212121212121,0.964285714285714,0.0,0.666666666666667,28,33,50.0000065698706,0.0357142857142857,0.878787878787879
109,0.0,1.0,31,32,50.0000065698706,0.0967741935483871,1.0,0.0,1.0,32,31,50.0000065698706,0.0,0.903225806451613
110,0.0,0.75,18,28,50.0000065698706,0.0,0.928571428571429,0.25,1.0,28,18,50.0000065698706,0.0714285714285714,1.0
111,0.333333333333333,0.909090909090909,21,21,50.0000065698706,0.19047619047619,0.857142857142857,0.0909090909090909,0.666666666666667,21,21,50.0000065698706,0.142857142857143,0.80952380952381
112,0.25,1.0,32,20,50.0000065698706,0.0625,0.95,0.0,0.75,20,32,50.0000065698706,0.05,0.9375
113,0.0,1.0,32,38,50.0000065698706,0.0625,0.973684210526316,0.0,1.0,38,32,50.0000065698706,0.0263157894736842,0.9375
114,0.125,0.8,28,33,50.0000065698706,0.0357142857142857,0.878787878787879,0.2,0.875,33,28,50.0000065698706,0.121212121212121,0.964285714285714
115,0.0,0.75,24,35,50.0000065698706,0.0,0.828571428571429,0.25,1.0,35,24,50.0000065698706,0.171428571428571,1.0
116,0.111111111111111,0.857142857142857,19,33,50.0000065698706,0.157894736842105,0.96969696969697,0.142857142857143,0.888888888888889,33,19,50.0000065698706,0.0303030303030303,0.842105263157895
117,0.4,0.666666666666667,30,18,50.0000065698706,0.0666666666666667,0.777777777777778,0.333333333333333,0.6,18,30,50.0000065698706,0.222222222222222,0.933333333333333
118,0.166666666666667,0.875,13,31,50.0000065698706,0.230769230769231,0.967741935483871,0.125,0.833333333333333,31,13,50.0000065698706,0.032258064516129,0.769230769230769
119,0.111111111111111,1.0,21,31,50.0000065698706,0.142857142857143,0.935483870967742,0.0,0.888888888888889,31,21,50.0000065698706,0.0645161290322581,0.857142857142857
120,0.166666666666667,1.0,28,20,50.0000065698706,0.0357142857142857,0.9,0.0,0.833333333333333,20,28,50.0000065698706,0.1,0.964285714285714
121,0.142857142857143,1.0,34,18,50.0000065698706,0.0294117647058824,0.888888888888889,0.0,0.857142857142857,18,34,50.0000065698706,0.111111111111111,0.970588235294118
122,0.0,1.0,26,31,50.0000065698706,0.115384615384615,0.967741935483871,0.0,1.0,31,26,50.0000065698706,0.032258064516129,0.884615384615385
123,0.2,1.0,36,15,50.0000065698706,0.111111111111111,0.933333333333333,0.0,0.8,15,36,50.0000065698706,0.0666666666666667,0.888888888888889
124,0.0,0.75,23,24,50.0000065698706,0.0434782608695652,0.875,0.25,1.0,24,23,50.0000065698706,0.125,0.956521739130435
125,0.0,1.0,30,24,50.0000065698706,0.133333333333333,0.875,0.0,1.0,24,30,50.0000065698706,0.125,0.866666666666667
126,0.0,0.8,29,27,50.0000065698706,0.137931034482759,0.925925925925926,0.2,1.0,27,29,50.0000065698706,0.0740740740740741,0.862068965517241
127,0.0,1.0,27,18,50.0000065698706,0.111111111111111,0.944444444444444,0.0,1.0,18,27,50.0000065698706,0.0555555555555556,0.888888888888889
128,0.25,0.666666666666667,40,32,50.0000065698706,0.125,0.96875,0.333333333333333,0.75,32,40,50.0000065698706,0.03125,0.875
129,0.0,1.0,32,30,50.0000065698706,0.03125,0.866666666666667,0.0,1.0,30,32,50.0000065698706,0.133333333333333,0.96875
130,0.142857142857143,0.857142857142857,26,19,50.0000065698706,0.0769230769230769,0.842105263157895,0.142857142857143,0.857142857142857,19,26,50.0000065698706,0.157894736842105,0.923076923076923
131,0.25,0.6,25,27,50.0000065698706,0.12,0.777777777777778,0.4,0.75,27,25,50.0000065698706,0.222222222222222,0.88
132,0.0,1.0,45,16,50.0000065698706,0.0,0.75,0.0,1.0,16,45,50.0000065698706,0.25,1.0
133,0.25,0.333333333333333,37,19,50.0000065698706,0.135135135135135,0.842105263157895,0.666666666666667,0.75,19,37,50.0000065698706,0.157894736842105,0.864864864864865
134,0.5,0.857142857142857,24,23,50.0000065698706,0.166666666666667,0.869565217391304,0.142857142857143,0.5,23,24,50.0000065698706,0.130434782608696,0.833333333333333
135,0.333333333333333,1.0,13,34,50.0000065698706,0.307692307692308,0.941176470588235,0.0,0.666666666666667,34,13,50.0000065698706,0.0588235294117647,0.692307692307692
136,0.0,1.0,35,24,50.0000065698706,0.171428571428571,0.916666666666667,0.0,1.0,24,35,50.0000065698706,0.0833333333333333,0.828571428571429
137,0.333333333333333,0.8,32,25,50.0000065698706,0.1875,0.8,0.2,0.666666666666667,25,32,50.0000065698706,0.2,0.8125
138,0.25,0.833333333333333,31,46,50.0000065698706,0.129032258064516,0.978260869565217,0.166666666666667,0.75,46,31,50.0000065698706,0.0217391304347826,0.870967741935484
139,0.1,0.8,22,27,50.0000065698706,0.0909090909090909,0.851851851851852,0.2,0.9,27,22,50.0000065698706,0.148148148148148,0.909090909090909
140,0.2,0.833333333333333,22,38,50.0000065698706,0.0909090909090909,0.894736842105263,0.166666666666667,0.8,38,22,50.0000065698706,0.105263157894737,0.909090909090909
141,0.4,1.0,36,32,50.0000065698706,0.166666666666667,0.96875,0.0,0.6,32,36,50.0000065698706,0.03125,0.833333333333333
142,0.0,0.714285714285714,23,31,50.0000065698706,0.0,0.903225806451613,0.285714285714286,1.0,31,23,50.0000065698706,0.0967741935483871,1.0
143,0.0,1.0,29,14,50.0000065698706,0.137931034482759,1.0,0.0,1.0,14,29,50.0000065698706,0.0,0.862068965517241
144,0.0,0.8,26,29,50.0000065698706,0.115384615384615,0.931034482758621,0.2,1.0,29,26,50.0000065698706,0.0689655172413793,0.884615384615385
145,0.5,0.6,24,37,50.0000065698706,0.166666666666667,0.918918918918919,0.4,0.5,37,24,50.0000065698706,0.0810810810810811,0.833333333333333
146,0.0,0.666666666666667,33,26,50.0000065698706,0.0909090909090909,0.923076923076923,0.333333333333333,1.0,26,33,50.0000065698706,0.0769230769230769,0.909090909090909
147,0.4,0.714285714285714,26,23,50.0000065698706,0.192307692307692,0.826086956521739,0.285714285714286,0.6,23,26,50.0000065698706,0.173913043478261,0.807692307692308
148,0.25,1.0,32,23,50.0000065698706,0.15625,0.869565217391304,0.0,0.75,23,32,50.0000065698706,0.130434782608696,0.84375
149,0.5,1.0,38,37,50.0000065698706,0.157894736842105,0.864864864864865,0.0,0.5,37,38,50.0000065698706,0.135135135135135,0.842105263157895
150,0.0,0.5,28,20,50.0000065698706,0.0357142857142857,0.85,0.5,1.0,20,28,50.0000065698706,0.15,0.964285714285714
151,0.0,0.5,24,30,50.0000065698706,0.0833333333333333,0.833333333333333,0.5,1.0,30,24,50.0000065698706,0.166666666666667,0.916666666666667
152,0.0,1.0,26,30,50.0000065698706,0.0769230769230769,1.0,0.0,1.0,30,26,50.0000065698706,0.0,0.923076923076923
153,0.4,0.714285714285714,15,35,50.0000065698706,0.333333333333333,0.885714285714286,0.285714285714286,0.6,35,15,50.0000065698706,0.114285714285714,0.666666666666667
154,0.166666666666667,0.75,33,35,50.0000065698706,0.121212121212121,0.914285714285714,0.25,0.833333333333333,35,33,50.0000065698706,0.0857142857142857,0.878787878787879
155,0.0,1.0,31,36,50.0000065698706,0.032258064516129,0.833333333333333,0.0,1.0,36,31,50.0000065698706,0.166666666666667,0.967741935483871
156,0.666666666666667,0.5,24,26,50.0000065698706,0.208333333333333,0.884615384615385,0.5,0.333333333333333,26,24,50.0000065698706,0.115384615384615,0.791666666666667
157,0.0,1.0,19,20,50.0000065698706,0.157894736842105,1.0,0.0,1.0,20,19,50.0000065698706,0.0,0.842105263157895
158,0.0,0.333333333333333,32,14,50.0000065698706,0.0625,0.714285714285714,0.666666666666667,1.0,14,32,50.0000065698706,0.285714285714286,0.9375
159,0.285714285714286,0.75,35,27,50.0000065698706,0.0857142857142857,0.703703703703704,0.25,0.714285714285714,27,35,50.0000065698706,0.296296296296296,0.914285714285714
160,0.2,0.666666666666667,37,23,50.0000065698706,0.0540540540540541,0.782608695652174,0.333333333333333,0.8,23,37,50.0000065698706,0.217391304347826,0.945945945945946
161,0.333333333333333,1.0,34,16,50.0000065698706,0.0294117647058824,0.875,0.0,0.666666666666667,16,34,50.0000065698706,0.125,0.970588235294118
162,0.0,1.0,24,18,50.0000065698706,0.125,1.0,0.0,1.0,18,24,50.0000065698706,0.0,0.875
163,0.0,0.833333333333333,34,30,50.0000065698706,0.0588235294117647,0.9,0.166666666666667,1.0,30,34,50.0000065698706,0.1,0.941176470588235
164,0.4,0.75,28,20,50.0000065698706,0.142857142857143,0.95,0.25,0.6,20,28,50.0000065698706,0.05,0.857142857142857
165,0.166666666666667,1.0,36,22,50.0000065698706,0.194444444444444,0.954545454545455,0.0,0.833333333333333,22,36,50.0000065698706,0.0454545454545455,0.805555555555556
166,0.0,0.666666666666667,31,27,50.0000065698706,0.032258064516129,0.851851851851852,0.333333333333333,1.0,27,31,50.0000065698706,0.148148148148148,0.967741935483871
167,0.125,0.75,26,26,50.0000065698706,0.192307692307692,0.923076923076923,0.25,0.875,26,26,50.0000065698706,0.0769230769230769,0.807692307692308
168,0.0,0.625,29,30,50.0000065698706,0.0689655172413793,0.866666666666667,0.375,1.0,30,29,50.0000065698706,0.133333333333333,0.931034482758621
169,0.142857142857143,1.0,37,17,50.0000065698706,0.108108108108108,0.882352941176471,0.0,0.857142857142857,17,37,50.0000065698706,0.117647058823529,0.891891891891892
170,0.0,1.0,24,29,50.0000065698706,0.0833333333333333,0.896551724137931,0.0,1.0,29,24,50.0000065698706,0.103448275862069,0.916666666666667
171,0.0,0.5,33,20,50.0000065698706,0.0606060606060606,0.85,0.5,1.0,20,33,50.0000065698706,0.15,0.939393939393939
172,0.0,1.0,30,33,50.0000065698706,0.0666666666666667,0.96969696969697,0.0,1.0,33,30,50.0000065698706,0.0303030303030303,0.933333333333333
173,0.4,1.0,41,21,50.0000065698706,0.0975609756097561,0.857142857142857,0.0,0.6,21,41,50.0000065698706,0.142857142857143,0.902439024390244
174,0.0,1.0,27,23,50.0000065698706,0.0740740740740741,1.0,0.0,1.0,23,27,50.0000065698706,0.0,0.925925925925926
175,0.5,1.0,23,27,50.0000065698706,0.217391304347826,1.0,0.0,0.5,27,23,50.0000065698706,0.0,0.782608695652174
176,0.25,1.0,36,36,50.0000065698706,0.0833333333333333,0.888888888888889,0.0,0.75,36,36,50.0000065698706,0.111111111111111,0.916666666666667
177,0.166666666666667,0.833333333333333,37,31,50.0000065698706,0.135135135135135,0.935483870967742,0.166666666666667,0.833333333333333,31,37,50.0000065698706,0.0645161290322581,0.864864864864865
178,0.0,0.75,29,36,50.0000065698706,0.0689655172413793,0.888888888888889,0.25,1.0,36,29,50.0000065698706,0.111111111111111,0.931034482758621
179,0.333333333333333,1.0,31,32,50.0000065698706,0.0645161290322581,0.90625,0.0,0.666666666666667,32,31,50.0000065698706,0.09375,0.935483870967742
180,0.0,0.833333333333333,22,19,50.0000065698706,0.0,0.947368421052632,0.166666666666667,1.0,19,22,50.0000065698706,0.0526315789473684,1.0
