,player,team,gp,gaa,sv%,w,l,t,so,toi,svs,ga,link,season,league
104,Justus Annunen,Colorado Avalanche,2,4.34,.863,1,0,1,0,97,44,7,https://www.eliteprospects.com/player/347573/justus-annunen,2021-2020,nhl
105,Arvid Söderblom,Chicago Blackhawks,3,5.01,.863,0,2,0,0,156,82,13,https://www.eliteprospects.com/player/288446/arvid-soderblom,2021-2020,nhl
106,Michael Hutchinson,Toronto Maple Leafs,2,4.57,.857,0,1,0,0,79,36,6,https://www.eliteprospects.com/player/14727/michael-hutchinson,2021-2020,nhl
107,Joey Daccord,Seattle Kraken,5,4.30,.850,0,4,0,0,293,119,21,https://www.eliteprospects.com/player/248377/joey-daccord,2021-2020,nhl
108,Tuukka Rask,Boston Bruins,4,4.28,.844,2,2,0,0,196,76,14,https://www.eliteprospects.com/player/4217/tuukka-rask,2021-2020,nhl
109,Akira Schmid,New Jersey Devils,6,4.83,.833,0,4,0,0,236,95,19,https://www.eliteprospects.com/player/336133/akira-schmid,2021-2020,nhl
110,Max Lagacé,Tampa Bay Lightning,2,6.11,.828,1,1,0,0,98,48,10,https://www.eliteprospects.com/player/76323/max-lagace,2021-2020,nhl
111,Michael DiPietro,Vancouver Canucks,1,3.14,.824,0,1,0,0,57,14,3,https://www.eliteprospects.com/player/300424/michael-dipietro,2021-2020,nhl
112,Adam Húska,New York Rangers,1,7.04,.821,0,1,0,0,60,32,7,https://www.eliteprospects.com/player/201638/adam-huska,2021-2020,nhl
113,Alex Stalock,San Jose Sharks,1,7.81,.786,0,1,0,0,46,22,6,https://www.eliteprospects.com/player/11796/alex-stalock,2021-2020,nhl
114,Jack LaFontaine,Carolina Hurricanes,2,7.20,.780,0,1,0,0,75,32,9,https://www.eliteprospects.com/player/234448/jack-lafontaine,2021-2020,nhl
115,Carter Hutton,Arizona Coyotes,3,7.76,.741,0,2,0,0,116,43,15,https://www.eliteprospects.com/player/24819/carter-hutton,2021-2020,nhl
116,Hugo Alnefelt,Tampa Bay Lightning,1,9.00,.700,0,0,0,0,20,7,3,https://www.eliteprospects.com/player/346977/hugo-alnefelt,2021-2020,nhl
117,Tom Hodges,Anaheim Ducks,1,3.11,.667,0,1,0,0,19,2,1,https://www.eliteprospects.com/player/477894/tom-hodges,2021-2020,nhl
118,Michael McNiven,Montréal Canadiens,1,9.00,.571,0,0,0,0,20,4,3,https://www.eliteprospects.com/player/238745/michael-mcniven,2021-2020,nhl
