,player,team,gp,gaa,sv%,w,l,t,so,toi,svs,ga,link,season,league
29,Keith Kinkaid,New Jersey Devils,19,2.59,.915,6,5,4,0,925,429,40,https://www.eliteprospects.com/player/14384/keith-kinkaid,2014-2013,nhl
30,Frederik Andersen,Anaheim Ducks,54,2.38,.914,35,12,5,3,3106,1313,123,https://www.eliteprospects.com/player/15205/frederik-andersen,2014-2013,nhl
31,Michael Hutchinson,Winnipeg Jets,38,2.38,.914,21,10,5,2,2138,901,85,https://www.eliteprospects.com/player/14727/michael-hutchinson,2014-2013,nhl
32,Jaroslav Halák,New York Islanders,59,2.43,.914,38,17,4,6,3550,1529,144,https://www.eliteprospects.com/player/9648/jaroslav-halak,2014-2013,nhl
33,Antti Niemi,San Jose Sharks,61,2.59,.914,31,23,7,5,3588,1656,155,https://www.eliteprospects.com/player/7566/antti-niemi,2014-2013,nhl
34,John Gibson,Anaheim Ducks,23,2.60,.914,13,8,0,1,1340,616,58,https://www.eliteprospects.com/player/45399/john-gibson,2014-2013,nhl
35,Curtis McElhinney,Columbus Blue Jackets,32,2.88,.914,12,14,2,0,1710,867,82,https://www.eliteprospects.com/player/11433/curtis-mcelhinney,2014-2013,nhl
36,Michal Neuvirth,totals,32,2.98,.914,7,20,4,0,1850,975,92,https://www.eliteprospects.com/player/9279/michal-neuvirth,2014-2013,nhl
37,Jake Allen,St. Louis Blues,37,2.28,.913,22,7,4,4,2077,830,79,https://www.eliteprospects.com/player/17522/jake-allen,2014-2013,nhl
38,Karri Rämö,Calgary Flames,34,2.60,.912,15,9,3,2,1731,777,75,https://www.eliteprospects.com/player/4280/karri-ramo,2014-2013,nhl
39,Jonathan Bernier,Toronto Maple Leafs,58,2.87,.912,21,28,7,2,3177,1583,152,https://www.eliteprospects.com/player/9330/jonathan-bernier,2014-2013,nhl
40,Ryan Miller,Vancouver Canucks,45,2.53,.911,29,15,1,6,2542,1091,107,https://www.eliteprospects.com/player/8802/ryan-miller,2014-2013,nhl
41,Cam Ward,Carolina Hurricanes,51,2.40,.910,22,24,5,1,3026,1230,121,https://www.eliteprospects.com/player/8806/cam-ward,2014-2013,nhl
42,Jimmy Howard,Detroit Red Wings,53,2.44,.910,23,13,11,2,2971,1229,121,https://www.eliteprospects.com/player/9058/jimmy-howard,2014-2013,nhl
43,Dustin Tokarski,Montréal Canadiens,17,2.75,.910,6,6,4,0,1005,463,46,https://www.eliteprospects.com/player/11613/dustin-tokarski,2014-2013,nhl
44,Anders Lindbäck,totals,26,3.11,.909,6,16,2,0,1408,725,73,https://www.eliteprospects.com/player/3769/anders-lindback,2014-2013,nhl
45,Thomas Greiss,Pittsburgh Penguins,20,2.59,.908,9,6,3,0,1159,496,50,https://www.eliteprospects.com/player/10954/thomas-greiss,2014-2013,nhl
46,James Reimer,Toronto Maple Leafs,35,3.16,.907,9,16,1,0,1767,908,93,https://www.eliteprospects.com/player/11538/james-reimer,2014-2013,nhl
47,Martin Jones,Los Angeles Kings,15,2.24,.906,4,5,2,3,775,278,29,https://www.eliteprospects.com/player/11709/martin-jones,2014-2013,nhl
48,Darcy Kuemper,Minnesota Wild,31,2.60,.905,14,12,2,3,1569,650,68,https://www.eliteprospects.com/player/23162/darcy-kuemper,2014-2013,nhl
49,Robin Lehner,Ottawa Senators,25,3.02,.905,9,12,3,0,1471,705,74,https://www.eliteprospects.com/player/9796/robin-lehner,2014-2013,nhl
50,Jhonas Enroth,totals,50,3.07,.904,18,26,2,2,2834,1359,145,https://www.eliteprospects.com/player/3688/jhonas-enroth,2014-2013,nhl
51,Mike Smith,Arizona Coyotes,62,3.16,.904,14,42,5,0,3556,1768,187,https://www.eliteprospects.com/player/10173/mike-smith,2014-2013,nhl
52,Kari Lehtonen,Dallas Stars,65,2.94,.903,34,17,10,5,3698,1694,181,https://www.eliteprospects.com/player/2694/kari-lehtonen,2014-2013,nhl
53,Carter Hutton,Nashville Predators,18,2.61,.902,6,7,4,1,1010,406,44,https://www.eliteprospects.com/player/24819/carter-hutton,2014-2013,nhl
54,Alex Stalock,San Jose Sharks,22,2.62,.902,8,9,2,2,1237,499,54,https://www.eliteprospects.com/player/11796/alex-stalock,2014-2013,nhl
55,Anton Khudobin,Carolina Hurricanes,34,2.72,.900,8,17,6,1,1920,787,87,https://www.eliteprospects.com/player/9265/anton-khudobin,2014-2013,nhl
56,Ray Emery,Philadelphia Flyers,31,3.06,.894,10,11,7,0,1570,678,80,https://www.eliteprospects.com/player/9146/ray-emery,2014-2013,nhl
57,Al Montoya,Florida Panthers,20,3.01,.892,6,7,2,0,977,404,49,https://www.eliteprospects.com/player/9438/al-montoya,2014-2013,nhl
58,Ben Scrivens,Edmonton Oilers,57,3.16,.890,15,26,11,1,3228,1372,170,https://www.eliteprospects.com/player/25777/ben-scrivens,2014-2013,nhl
59,Chad Johnson,totals,19,3.08,.889,8,8,1,0,1053,434,54,https://www.eliteprospects.com/player/11918/chad-johnson,2014-2013,nhl
60,Rob Zepp,Philadelphia Flyers,10,2.89,.888,5,2,0,0,520,198,25,https://www.eliteprospects.com/player/7589/rob-zepp,2014-2013,nhl
61,Viktor Fasth,Edmonton Oilers,26,3.41,.888,6,15,3,0,1336,605,76,https://www.eliteprospects.com/player/5147/viktor-fasth,2014-2013,nhl
62,Niklas Bäckström,Minnesota Wild,19,3.05,.887,5,7,3,0,1005,401,51,https://www.eliteprospects.com/player/7/niklas-backstrom,2014-2013,nhl
63,Yevgeni Nabokov,Tampa Bay Lightning,11,3.14,.882,3,6,2,0,553,216,29,https://www.eliteprospects.com/player/8585/yevgeni-nabokov,2014-2013,nhl
64,Justin Peters,Washington Capitals,12,3.25,.881,3,6,1,0,647,259,35,https://www.eliteprospects.com/player/10402/justin-peters,2014-2013,nhl
65,Chris Driedger,Ottawa Senators,1,0.00,1.000,0,0,0,0,23,10,0,https://www.eliteprospects.com/player/59689/chris-driedger,2014-2013,nhl
66,Mackenzie Skapski,New York Rangers,2,0.50,.978,2,0,0,1,119,44,1,https://www.eliteprospects.com/player/56762/mackenzie-skapski,2014-2013,nhl
67,Laurent Brossoit,Edmonton Oilers,1,2.01,.961,0,1,0,0,60,49,2,https://www.eliteprospects.com/player/37133/laurent-brossoit,2014-2013,nhl
68,Tom McCollum,Detroit Red Wings,2,0.91,.960,1,0,0,0,66,24,1,https://www.eliteprospects.com/player/11236/tom-mccollum,2014-2013,nhl
69,Troy Grosenick,San Jose Sharks,2,1.52,.948,1,1,0,1,118,55,3,https://www.eliteprospects.com/player/31625/troy-grosenick,2014-2013,nhl
70,Jeff Zatkoff,Pittsburgh Penguins,1,1.63,.941,0,1,0,0,37,16,1,https://www.eliteprospects.com/player/10457/jeff-zatkoff,2014-2013,nhl
71,Philipp Grubauer,Washington Capitals,1,1.85,.920,1,0,0,0,65,23,2,https://www.eliteprospects.com/player/17632/philipp-grubauer,2014-2013,nhl
72,Andrei Makarov,Buffalo Sabres,1,3.00,.917,0,1,0,0,60,33,3,https://www.eliteprospects.com/player/58545/andrei-makarov,2014-2013,nhl
73,Marek Mazanec,Nashville Predators,2,2.27,.915,0,1,0,0,106,43,4,https://www.eliteprospects.com/player/34796/marek-mazanec,2014-2013,nhl
74,Dan Ellis,Florida Panthers,8,2.34,.914,4,3,1,1,486,202,19,https://www.eliteprospects.com/player/11510/dan-ellis,2014-2013,nhl
75,Jonas Gustavsson,Detroit Red Wings,7,2.56,.911,3,3,1,1,351,153,15,https://www.eliteprospects.com/player/2250/jonas-gustavsson,2014-2013,nhl
76,Louis Domingue,Arizona Coyotes,7,2.73,.911,1,2,1,0,308,144,14,https://www.eliteprospects.com/player/31515/louis-domingue,2014-2013,nhl
77,Richard Bachman,Edmonton Oilers,7,2.84,.911,3,2,0,1,317,153,15,https://www.eliteprospects.com/player/11987/richard-bachman,2014-2013,nhl
78,Jason LaBarbera,Anaheim Ducks,5,2.60,.909,2,0,1,0,208,90,9,https://www.eliteprospects.com/player/8982/jason-labarbera,2014-2013,nhl
79,Joni Ortio,Calgary Flames,6,2.52,.908,4,2,0,1,333,139,14,https://www.eliteprospects.com/player/16050/joni-ortio,2014-2013,nhl
80,Martin Brodeur,St. Louis Blues,7,2.87,.899,3,3,0,1,356,152,17,https://www.eliteprospects.com/player/9096/martin-brodeur,2014-2013,nhl
81,Kevin Poulin,New York Islanders,1,2.77,.885,0,0,1,0,65,23,3,https://www.eliteprospects.com/player/12156/kevin-poulin,2014-2013,nhl
82,Matt Hackett,Buffalo Sabres,5,4.32,.884,0,4,1,0,250,137,18,https://www.eliteprospects.com/player/14449/matt-hackett,2014-2013,nhl
83,Jacob Markström,Vancouver Canucks,3,3.09,.879,1,1,0,0,78,29,4,https://www.eliteprospects.com/player/9787/jacob-markstrom,2014-2013,nhl
84,Anton Forsberg,Columbus Blue Jackets,5,4.69,.866,0,4,0,0,256,129,20,https://www.eliteprospects.com/player/15830/anton-forsberg,2014-2013,nhl
85,Mike McKenna,Arizona Coyotes,1,5.00,.853,0,1,0,0,60,29,5,https://www.eliteprospects.com/player/11523/mike-mckenna,2014-2013,nhl
86,Scott Clemmensen,New Jersey Devils,3,4.73,.852,0,0,1,0,102,46,8,https://www.eliteprospects.com/player/9114/scott-clemmensen,2014-2013,nhl
87,Ilya Bryzgalov,Anaheim Ducks,8,4.19,.847,1,4,1,0,330,127,23,https://www.eliteprospects.com/player/8524/ilya-bryzgalov,2014-2013,nhl
88,Jussi Rynnäs,Dallas Stars,2,4.54,.841,0,1,0,0,92,37,7,https://www.eliteprospects.com/player/7634/jussi-rynnas,2014-2013,nhl
89,John Curry,Minnesota Wild,2,4.18,.800,0,0,1,0,72,20,5,https://www.eliteprospects.com/player/11886/john-curry,2014-2013,nhl
90,Tyler Bunz,Edmonton Oilers,1,9.00,.750,0,0,0,0,20,9,3,https://www.eliteprospects.com/player/24660/tyler-bunz,2014-2013,nhl
91,Malcolm Subban,Boston Bruins,1,5.76,.500,0,1,0,0,31,3,3,https://www.eliteprospects.com/player/59221/malcolm-subban,2014-2013,nhl
